brand,carName,carImg,saleVolume,min_price,max_price,manufacturer,rank,carModel,energyType,marketTime,over_score,appearance_score,interior_score,configure_score,spatial_score,comfort_score,manipulating_score,motivation_score,comprehensive_evaluation
长安,逸动,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b754d7190a2740f0a0de783eaf5e439f~tplv-resize:640:0.png,10806,5.29,8.39,长安汽车,64,紧凑型车,汽油,2023.04,3.48,3.82,3.61,3.53,3.64,3.26,3.26,3.26,"['动力十足（439）', '整体空间出色（350）', '配置丰富（203）', '油耗低（105）', '动力响应灵敏（103）', '内饰好看（98）', '乘坐感受还可以（96）', '后备厢空间大（87）', '配置实用（86）', '外观耐看（84）', '后排空间大（80）', '动力中规中矩（83）', '变速箱换挡顿挫（141）', '油耗高（127）', '胎噪大（120）', '隔音差（91）', '有异响（85）', '动力响应不灵敏（58）', '悬挂表现不理想（41）', '风噪大（39）', '底盘表现不理想（33）', '动力不足（31）', '车机卡顿严重（30）', '配置鸡肋（26）']"
吉利汽车,帝豪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/02331e293a0745c18554272bcedffff3~tplv-resize:640:0.png,10698,5.89,11.78,吉利汽车,65,紧凑型车,汽油,2023.06,3.57,4.18,3.71,3.44,3.44,3.41,3.39,3.40,"['整体空间出色（129）', '配置丰富（128）', '后备厢空间大（79）', '动力十足（78）', '油耗低（65）', '内饰好看（62）', '动力输出平顺（61）', '内饰质感不错（59）', '驾驶体验良好（54）', '乘坐感受还可以（47）', '外观时尚（47）', '动力中规中矩（98）', '油耗高（144）', '动力不足（126）', '动力响应不灵敏（120）', '隔音差（47）', '胎噪大（37）', '有异响（34）', '配置鸡肋（25）', '后排空间小（24）', '车机卡顿严重（23）', '乘坐感受比较差（18）', '内饰材质较差（17）', '新车异味较大（17）']"
红旗,红旗E-QM5,https://p3-dcd.byteimg.com/img/motor-mis-img/3174065ca959cf593465c373c7722041~tplv-resize:640:0.png,10600,16.58,23.98,一汽红旗,66,中型车,纯电动,2023.05,3.83,4.06,3.55,3.16,4.59,3.85,3.81,3.80,"['整体空间出色（51）', '动力十足（12）', '底盘调校好（12）', '续航表现优秀（10）', '后排空间大（9）', '驾驶体验良好（7）', '静谧性强（5）', '乘坐感受还可以（5）', '内饰好看（5）', '外观大气（5）', '配置实用（4）', '动力响应灵敏（4）', '配置低（10）', '续航表现较差（5）', '配置鸡肋（4）', '有异响（3）', '储物空间较少（2）', '内饰用料普通（1）', '内饰材质较差（1）', '后备厢空间小（1）', '风噪大（1）', '胎噪大（1）', '悬挂表现不理想（1）', '乘坐感受比较差（1）']"
五菱汽车,五菱宏光,https://p3-dcd.byteimg.com/img/motor-mis-img/5e5eb3f0b2e232525d8d7f1d44fa55fb~tplv-resize:640:0.png,10563,4.38,6.09,上汽通用五菱,67,微面,汽油,2022.07,3.19,3.35,2.90,2.97,4.05,2.85,3.24,2.97,"['整体空间出色（36）', '外观耐看（9）', '动力十足（9）', '操控出色（9）', '油耗低（7）', '后备厢空间大（5）', '装载能力强（5）', '驾驶体验良好（5）', '储物空间合理（3）', '静谧性强（3）', '动力中规中矩（7）', '空间中规中矩（3）', '动力不足（15）', '隔音差（12）', '有异响（10）', '空间局促（7）', '内饰材质较差（5）', '变速箱换挡顿挫（5）', '胎噪大（4）', '配置低（4）', '发动机噪音明显（4）', '操控感较差（4）', '刹车表现较差（3）', '发动机噪声偏大（2）']"
红旗,红旗HS5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c20137f882ec47cda4c0e54e82aa1f48~tplv-resize:640:0.png,10414,18.38,24.98,一汽红旗,68,中型SUV,汽油,2023.05,3.79,4.17,3.68,3.51,4.02,3.74,3.71,3.71,"['整体空间出色（448）', '动力十足（306）', '后排空间大（226）', '配置丰富（180）', '乘坐感受还可以（150）', '外观大气（114）', '驾驶体验良好（84）', '内饰好看（72）', '音响品质好（62）', '动力响应灵敏（60）', '内饰质感不错（58）', '动力输出平顺（49）', '后备厢空间小（220）', '有异响（180）', '油耗高（158）', '风噪大（70）', '动力响应不灵敏（34）', '储物空间较少（32）', '隔音差（32）', '城市油耗高（28）', '动力响应迟滞（28）', '车机卡顿严重（27）', '胎噪大（23）', '配置鸡肋（20）']"
宝马,宝马X3,https://p3-dcd.byteimg.com/img/motor-mis-img/77da976a9938b0ec5fc46615b7715e74~tplv-resize:640:0.png,10407,30.75,37.48,华晨宝马,69,中型SUV,汽油,2023.02,4.03,4.42,4.10,3.68,3.34,4.21,4.20,4.28,"['操控出色（254）', '动力十足（231）', '驾驶体验良好（102）', '动力响应灵敏（94）', '整体空间出色（77）', '静谧性强（62）', '乘坐感受还可以（57）', '动力输出平顺（49）', '配置丰富（48）', '外观大气（40）', '后备厢空间大（38）', '空间中规中矩（38）', '后排空间小（104）', '有异响（76）', '空间局促（35）', '变速箱换挡顿挫（34）', '乘坐感受比较差（33）', '配置低（28）', '胎噪大（20）', '刹车表现较差（20）', '油耗高（18）', '新车异味较大（16）', '配置鸡肋（13）', '后排地台隆起（12）']"
吉利汽车,星越L,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e089916842c943ab8277e180dfb3240b~tplv-resize:640:0.png,10075,12.72,17.52,吉利汽车,71,紧凑型SUV,汽油,2024.01,3.88,4.17,3.91,3.83,4.15,3.70,3.68,3.75,"['动力十足（784）', '整体空间出色（720）', '配置丰富（374）', '驾驶体验良好（250）', '内饰好看（225）', '动力响应灵敏（213）', '静谧性强（206）', '乘坐感受还可以（180）', '油耗低（174）', '内饰质感不错（167）', '操控出色（158）', '后备厢空间大（148）', '油耗高（204）', '配置鸡肋（148）', '胎噪大（87）', '车机卡顿严重（75）', '城市油耗高（69）', '底盘表现不理想（63）', '有异响（48）', '刹车表现较差（42）', '车机功能简单（36）', '隔音差（35）', '悬挂表现不理想（33）', '变速箱换挡顿挫（31）']"
腾势,腾势D9 DM-i,https://p3-dcd.byteimg.com/img/motor-mis-img/33c228a4d0101c510250f1095b554e5e~tplv-resize:640:0.png,9863,34.98,44.58,腾势汽车,74,中大型MPV,插电式混合动力,2023.08,4.10,4.26,4.12,4.07,4.35,4.02,3.93,3.98,"['整体空间出色（44）', '静谧性强（26）', '动力十足（26）', '乘坐感受还可以（25）', '驾驶体验良好（25）', '配置丰富（12）', '底盘调校好（12）', '续航表现优秀（9）', '内饰好看（9）', '动力输出平顺（9）', '配置实用（8）', '动力响应灵敏（8）', '配置鸡肋（7）', '有异响（5）', '刹车表现较差（4）', '人机工程较差（3）', '发动机噪音明显（3）', '悬挂表现不理想（2）', '续航表现较差（2）', '新车异味较大（2）', '售后态度差（2）', '故障率高（2）', '底盘表现不理想（2）', '后排地台隆起（1）']"
林肯,航海家,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/db4c45d357eb479ca8ba4ed41f93fc5e~tplv-resize:640:0.png,9757,31.48,45.48,长安林肯,75,中型SUV,汽油,2023.04,4.01,4.18,4.15,4.01,4.01,4.00,3.75,4.00,"['动力十足（128）', '静谧性强（80）', '整体空间出色（78）', '乘坐感受还可以（64）', '配置丰富（59）', '后备厢空间大（52）', '内饰质感不错（38）', '内饰好看（32）', '音响品质好（22）', '底盘调校好（20）', '动力输出平顺（17）', '动力响应灵敏（17）', '油耗高（27）', '变速箱换挡顿挫（18）', '动力响应不灵敏（14）', '配置鸡肋（13）', '后排空间小（11）', '城市油耗高（7）', '操控感较差（7）', '刹车表现较差（6）', '有异响（5）', '整体配置一般（5）', '动力不足（5）', '胎噪大（4）']"
捷途,捷途X70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9f9edd2f1b8f4ff68538900708783c01~tplv-resize:640:0.png,9750,8.19,16.19,奇瑞汽车,76,中型SUV,汽油,2023.11,3.62,3.66,3.48,3.68,3.93,3.52,3.51,3.58,"['整体空间出色（62）', '动力十足（21）', '后备厢空间大（15）', '油耗低（14）', '配置丰富（14）', '乘坐感受还可以（13）', '外观耐看（10）', '外观大气（9）', '内饰质感不错（8）', '后排空间大（7）', '车机科技感强（6）', '动力中规中矩（7）', '悬挂表现不理想（11）', '有异响（10）', '动力不足（10）', '油耗高（6）', '新车异味较大（6）', '操控感较差（6）', '隔音差（5）', '胎噪大（5）', '车机功能简单（5）', '后排空间小（4）', '变速箱换挡顿挫（4）', '动力响应不灵敏（4）']"
哈弗,哈弗大狗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99d2cc4666d54e5487bbda4ac6efe2f2~tplv-resize:640:0.png,9601,10.79,15.59,长城汽车,77,紧凑型SUV,汽油,2023.07,3.83,4.35,3.73,3.84,3.87,3.69,3.67,3.69,"['整体空间出色（439）', '动力十足（321）', '配置丰富（188）', '乘坐感受还可以（114）', '后排空间大（94）', '外观大气（91）', '驾驶体验良好（87）', '动力响应灵敏（71）', '操控出色（71）', '配置实用（69）', '外观耐看（65）', '动力中规中矩（82）', '后备厢空间小（271）', '油耗高（135）', '有异响（68）', '动力响应不灵敏（54）', '内饰材质较差（52）', '风噪大（42）', '动力响应迟滞（34）', '胎噪大（28）', '动力不足（27）', '隔音差（25）', '新车异味较大（25）', '变速箱换挡顿挫（17）']"
宝马,宝马X1,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c9c9c02010874036a2f03c203ca1238a~tplv-resize:640:0.png,9589,20.38,26.18,华晨宝马,78,紧凑型SUV,汽油,2023.04,3.88,4.23,3.72,3.56,4.33,3.76,3.76,3.80,"['整体空间出色（206）', '动力十足（137）', '后排空间大（99）', '操控出色（94）', '驾驶体验良好（41）', '动力响应灵敏（33）', '后备厢空间大（28）', '乘坐感受还可以（27）', '油耗低（24）', '动力输出平顺（24）', '外观大气（22）', '动力中规中矩（23）', '胎噪大（57）', '隔音差（31）', '配置低（21）', '乘坐感受比较差（20）', '悬挂表现不理想（16）', '有异响（16）', '油耗高（13）', '后备厢空间小（12）', '整体配置一般（12）', '后排空间小（11）', '变速箱换挡顿挫（10）', '内饰材质较差（9）']"
零跑汽车,零跑C11,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5f33df9609c142048ca10d8f868db3b5~tplv-resize:640:0.png,9121,14.48,20.48,零跑汽车,79,中型SUV,增程式,2023.09,3.83,4.16,3.85,3.94,4.21,3.57,3.52,3.59,"['整体空间出色（462）', '配置丰富（179）', '动力十足（141）', '驾驶体验良好（109）', '后备厢空间大（103）', '续航表现优秀（96）', '后排空间大（92）', '配置实用（71）', '内饰质感不错（66）', '底盘调校好（65）', '内饰好看（55）', '乘坐感受还可以（54）', '有异响（73）', '配置鸡肋（53）', '续航表现较差（39）', '风噪大（25）', '底盘表现不理想（23）', '悬架跳动明显（21）', '乘坐感受比较差（21）', '隔音差（20）', '底盘调校偏软（17）', '悬挂表现不理想（12）', '人机工程较差（12）', '胎噪大（11）']"
凯迪拉克,凯迪拉克CT5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/293217d96dd84452b6267df0dd6df9cf~tplv-resize:640:0.png,9100,21.47,29.17,上汽通用凯迪拉克,80,中型车,汽油,2023.12,4.07,4.77,3.62,4.00,3.34,4.25,4.27,4.26,"['动力十足（529）', '操控出色（319）', '配置丰富（190）', '静谧性强（158）', '驾驶体验良好（149）', '底盘调校好（107）', '动力响应灵敏（103）', '内饰质感不错（88）', '音响品质好（88）', '整体空间出色（77）', '外观时尚（77）', '外观拉风（77）', '后排空间小（169）', '动力响应不灵敏（164）', '有异响（129）', '油耗高（110）', '后排地台隆起（86）', '变速箱换挡顿挫（38）', '城市油耗高（38）', '空间局促（33）', '后备厢空间小（31）', '动力不足（27）', '乘坐感受比较差（25）', '动力响应迟滞（22）']"
吉利汽车,博越L,https://p9-dcd.byteimg.com/img/motor-mis-img/1214ac87d1a1f6dd0313f3d3d336c2eb~tplv-resize:640:0.png,9088,10.97,15.87,吉利汽车,81,紧凑型SUV,汽油,2022.1,3.83,4.10,3.90,3.75,4.09,3.67,3.65,3.66,"['整体空间出色（128）', '动力十足（110）', '配置实用（48）', '驾驶体验良好（42）', '配置丰富（41）', '内饰好看（37）', '内饰质感不错（33）', '乘坐感受还可以（33）', '底盘调校好（27）', '车机操作流畅（26）', '油耗低（25）', '外观时尚（25）', '胎噪大（26）', '配置鸡肋（21）', '隔音差（16）', '风噪大（16）', '动力响应不灵敏（15）', '油耗高（14）', '人机工程较差（10）', '有异响（7）', '动力不足（7）', '变速箱换挡顿挫（4）', '城市油耗高（4）', '车机功能简单（4）']"
福特,蒙迪欧,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/3ad464028fb74a7785bc2a6c606a6d3a~tplv-resize:640:0.png,8726,13.98,20.98,长安福特,82,中型车,汽油,2023.07,3.92,4.22,3.69,3.57,4.54,3.81,3.81,3.81,"['动力十足（414）', '整体空间出色（400）', '后排空间大（111）', '配置丰富（109）', '驾驶体验良好（89）', '乘坐感受还可以（77）', '底盘调校好（77）', '动力响应灵敏（75）', '静谧性强（74）', '内饰好看（72）', '操控出色（63）', '后备厢空间大（54）', '油耗高（132）', '胎噪大（92）', '动力响应迟滞（59）', '配置鸡肋（55）', '动力响应不灵敏（51）', '有异响（40）', '配置低（24）', '城市油耗高（22）', '隔音差（19）', '新车异味较大（17）', '后排空间小（15）', '变速箱换挡顿挫（15）']"
捷达,捷达VS5,https://p9-dcd.byteimg.com/img/motor-mis-img/4e0ece8f2c30e8a65193f373a1b02195~tplv-resize:640:0.png,8667,8.69,11.79,一汽-大众捷达,83,紧凑型SUV,汽油,2023.05,3.58,4.04,3.13,3.20,3.60,3.70,3.68,3.70,"['动力十足（81）', '整体空间出色（59）', '操控出色（30）', '油耗低（25）', '驾驶体验良好（23）', '后备厢空间大（19）', '底盘调校好（19）', '动力响应灵敏（17）', '配置丰富（14）', '动力中规中矩（19）', '空间中规中矩（17）', '外观中规中矩（11）', '内饰材质较差（41）', '有异响（32）', '后排地台隆起（25）', '隔音差（20）', '油耗高（14）', '胎噪大（13）', '后排空间小（10）', '变速箱换挡顿挫（9）', '动力响应不灵敏（9）', '配置鸡肋（8）', '配置低（8）', '动力不足（8）']"
大众,凌渡,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/72aad906601447f59df191ebb8522c58~tplv-resize:640:0.png,8653,11.69,16.39,上汽大众,84,紧凑型车,汽油,2023.08,3.68,4.14,3.56,3.37,3.58,3.71,3.69,3.69,"['动力十足（154）', '整体空间出色（72）', '油耗低（62）', '操控出色（51）', '外观时尚（50）', '后备厢空间大（49）', '驾驶体验良好（40）', '乘坐感受还可以（37）', '配置丰富（35）', '外观耐看（33）', '动力响应灵敏（31）', '动力中规中矩（36）', '后排空间小（50）', '隔音差（34）', '胎噪大（34）', '有异响（34）', '后排地台隆起（32）', '变速箱换挡顿挫（32）', '配置低（28）', '空间局促（25）', '配置鸡肋（18）', '油耗高（17）', '新车异味较大（17）', '内饰材质较差（13）']"
奔腾,奔腾B70,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/39774d70f0c445a88fa3a332502c53e3~tplv-resize:640:0.png,8588,9.09,13.79,一汽奔腾,85,中型车,汽油,2023.12,3.63,4.22,3.55,3.34,3.93,3.44,3.43,3.47,"['整体空间出色（100）', '动力十足（72）', '配置丰富（42）', '后备厢空间大（31）', '内饰质感不错（24）', '外观耐看（23）', '内饰好看（22）', '外观大气（22）', '油耗低（18）', '车机科技感强（17）', '动力响应灵敏（17）', '驾驶体验良好（17）', '油耗高（40）', '隔音差（27）', '有异响（26）', '动力响应不灵敏（17）', '胎噪大（13）', '动力响应迟滞（11）', '动力不足（11）', '风噪大（9）', '变速箱换挡顿挫（8）', '车机功能简单（8）', '悬挂表现不理想（7）', '配置鸡肋（7）']"
别克,昂科威,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c49aa2236a74207a201bac3a1f90046~tplv-resize:640:0.png,8407,15.49,23.89,上汽通用别克,87,中型SUV,48V轻混系统,2023.03,3.92,4.36,3.80,3.72,3.84,3.91,3.91,3.91,"['动力十足（364）', '整体空间出色（230）', '静谧性强（214）', '配置丰富（138）', '乘坐感受还可以（102）', '内饰质感不错（100）', '底盘调校好（86）', '动力响应灵敏（79）', '后备厢空间大（78）', '驾驶体验良好（77）', '油耗低（72）', '动力输出平顺（67）', '油耗高（78）', '动力响应不灵敏（60）', '变速箱换挡顿挫（51）', '后排空间小（35）', '后备厢空间小（30）', '动力不足（30）', '乘坐感受比较差（29）', '后排地台隆起（28）', '有异响（27）', '刹车表现较差（21）', '空间局促（19）', '漆面薄（18）']"
比亚迪,汉EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e6d6f7c2291d47f6a4a7d19c3ec01892~tplv-resize:640:0.png,8310,19.98,27.98,比亚迪,88,中大型车,纯电动,2023.03,4.03,4.52,4.05,3.85,4.31,3.84,3.82,3.84,"['整体空间出色（394）', '动力十足（375）', '静谧性强（181）', '乘坐感受还可以（162）', '配置丰富（153）', '续航表现优秀（119）', '后排空间大（93）', '驾驶体验良好（90）', '内饰质感不错（80）', '内饰好看（76）', '动力响应灵敏（76）', '外观大气（64）', '后备厢空间小（79）', '续航表现较差（58）', '有异响（57）', '配置鸡肋（49）', '车机卡顿严重（31）', '底盘表现不理想（30）', '操控感较差（28）', '储物空间较少（22）', '刹车表现较差（21）', '悬挂表现不理想（18）', '新车异味较大（14）', '乘坐感受比较差（13）']"
比亚迪,驱逐舰 05,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fdd396bacd4e433699c66a8dc73db8db~tplv-resize:640:0.png,8302,9.18,14.78,比亚迪,89,紧凑型车,插电式混合动力,2023.04,3.80,4.11,3.65,3.78,3.80,3.75,3.76,3.76,"['动力十足（155）', '油耗低（75）', '整体空间出色（63）', '动力响应灵敏（58）', '驾驶体验良好（44）', '配置实用（43）', '配置丰富（36）', '动力输出平顺（34）', '乘坐感受还可以（31）', '静谧性强（28）', '后备厢空间大（25）', '内饰好看（25）', '胎噪大（65）', '底盘表现不理想（29）', '有异响（28）', '隔音差（20）', '风噪大（20）', '悬挂表现不理想（14）', '刹车表现较差（14）', '新车异味较大（12）', '悬架跳动明显（10）', '人机工程较差（10）', '续航表现较差（9）', '配置鸡肋（9）']"
极氪,ZEEKR 001,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5ae619a7dcb244778e7dac067784674b~tplv-resize:640:0.png,7980,26.9,76.9,极氪,90,中大型车,纯电动,2023.01,4.12,4.33,4.04,4.01,4.26,4.01,4.07,4.13,"['动力十足（318）', '整体空间出色（262）', '驾驶体验良好（210）', '底盘调校好（198）', '操控出色（160）', '续航表现优秀（140）', '配置丰富（111）', '内饰质感不错（87）', '后备厢空间大（82）', '静谧性强（81）', '动力响应灵敏（63）', '内饰好看（62）', '配置鸡肋（56）', '有异响（43）', '车机卡顿严重（33）', '乘坐感受比较差（30）', '人机工程较差（18）', '售后态度差（17）', '小毛病多（13）', '风噪大（12）', '故障率高（12）', '续航表现较差（11）', '音响品质较差（10）', '车机操作复杂（9）']"
本田,英仕派,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/068adb9f4c04421fae8d8a372bc5cf0e~tplv-resize:640:0.png,7979,15.28,22.59,东风本田,91,中型车,汽油,2023.07,3.88,4.37,3.61,3.48,4.37,3.78,3.78,3.79,"['整体空间出色（363）', '动力十足（204）', '油耗低（123）', '动力响应灵敏（94）', '后排空间大（83）', '动力输出平顺（81）', '配置丰富（70）', '乘坐感受还可以（67）', '驾驶体验良好（67）', '后备厢空间大（50）', '操控出色（48）', '外观时尚（42）', '隔音差（110）', '漆面薄（93）', '胎噪大（92）', '配置低（64）', '有异响（37）', '内饰材质较差（21）', '底盘表现不理想（20）', '油耗高（18）', '动力响应不灵敏（18）', '风噪大（16）', '配置鸡肋（15）', '动力不足（15）']"
别克,微蓝6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/550b6dc2a2c44e06a3e9b666927fa56f~tplv-resize:640:0.png,7862,9.98,10.2,上汽通用别克,92,紧凑型车,纯电动,2023.1,3.65,3.97,3.48,3.56,3.67,3.67,3.56,3.65,"['整体空间出色（16）', '动力十足（16）', '操控出色（11）', '底盘调校好（10）', '续航表现优秀（8）', '动力响应灵敏（8）', '驾驶体验良好（7）', '动力输出平顺（6）', '后备厢空间大（5）', '静谧性强（5）', '乘坐感受还可以（4）', '内饰一般（4）', '续航表现较差（10）', '配置低（8）', '隔音差（5）', '内饰材质较差（4）', '空间局促（3）', '胎噪大（3）', '悬挂表现不理想（3）', '乘坐感受比较差（3）', '配置鸡肋（3）', '充电时间较长（2）', '新车异味较大（2）', '有异响（2）']"
宝马,宝马X5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/bf84f7f297c74b4ab69467bef101e7e1~tplv-resize:640:0.png,7698,59.4,79.99,华晨宝马,94,中大型SUV,48V轻混系统,2023.08,4.22,4.57,4.02,4.01,4.66,4.10,4.10,4.08,"['整体空间出色（55）', '动力十足（54）', '乘坐感受还可以（25）', '操控出色（24）', '后排空间大（23）', '驾驶体验良好（23）', '动力响应灵敏（19）', '配置实用（13）', '外观大气（12）', '内饰好看（11）', '配置丰富（9）', '静谧性强（8）', '有异响（29）', '配置鸡肋（24）', '配置低（7）', '储物空间较少（6）', '油耗高（6）', '风噪大（3）', '动力不足（3）', '刹车表现较差（3）', '音响品质较差（2）', '动力响应不灵敏（2）', '底盘调校偏软（2）', '后备厢空间小（1）']"
小鹏汽车,小鹏G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67c41851c96341c19c0461ff9db91911~tplv-resize:640:0.png,7673,19.99,26.69,小鹏汽车,95,中型SUV,纯电动,2023.06,3.83,3.58,3.52,4.03,4.25,3.80,3.78,3.84,"['整体空间出色（133）', '续航表现优秀（66）', '充电时间较短（50）', '配置实用（48）', '驾驶体验良好（35）', '动力十足（32）', '乘坐感受还可以（27）', '内饰好看（18）', '配置丰富（17）', '后排空间大（16）', '操控出色（15）', '动力响应灵敏（13）', '配置鸡肋（9）', '新车异味较大（7）', '有异响（7）', '刹车表现较差（6）', '储物空间较少（4）', '音响品质较差（4）', '底盘表现不理想（4）', '内饰材质较差（3）', '续航表现较差（3）', '人机工程较差（3）', '尾部难看（2）', '充电时间较长（1）']"
现代,途胜,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f2f194412c334188ace3731595a91729~tplv-resize:640:0.png,7492,12.88,19.28,北京现代,97,紧凑型SUV,汽油,2022.11,3.80,4.17,3.35,3.63,4.10,3.80,3.76,3.82,"['整体空间出色（164）', '动力十足（130）', '油耗低（53）', '配置丰富（35）', '驾驶体验良好（35）', '后备厢空间大（31）', '乘坐感受还可以（31）', '动力响应灵敏（27）', '外观时尚（24）', '动力输出平顺（24）', '后排空间大（23）', '外观耐看（21）', '内饰材质较差（26）', '变速箱换挡顿挫（25）', '新车异味较大（23）', '有异响（16）', '油耗高（15）', '配置低（13）', '悬挂表现不理想（12）', '动力不足（12）', '配置鸡肋（11）', '车机卡顿严重（10）', '内饰设计一般（9）', '后排地台隆起（8）']"
奇瑞新能源,QQ冰淇淋,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/b949ba428bc143aeb2bcfdef93eb7f61~tplv-resize:640:0.png,7462,2.99,5.75,奇瑞新能源,98,微型车,纯电动,2023.08,3.08,3.90,3.19,2.95,2.89,2.90,2.91,2.83,"['乘坐感受还可以（12）', '整体空间出色（7）', '动力十足（6）', '驾驶体验良好（6）', '外观时尚（5）', '配置实用（5）', '操控出色（4）', '储物空间合理（3）', '内饰好看（3）', '配置丰富（3）', '底盘调校好（3）', '内饰质感不错（2）', '续航表现较差（5）', '配置鸡肋（4）', '后备厢空间小（3）', '后排空间小（3）', '悬架跳动明显（3）', '有异响（3）', '操控感较差（2）', '充电时间较长（1）', '储物空间较少（1）', '空间局促（1）', '风噪大（1）', '胎噪大（1）']"
奔驰,奔驰E级,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c02aa97643944bed96a20db674f0fcb6~tplv-resize:640:0.png,7419,39.01,52.98,北京奔驰,99,中大型车,48V轻混系统,2023.12,4.11,4.40,4.64,3.74,4.58,3.81,3.78,3.80,"['整体空间出色（193）', '动力十足（141）', '内饰好看（123）', '乘坐感受还可以（80）', '后排空间大（72）', '内饰质感不错（56）', '内饰豪华（49）', '静谧性强（45）', '驾驶体验良好（42）', '操控出色（39）', '外观大气（35）', '动力中规中矩（36）', '有异响（47）', '配置低（45）', '动力响应不灵敏（40）', '变速箱换挡顿挫（38）', '油耗高（32）', '发动机噪声偏大（28）', '发动机噪音明显（28）', '乘坐感受比较差（20）', '配置鸡肋（18）', '动力不足（17）', '隔音差（16）', '胎噪大（16）']"
雪佛兰,科鲁泽,https://p3-dcd.byteimg.com/img/motor-mis-img/f63e0947469ae2d9cee05bbdc33f514f~tplv-resize:640:0.png,7185,6.49,7.89,上汽通用雪佛兰,100,紧凑型车,汽油,2023.06,3.44,3.79,3.55,3.34,3.44,3.35,3.33,3.32,"['动力十足（219）', '整体空间出色（163）', '配置丰富（103）', '油耗低（96）', '外观时尚（71）', '操控出色（69）', '动力响应灵敏（53）', '驾驶体验良好（50）', '乘坐感受还可以（48）', '后排空间大（47）', '动力中规中矩（75）', '空间中规中矩（50）', '动力响应不灵敏（104）', '隔音差（79）', '动力不足（60）', '油耗高（57）', '有异响（57）', '胎噪大（54）', '内饰材质较差（36）', '变速箱换挡顿挫（36）', '配置鸡肋（22）', '乘坐感受比较差（21）', '新车异味较大（19）', '后备厢空间小（15）']"
捷达,捷达VA3,https://p3-dcd.byteimg.com/img/motor-mis-img/f79702d9c2dbaebafe617f329a66b999~tplv-resize:640:0.png,7181,6.78,9.48,一汽-大众捷达,101,紧凑型车,汽油,2023.12,3.21,3.56,2.88,2.95,3.40,3.15,3.29,3.24,"['整体空间出色（8）', '油耗低（8）', '后备厢空间大（5）', '操控出色（5）', '内饰质感不错（4）', '动力十足（4）', '转向手感出色（4）', '驾驶体验良好（4）', '底盘调校好（4）', '空间中规中矩（7）', '动力中规中矩（7）', '后排中规中矩（3）', '内饰材质较差（10）', '动力不足（7）', '后排地台隆起（6）', '动力响应不灵敏（6）', '隔音差（5）', '内饰用料普通（4）', '乘坐感受比较差（3）', '整体配置一般（3）', '发动机噪音明显（3）', '悬架跳动明显（2）', '新车异味较大（2）', '配置低（2）']"
长安欧尚,长安欧尚X5 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a4616746e0c748508ba07e1c3909e58f~tplv-resize:640:0.png,7166,7.19,9.69,长安汽车,102,紧凑型SUV,汽油,2023.04,3.68,4.18,3.73,3.69,3.58,3.53,3.53,3.54,"['动力十足（29）', '配置丰富（15）', '动力响应灵敏（14）', '整体空间出色（12）', '外观时尚（11）', '乘坐感受还可以（7）', '油耗低（7）', '驾驶体验良好（7）', '内饰好看（5）', '配置实用（5）', '后排空间大（4）', '外观大气（4）', '变速箱换挡顿挫（6）', '有异响（6）', '胎噪大（5）', '后备厢空间小（4）', '配置鸡肋（4）', '动力响应迟滞（3）', '隔音差（2）', '动力响应不灵敏（2）', '空间局促（1）', '悬挂表现不理想（1）', '油耗高（1）', '城市油耗高（1）']"
