brand,carName,carImg,saleVolume,min_price,max_price,manufacturer,rank,carModel,energyType,marketTime,over_score,appearance_score,interior_score,configure_score,spatial_score,comfort_score,manipulating_score,motivation_score,comprehensive_evaluation
广汽传祺,影酷,https://p9-dcd.byteimg.com/img/motor-mis-img/fb916563d977a0dcf0ca3a200e4eda73~tplv-resize:640:0.png,2364,9.98,13.98,广汽乘用车,222,紧凑型SUV,汽油,2022.09,3.70,4.11,3.66,3.77,3.82,3.54,3.42,3.55,"['整体空间出色（23）', '动力十足（19）', '驾驶体验良好（16）', '配置丰富（13）', '动力响应灵敏（13）', '车机操作流畅（11）', '配置实用（11）', '油耗低（10）', '动力输出平顺（10）', '后排空间大（9）', '外观时尚（8）', '后排地台平整（6）', '胎噪大（5）', '油耗高（5）', '隔音差（3）', '动力响应不灵敏（3）', '后备厢空间小（2）', '新车异味较大（2）', '配置鸡肋（2）', '动力不足（2）', '底盘调校偏软（2）', '后排空间小（1）', '发动机噪声偏大（1）', '悬架跳动明显（1）']"
广汽传祺,传祺E9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3da48c68376e4e158a93ba1e44310602~tplv-resize:640:0.png,2356,32.98,38.98,广汽乘用车,223,中大型MPV,插电式混合动力,2023.05,4.00,4.04,4.00,4.02,3.99,4.09,3.85,4.00,"['动力十足（11）', '乘坐感受还可以（6）', '整体空间出色（3）', '驾驶体验良好（3）', '底盘调校好（3）', '静谧性强（2）', '后备厢空间大（1）', '第三排够用（1）', '续航表现优秀（1）', '内饰好看（1）', '售后态度好（1）', '外观耐看（1）', '故障率高（2）', '后备厢空间小（1）', '后排地台隆起（1）', '隔音差（1）', '新车异味较大（1）', '漆面薄（1）', '车机卡顿严重（1）', '车机功能简单（1）', '配置鸡肋（1）', '发动机噪音明显（1）', '刹车表现较差（1）', '底盘表现不理想（1）']"
长安欧尚,长安欧尚X7 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/792f6cb783e54f76b76081f54eb719ad~tplv-resize:640:0.png,2349,6.49,11.89,长安汽车,224,紧凑型SUV,汽油,2023.04,3.73,3.90,3.63,3.69,4.09,3.62,3.56,3.64,"['整体空间出色（87）', '动力十足（75）', '配置丰富（21）', '乘坐感受还可以（19）', '动力响应灵敏（17）', '油耗低（16）', '动力输出平顺（13）', '内饰好看（12）', '后备厢空间大（11）', '后排空间大（11）', '车机操作流畅（11）', '驾驶体验良好（10）', '隔音差（9）', '动力响应不灵敏（8）', '新车异味较大（7）', '变速箱换挡顿挫（5）', '油耗高（5）', '有异响（5）', '配置鸡肋（5）', '风噪大（4）', '发动机噪音明显（4）', '底盘表现不理想（4）', '悬架跳动明显（3）', '配置低（3）']"
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68074449504240e8bf194f287a7bdabc~tplv-resize:640:0.png,2333,18.48,32.98,北汽新能源,225,中大型车,纯电动,2023.06,4.02,4.19,4.02,3.97,4.21,3.92,3.92,3.92,"['整体空间出色（116）', '续航表现优秀（82）', '底盘调校好（47）', '动力十足（46）', '驾驶体验良好（45）', '配置丰富（40）', '内饰质感不错（34）', '操控出色（34）', '乘坐感受还可以（33）', '后备厢空间大（30）', '内饰好看（29）', '后排空间大（26）', '车机功能简单（10）', '配置鸡肋（10）', '车机卡顿严重（9）', '有异响（6）', '风噪大（5）', '内饰材质较差（3）', '后备厢空间小（3）', '续航表现较差（3）', '新车异味较大（3）', '人机工程较差（3）', '后排空间小（2）', '空间局促（2）']"
极氪,ZEEKR X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/33b96f679225419d89ce5e5e2d36ac47~tplv-resize:640:0.png,2329,18.98,22.98,极氪,226,紧凑型SUV,纯电动,2024.01,3.85,4.31,4.18,3.94,3.14,3.76,3.76,3.87,"['动力十足（15）', '外观时尚（10）', '内饰好看（9）', '驾驶体验良好（8）', '内饰质感不错（6）', '配置丰富（6）', '操控出色（6）', '整体空间出色（5）', '配置实用（5）', '乘坐感受还可以（4）', '底盘调校好（4）', '续航满足通勤（3）', '配置鸡肋（6）', '储物空间较少（5）', '后排空间小（3）', '后备厢空间小（2）', '乘坐感受比较差（2）', '内饰材质较差（1）', '充电时间较长（1）', '后排不舒服（1）', '悬挂表现不理想（1）', '续航表现较差（1）', '有异响（1）', '车机功能简单（1）']"
极氪,ZEEKR 009,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ebd486b72aae4e8a8607707a709a8121~tplv-resize:640:0.png,2310,49.9,58.8,极氪,227,中大型MPV,纯电动,2022.11,4.07,4.04,4.17,4.09,4.21,4.05,3.90,4.06,"['配置丰富（14）', '乘坐感受还可以（11）', '动力十足（8）', '内饰质感不错（7）', '驾驶体验良好（6）', '续航表现优秀（5）', '动力响应灵敏（5）', '底盘调校好（5）', '外观大气（4）', '第三排够用（3）', '后排舒服（3）', '整体空间出色（3）', '静谧性强（3）', '悬架舒适性强（3）', '刹车表现较差（3）', '第三排狭小（2）', '售后态度差（2）', '配置鸡肋（2）', '后备厢空间小（1）', '离地间隙较差（1）', '风噪大（1）', '车机设计传统（1）', '人机工程较差（1）', '底盘调校偏软（1）']"
丰田,威飒,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/97f0b1f0d49d4d95845a17fda2bf026e~tplv-resize:640:0.png,2279,17.88,26.58,广汽丰田,228,中型SUV,汽油,2023.03,3.86,4.29,3.87,3.73,3.59,3.87,3.80,3.85,"['内饰质感不错（19）', '油耗低（14）', '配置丰富（13）', '动力十足（13）', '驾驶体验良好（13）', '内饰好看（11）', '乘坐感受还可以（8）', '整体空间出色（7）', '静谧性强（7）', '尾部好看（7）', '底盘调校好（6）', '外观时尚（5）', '后排空间小（4）', '风噪大（4）', '配置鸡肋（4）', '动力响应不灵敏（4）', '储物空间较少（3）', '胎噪大（3）', '人机工程较差（3）', '发动机噪音明显（3）', '动力不足（3）', '后备厢空间小（2）', '隔音差（2）', '后排地台隆起（1）']"
福特,探险者,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/31302546ff654c8cb31296e9b85fe510~tplv-resize:640:0.png,2267,30.98,39.98,长安福特,229,中大型SUV,汽油,2022.09,3.99,4.16,3.78,3.88,4.16,4.03,3.92,4.01,"['动力十足（242）', '整体空间出色（213）', '配置丰富（123）', '操控出色（112）', '驾驶体验良好（73）', '外观大气（69）', '乘坐感受还可以（60）', '底盘调校好（51）', '动力响应灵敏（43）', '油耗低（37）', '配置实用（36）', '内饰质感不错（32）', '油耗高（39）', '变速箱换挡顿挫（31）', '乘坐感受比较差（24）', '有异响（23）', '配置鸡肋（20）', '第三排狭小（19）', '隔音差（18）', '发动机噪音明显（16）', '动力响应不灵敏（16）', '风噪大（15）', '内饰材质较差（11）', '动力不足（11）']"
启辰,启辰大V DD-i超混动,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d1e245dc33446edb0cd4bd7bd7ae3c0~tplv-resize:640:0.png,2253,11.49,14.39,东风日产,230,紧凑型SUV,插电式混合动力,2023.07,3.79,4.12,3.81,3.72,3.92,3.63,3.67,3.69,"['整体空间出色（7）', '外观时尚（5）', '动力十足（5）', '乘坐感受还可以（3）', '配置实用（3）', '驾驶体验良好（3）', '操控出色（3）', '外观大气（2）', '后备厢空间大（1）', '后排空间大（1）', '静谧性强（1）', '变速箱换挡顺畅（1）', '油耗低（1）', '配置丰富（1）', '配置鸡肋（8）', '隔音差（2）', '悬挂表现不理想（2）', '有异响（2）', '发动机噪音明显（2）', '维修费用较高（1）', '续航表现较差（1）', '油耗高（1）', '新车异味较大（1）', '底盘表现不理想（1）']"
丰田,凌放HARRIER,https://p3-dcd.byteimg.com/img/motor-mis-img/b797413d40370e0efc7a2dfa9b5e9cf7~tplv-resize:640:0.png,2236,17.38,26.08,一汽丰田,231,中型SUV,汽油,2023.05,3.85,4.47,3.85,3.65,3.50,3.89,3.79,3.82,"['油耗低（24）', '动力十足（22）', '内饰质感不错（19）', '内饰好看（13）', '整体空间出色（12）', '动力输出平顺（9）', '底盘调校好（9）', '配置丰富（8）', '驾驶体验良好（8）', '乘坐感受还可以（7）', '静谧性强（5）', '操控出色（5）', '发动机噪音明显（13）', '动力响应不灵敏（9）', '隔音差（6）', '动力不足（6）', '空间局促（5）', '储物空间较少（4）', '发动机噪声偏大（4）', '配置鸡肋（4）', '后备厢空间小（3）', '风噪大（3）', '胎噪大（3）', '有异响（3）']"
日产,骐达TIIDA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2bc63fa5a1142b9aba74bf02210d1cc~tplv-resize:640:0.png,2228,8.99,11.59,东风日产,232,紧凑型车,汽油,2023.08,3.54,3.76,3.34,3.44,3.81,3.68,3.44,3.32,"['整体空间出色（73）', '油耗低（51）', '乘坐感受还可以（29）', '动力输出平顺（28）', '配置丰富（22）', '动力十足（20）', '操控出色（20）', '后备厢空间大（14）', '后排空间大（14）', '外观耐看（12）', '内饰质感不错（10）', '动力中规中矩（27）', '动力不足（24）', '隔音差（18）', '动力响应不灵敏（11）', '后备厢空间小（10）', '内饰材质较差（8）', '油耗高（8）', '漆面薄（8）', '配置低（8）', '空间局促（7）', '悬挂表现不理想（7）', '内饰设计一般（4）', '后排空间小（4）']"
大众,ID.4 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d16a58d2e5694b7b84ba28604a6421e0~tplv-resize:640:0.png,1950,14.98,23.94,上汽大众,241,紧凑型SUV,纯电动,2024.01,3.86,4.21,3.58,3.47,3.89,3.97,3.94,3.96,"['整体空间出色（89）', '驾驶体验良好（68）', '底盘调校好（63）', '续航表现优秀（51）', '动力十足（42）', '操控出色（40）', '外观时尚（28）', '配置丰富（26）', '后备厢空间大（23）', '动力响应灵敏（23）', '动力输出平顺（19）', '静谧性强（17）', '配置鸡肋（17）', '有异响（13）', '车机功能简单（11）', '内饰材质较差（7）', '续航表现较差（7）', '车机卡顿严重（7）', '动力不足（5）', '内饰用料普通（4）', '风噪大（4）', '胎噪大（4）', '悬架跳动明显（4）', '人机工程较差（4）']"
奇瑞,瑞虎5x,https://p3-dcd.byteimg.com/img/motor-mis-img/bf49fad02231fbc7c729f23640775a75~tplv-resize:640:0.png,1896,5.79,8.99,奇瑞汽车,242,小型SUV,汽油,2023.04,3.45,3.62,3.57,3.49,3.41,3.36,3.37,3.35,"['整体空间出色（34）', '动力十足（31）', '配置丰富（23）', '内饰质感不错（22）', '油耗低（18）', '操控出色（16）', '外观耐看（13）', '乘坐感受还可以（12）', '内饰好看（11）', '后备厢空间大（9）', '动力中规中矩（29）', '空间中规中矩（13）', '动力不足（19）', '动力响应不灵敏（13）', '后备厢空间小（12）', '有异响（9）', '尾部难看（9）', '油耗高（8）', '隔音差（7）', '后排空间小（5）', '风噪大（5）', '悬架跳动明显（5）', '胎噪大（4）', '悬挂表现不理想（4）']"
东风风行,菱智,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1b4c5e581271490ab064442a9188b466~tplv-resize:640:0.png,1873,5.94,9.94,东风风行,243,中型MPV,汽油,2023.09,3.38,3.50,3.16,3.29,3.93,3.25,3.12,3.38,"['整体空间出色（10）', '内饰质感不错（2）', '配置丰富（2）', '空间灵活性不错（1）', '乘坐感受还可以（1）', '油耗低（1）', '内饰好看（1）', '外观耐看（1）', '外观大气（1）', '静谧性一般（1）', '悬挂表现一般（1）', '油耗一般（1）', '隔音差（4）', '动力响应不灵敏（4）', '油耗高（3）', '有异响（3）', '动力不足（2）', '操控感较差（2）', '发动机噪声偏大（1）', '胎噪大（1）', '乘坐感受比较差（1）', '保养费用较高（1）', '新车异味较大（1）', '车机卡顿严重（1）']"
比亚迪,比亚迪e2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b8781cd4b8d749f997db471d7ee5b563~tplv-resize:640:0.png,1845,10.28,14.78,比亚迪,245,紧凑型车,纯电动,2023.04,3.37,3.88,3.22,3.11,3.39,3.29,3.35,3.34,"['整体空间出色（18）', '动力十足（18）', '续航表现优秀（12）', '操控出色（10）', '乘坐感受还可以（8）', '动力响应灵敏（7）', '后排空间大（6）', '内饰好看（6）', '动力输出平顺（6）', '转向手感出色（6）', '后备厢空间大（5）', '续航满足通勤（6）', '内饰材质较差（15）', '新车异味较大（10）', '隔音差（5）', '配置低（5）', '后备厢空间小（3）', '风噪大（3）', '悬架跳动明显（3）', '乘坐感受比较差（3）', '续航表现较差（3）', '胎噪大（2）', '车机卡顿严重（2）', '音响品质较差（2）']"
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6b1268066a194ee5824e3e64310dd7e1~tplv-resize:640:0.png,1838,14.99,16.79,小鹏汽车,246,紧凑型车,纯电动,2023.09,3.68,3.45,3.59,3.67,4.15,3.66,3.57,3.70,"['整体空间出色（84）', '后排空间大（69）', '配置实用（43）', '动力十足（43）', '驾驶体验良好（37）', '车机操作流畅（32）', '乘坐感受还可以（23）', '人机工程不错（21）', '动力响应灵敏（19）', '内饰质感不错（16）', '内饰好看（16）', '车机科技感强（15）', '乘坐感受比较差（14）', '隔音差（11）', '续航表现较差（11）', '胎噪大（6）', '悬架跳动明显（6）', '悬挂表现不理想（6）', '有异响（4）', '人机工程较差（4）', '配置低（4）', '后备厢空间小（3）', '风噪大（3）', '新车异味较大（3）']"
林肯,冒险家,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9d39599a71b34b279c96d02bff066c3d~tplv-resize:640:0.png,1832,22.58,32.58,长安林肯,247,紧凑型SUV,汽油,2023.05,3.92,4.21,3.98,3.98,3.61,3.86,3.85,3.95,"['动力十足（305）', '静谧性强（198）', '整体空间出色（166）', '配置丰富（157）', '内饰质感不错（78）', '内饰好看（75）', '乘坐感受还可以（57）', '动力响应灵敏（56）', '外观大气（48）', '驾驶体验良好（48）', '配置实用（45）', '操控出色（40）', '后备厢空间小（136）', '有异响（73）', '油耗高（55）', '刹车表现较差（36）', '变速箱换挡顿挫（34）', '乘坐感受比较差（29）', '配置鸡肋（22）', '后排空间小（15）', '隔音差（14）', '空间局促（13）', '风噪大（10）', '动力响应不灵敏（10）']"
阿维塔,阿维塔 12,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9f103ca925eb42b0af887cc4011f7193~tplv-resize:640:0.png,1820,30.08,40.08,阿维塔科技,248,中大型车,纯电动,2023.11,4.13,4.64,3.91,4.28,4.12,4.02,3.95,3.95,"['驾驶体验良好（3）', '整体空间出色（2）', '内饰好看（2）', '外观时尚（2）', '动力十足（2）', '操控出色（2）', '内饰质感不错（1）', '后排空间大（1）', '前排乘坐舒适（1）', '续航表现优秀（1）', '外观拉风（1）', '配置实用（1）', '底盘调校偏舒适（1）', '续航满足通勤（1）', '离地间隙较差（1）', '隔音差（1）', '新车异味较大（1）', '有异响（1）', '小毛病多（1）', '车机功能简单（1）']"
长安,长安UNI-K,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/458c4ef6b652476e8519de66e0912a74~tplv-resize:640:0.png,1796,12.99,15.99,长安汽车,249,中型SUV,汽油,2023.11,3.77,4.13,3.73,3.59,4.03,3.64,3.62,3.64,"['整体空间出色（210）', '动力十足（143）', '乘坐感受还可以（102）', '后排空间大（82）', '配置丰富（78）', '外观时尚（54）', '内饰质感不错（42）', '驾驶体验良好（39）', '内饰好看（38）', '动力输出平顺（36）', '静谧性强（35）', '外观大气（33）', '油耗高（36）', '后备厢空间小（24）', '底盘调校偏软（21）', '有异响（18）', '变速箱换挡顿挫（16）', '胎噪大（15）', '动力响应不灵敏（10）', '配置鸡肋（9）', '刹车表现较差（9）', '隔音差（7）', '悬挂表现不理想（7）', '底盘表现不理想（7）']"
启辰,启辰D60 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/9defc15eb235673157d66da8cbba5273~tplv-resize:640:0.png,1747,11.92,12.72,东风日产,250,紧凑型车,纯电动,2022.1,3.57,3.89,3.49,3.04,3.93,3.59,3.49,3.54,"['整体空间出色（3）', '动力十足（3）', '乘坐感受还可以（2）', '内饰好看（2）', '尾部好看（2）', '储物空间合理（1）', '后排舒服（1）', '后排空间大（1）', '外观拉风（1）', '外观大气（1）', '人机工程不错（1）', '配置丰富（1）', '转向手感出色（1）', '操控出色（1）', '静谧性一般（1）', '内饰用料普通（1）', '内饰材质较差（1）', '空间局促（1）', '有异响（1）', '漆面薄（1）', '售后态度差（1）']"
福特,锐际,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e85d383a99d24b91b83a3b4e46f711fe~tplv-resize:640:0.png,1738,14.98,20.18,长安福特,251,紧凑型SUV,汽油,2023.08,3.86,3.88,3.67,3.77,3.57,3.92,4.06,4.19,"['动力十足（329）', '整体空间出色（92）', '操控出色（77）', '配置丰富（46）', '动力响应灵敏（42）', '驾驶体验良好（40）', '底盘调校好（39）', '外观耐看（24）', '内饰质感不错（23）', '静谧性强（21）', '动力输出平顺（21）', '空间中规中矩（29）', '后备厢空间小（54）', '油耗高（39）', '有异响（34）', '乘坐感受比较差（23）', '胎噪大（21）', '变速箱换挡顿挫（21）', '空间局促（15）', '刹车表现较差（15）', '配置低（13）', '动力响应迟滞（10）', '后排地台隆起（9）', '风噪大（9）']"
上汽大通MAXUS,大通G50,https://p3-dcd.byteimg.com/img/motor-mis-img/1f8cf3e8aa8da7a93d7fa90a0ed6e5d6~tplv-resize:640:0.png,1730,7.88,14.18,上汽大通,252,紧凑型MPV,汽油,2023.04,3.57,3.76,3.51,3.53,4.00,3.52,3.33,3.32,"['整体空间出色（17）', '后备厢空间大（6）', '后排空间大（6）', '动力十足（5）', '第三排够用（4）', '外观时尚（4）', '配置丰富（4）', '油耗低（3）', '外观耐看（3）', '动力响应灵敏（3）', '内饰豪华（2）', '动力中规中矩（5）', '后排空间小（3）', '隔音差（3）', '胎噪大（3）', '变速箱换挡顿挫（2）', '配置鸡肋（2）', '整体配置一般（2）', '内饰设计一般（1）', '悬挂表现不理想（1）', '有异响（1）', '小毛病多（1）', '车机卡顿严重（1）', '故障率高（1）']"
比亚迪,元Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,1718,8.98,10.78,比亚迪,253,小型SUV,纯电动,2023.05,3.38,3.55,3.18,3.56,3.16,3.36,3.33,3.50,"['动力十足（27）', '整体空间出色（11）', '续航表现优秀（10）', '动力响应灵敏（10）', '驾驶体验良好（7）', '配置丰富（6）', '动力输出平顺（5）', '车机科技感强（4）', '后排空间大（3）', '续航满足通勤（6）', '空间中规中矩（5）', '后排中规中矩（3）', '后备厢空间小（15）', '空间局促（13）', '后排空间小（8）', '内饰材质较差（7）', '储物空间较少（7）', '隔音差（6）', '胎噪大（6）', '续航表现较差（6）', '内饰用料普通（4）', '有异响（4）', '悬架跳动明显（3）', '配置鸡肋（3）']"
雪铁龙,凡尔赛C5 X,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a1102b80c22949dbbd878f5d33a991ed~tplv-resize:640:0.png,1705,13.87,18.67,东风雪铁龙,254,中型车,汽油,2023.04,3.89,4.44,3.80,3.79,3.88,3.82,3.76,3.74,"['整体空间出色（182）', '动力十足（173）', '配置丰富（131）', '油耗低（130）', '后备厢空间大（121）', '乘坐感受还可以（115）', '驾驶体验良好（102）', '底盘调校好（83）', '内饰好看（59）', '动力输出平顺（59）', '操控出色（58）', '动力响应灵敏（48）', '底盘调校偏软（35）', '动力响应不灵敏（31）', '胎噪大（24）', '有异响（23）', '油耗高（19）', '配置鸡肋（17）', '刹车表现较差（17）', '变速箱换挡顿挫（14）', '隔音差（12）', '风噪大（11）', '乘坐感受比较差（11）', '车机卡顿严重（10）']"
ARCFOX极狐,极狐 阿尔法T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8096473bc63d451da7fe5f64b97bc7ff~tplv-resize:640:0.png,1682,18.08,27.58,北汽新能源,255,中型SUV,纯电动,2023.06,3.91,4.02,3.84,3.90,3.92,3.92,3.79,3.98,"['整体空间出色（64）', '续航表现优秀（50）', '驾驶体验良好（27）', '乘坐感受还可以（26）', '动力十足（24）', '底盘调校好（22）', '配置丰富（21）', '内饰质感不错（19）', '后排空间大（18）', '内饰好看（18）', '操控出色（14）', '配置实用（13）', '配置鸡肋（10）', '后备厢空间小（7）', '人机工程较差（6）', '有异响（5）', '续航表现较差（4）', '车机卡顿严重（4）', '刹车表现较差（4）', '储物空间较少（3）', '风噪大（3）', '乘坐感受比较差（3）', '空间局促（2）', '车机功能简单（2）']"
五菱汽车,五菱之光,https://p3-dcd.byteimg.com/img/motor-mis-img/bf32df7a7883000dfdf00a7d80bf31ea~tplv-resize:640:0.png,1669,3.51,3.79,上汽通用五菱,256,微面,汽油,2023.04,2.74,2.94,2.35,2.56,3.64,2.50,2.42,2.78,"['整体空间出色（8）', '装载能力强（3）', '保养费用低（3）', '维修费用较低（2）', '后排空间大（1）', '前排乘坐舒适（1）', '油耗低（1）', '售后态度好（1）', '灯组造型独特（1）', '外观拉风（1）', '外观大气（1）', '故障率低（1）', '人机工程不错（1）', '悬挂表现一般（1）', '配置低（3）', '隔音差（2）', '乘坐感受比较差（2）', '动力不足（2）', '内饰用料普通（1）', '发动机噪声偏大（1）', '渗油（1）', '整体配置一般（1）', '动力响应不灵敏（1）', '刹车表现较差（1）']"
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,1657,9.49,13.99,北京汽车,257,紧凑型SUV,汽油,2023.04,3.67,4.08,3.72,3.74,4.00,3.48,3.37,3.30,"['整体空间出色（37）', '配置丰富（21）', '动力十足（10）', '后排空间大（9）', '后备厢空间大（8）', '车机科技感强（8）', '动力输出平顺（8）', '底盘调校好（8）', '静谧性强（7）', '乘坐感受还可以（7）', '外观大气（6）', '外观时尚（5）', '动力不足（7）', '油耗高（6）', '有异响（5）', '动力响应不灵敏（4）', '隔音差（2）', '胎噪大（2）', '乘坐感受比较差（2）', '变速箱换挡顿挫（2）', '新车异味较大（2）', '小毛病多（2）', '售后态度差（2）', '车机卡顿严重（2）']"
广汽传祺,传祺GS8,https://p3-dcd.byteimg.com/img/motor-mis-img/bef1e4e3b0a6fa8de3a3887dcaaad449~tplv-resize:640:0.png,1656,17.18,24.78,广汽乘用车,258,中型SUV,汽油,2023.06,3.87,4.29,3.78,3.67,4.22,3.76,3.64,3.75,"['整体空间出色（235）', '动力十足（128）', '油耗低（69）', '配置丰富（67）', '乘坐感受还可以（63）', '静谧性强（54）', '动力响应灵敏（47）', '外观大气（44）', '动力输出平顺（43）', '驾驶体验良好（43）', '内饰质感不错（29）', '内饰好看（26）', '配置鸡肋（38）', '油耗高（33）', '车机卡顿严重（26）', '有异响（15）', '第三排狭小（11）', '动力响应不灵敏（11）', '乘坐感受比较差（10）', '车机功能简单（9）', '音响品质较差（9）', '后备厢空间小（8）', '新车异味较大（8）', '配置低（8）']"
起亚,狮铂拓界,https://p3-dcd.byteimg.com/img/motor-mis-img/64635680904a46d6cc34230eaf9a9552~tplv-resize:640:0.png,1636,12.78,18.58,起亚,259,紧凑型SUV,汽油,2022.11,3.87,4.04,3.81,3.71,3.95,3.88,3.79,3.90,"['动力十足（31）', '整体空间出色（21）', '底盘调校好（19）', '驾驶体验良好（17）', '静谧性强（16）', '配置丰富（16）', '内饰好看（8）', '内饰质感不错（6）', '油耗低（6）', '配置实用（6）', '后排空间大（5）', '外观时尚（5）', '油耗高（3）', '后排地台隆起（2）', '风噪大（2）', '配置鸡肋（2）', '充电时间较长（1）', '隔音差（1）', '发动机噪声偏大（1）', '乘坐感受比较差（1）', '新车异味较大（1）', '有异响（1）', '尾部难看（1）', '漆面薄（1）']"
沃尔沃,沃尔沃S60,https://p3-dcd.byteimg.com/img/motor-mis-img/917e910a69010277adf7b04033758613~tplv-resize:640:0.png,1630,22.59,31.39,沃尔沃亚太,260,中型车,48V轻混系统,2023.07,4.04,4.48,3.96,3.86,3.64,4.09,4.13,4.13,"['动力十足（350）', '操控出色（143）', '驾驶体验良好（129）', '动力响应灵敏（116）', '内饰好看（104）', '整体空间出色（103）', '油耗低（99）', '配置实用（97）', '乘坐感受还可以（92）', '配置丰富（82）', '底盘调校好（81）', '内饰质感不错（80）', '后排地台隆起（98）', '后排空间小（45）', '后备厢空间小（40）', '油耗高（38）', '有异响（36）', '配置鸡肋（31）', '隔音差（30）', '空间局促（26）', '动力响应不灵敏（24）', '胎噪大（23）', '城市油耗高（17）', '乘坐感受比较差（14）']"
红旗,红旗H9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5a83a84460054405a374db60196ea265~tplv-resize:640:0.png,1611,26.98,82.0,一汽红旗,261,中大型车,48V轻混系统,2023.08,4.07,4.60,4.21,4.08,4.05,3.88,3.81,3.86,"['外观大气（90）', '整体空间出色（89）', '动力十足（88）', '配置丰富（53）', '乘坐感受还可以（47）', '内饰豪华（45）', '内饰质感不错（35）', '动力输出平顺（35）', '静谧性强（34）', '驾驶体验良好（24）', '后排空间大（22）', '内饰好看（22）', '后备厢空间小（79）', '有异响（38）', '油耗高（22）', '后排地台隆起（20）', '储物空间较少（18）', '动力响应不灵敏（12）', '变速箱换挡顿挫（11）', '发动机噪音明显（9）', '配置鸡肋（7）', '动力不足（7）', '小毛病多（5）', '动力响应迟滞（5）']"
蔚来,蔚来ES8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/94095b474bee49fe9cf4700d9f323b90~tplv-resize:640:0.png,1584,49.8,59.8,蔚来,264,中大型SUV,纯电动,2022.12,4.10,4.31,4.24,4.28,3.83,4.01,3.94,4.09,"['整体空间出色（47）', '动力十足（33）', '驾驶体验良好（20）', '操控出色（16）', '乘坐感受还可以（15）', '内饰质感不错（13）', '配置丰富（10）', '售后态度好（9）', '静谧性强（8）', '外观时尚（6）', '动力输出平顺（6）', '动力响应灵敏（6）', '乘坐感受比较差（8）', '续航表现较差（8）', '第三排狭小（6）', '悬挂表现不理想（5）', '储物空间较少（3）', '后备厢空间小（3）', '有异响（3）', '隔音差（2）', '车机卡顿严重（2）', '底盘表现不理想（2）', '充电时间较长（1）', '后排不舒服（1）']"
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,1471,6.79,6.79,长安汽车,267,小型车,纯电动,2023.05,3.23,3.43,3.08,3.02,3.34,3.13,3.20,3.37,"['动力十足（47）', '整体空间出色（27）', '续航表现优秀（19）', '动力响应灵敏（13）', '驾驶体验良好（11）', '操控出色（10）', '乘坐感受还可以（7）', '外观耐看（7）', '配置丰富（7）', '后排空间大（6）', '空间中规中矩（7）', '续航满足通勤（7）', '新车异味较大（8）', '隔音差（7）', '续航表现较差（7）', '内饰材质较差（6）', '充电时间较长（6）', '后备厢空间小（6）', '乘坐感受比较差（5）', '配置低（5）', '悬挂表现不理想（3）', '尾部难看（3）', '动力不足（3）', '内饰用料普通（2）']"
