years,rank,manufacturer,sales
2020-05,16,北京现代,37134
2020-05,17,上汽集团,37054
2020-05,18,上汽通用雪佛兰,33672
2020-05,19,比亚迪,28546
2020-05,20,奇瑞汽车,26702
2020-05,21,广汽乘用车,24541
2020-05,22,悦达起亚,23829
2020-05,23,长安福特,21872
2020-05,24,上汽通用凯迪拉克,20900
2020-05,25,一汽-大众捷达,16818
2020-05,26,上汽通用五菱,15454
2020-05,27,上汽集团,15325
2020-05,28,一汽红旗,15103
2020-05,29,长安马自达,14326
2020-05,30,领克,12950
2020-05,31,上汽大众斯柯达,12000
2020-05,32,特斯拉中国,11095
2020-05,33,沃尔沃亚太,10426
2020-05,34,一汽马自达,10009
2020-05,35,东风日产,9111
2020-05,36,一汽奔腾,8217
2020-05,37,江淮汽车,7587
2020-05,38,上汽通用五菱,7542
2020-05,39,广汽三菱,6986
2020-05,40,鑫源汽车,6886
2020-05,41,长安汽车,6667
2020-05,42,东风风行,6329
2020-05,43,东风小康,6305
2020-05,44,北京汽车,5772
2020-05,45,SWM斯威汽车,5674
2020-05,46,奇瑞汽车,5198
2020-05,47,长城汽车,5015
2020-05,48,东风雪铁龙,4739
2020-05,49,东风小康,4350
2020-05,50,江铃福特,4210
2020-05,51,广汽埃安,4100
2020-05,52,比速汽车,3842
2020-05,53,奇瑞捷豹路虎,3720
2020-05,54,蔚来,3563
2020-05,55,广汽菲克Jeep,3523
2020-05,56,上汽大通,3362
2020-05,57,福建奔驰,3144
2020-05,58,长安林肯,2530
2020-05,59,东风乘用车,2448
2020-05,60,东风英菲尼迪,2370
2020-05,61,长城新能源,2333
2020-05,62,北京越野,2226
2020-05,63,上汽通用五菱新能源,2191
2020-05,64,理想,2148
2020-05,65,奇瑞捷豹路虎,2115
2020-05,66,中国重汽VGV,2074
2020-05,67,野马汽车,1624
2020-05,68,华晨雷诺,1600
2020-05,69,北汽新能源,1571
2020-05,70,吉利新能源,1536
2020-05,71,东风标致,1511
2020-05,72,威马汽车,1503
2020-05,73,长安铃木,1313
2020-05,74,领途汽车,1305
2020-05,75,郑州日产,1185
2020-05,76,合众汽车,1135
2020-05,77,东南汽车,1086
2020-05,78,星途,1040
2020-05,79,小鹏汽车,954
2020-05,80,东风本田,893
2020-05,81,观致汽车,871
2020-05,82,广汽讴歌,827
2020-05,83,宝沃汽车,720
2020-05,84,华晨中华,649
2020-05,85,汉腾汽车,637
2020-05,86,广汽本田,616
2020-05,87,广汽丰田新能源,599
2020-05,88,昌河铃木,594
2020-05,89,北汽昌河,580
2020-05,90,福田商用车,534
2020-05,91,长安汽车新能源,496
2020-05,92,云雀汽车,412
2020-05,93,腾势汽车,391
2020-05,94,江淮新能源,381
2020-05,95,凯翼汽车,328
2020-05,96,长安凯程,287
2020-05,97,海马汽车,282
2020-05,98,北汽幻速,280
2020-05,99,吉利几何,216
2020-05,100,江铃汽车,206
2020-05,101,大运汽车,204
2020-05,102,江西五十铃,179
2020-05,103,北京汽车制造厂,157
2020-05,104,陆风汽车,147
2020-05,105,江铃集团新能源,143
2020-05,106,奇瑞新能源,119
2020-05,107,众泰新能源,110
2020-05,108,北汽昌河,100
2020-05,109,开瑞汽车,99
2020-05,110,长城汽车,95
2020-05,111,福汽新龙马,50
2020-05,112,云度新能源,50
2020-05,113,福田汽车,38
2020-05,114,DS汽车,26
2020-05,115,合创汽车,22
2020-05,116,新特汽车,22
2020-05,117,广汽三菱新能源,15
2020-05,118,力帆汽车,4
2020-05,119,北汽昌河新能源,4
2020-05,120,一汽海马,3
2020-05,121,郑州日产新能源,2
2020-05,122,郑州日产,1
2020-05,123,广汽本田新能源,1
2020-06,1,上汽大众,127794
2020-06,2,东风日产,106570
2020-06,3,一汽-大众,105421
2020-06,4,吉利汽车,92593
2020-06,5,广汽本田,82025
2020-06,6,一汽丰田,81229
2020-06,7,东风本田,76095
2020-06,8,上汽通用别克,75706
2020-06,9,长安汽车,68608
2020-06,10,广汽丰田,66888
2020-06,11,北京现代,57450
2020-06,12,一汽-大众奥迪,56588
2020-06,13,北京奔驰,49016
2020-06,14,长城汽车,46998
2020-06,15,华晨宝马,46597
2020-06,16,上汽通用五菱,43151
2020-06,17,上汽集团,34828
2020-06,18,比亚迪,31738
2020-06,19,上汽通用雪佛兰,31651
2020-06,20,奇瑞汽车,24736
2020-06,21,广汽乘用车,22336
2020-06,22,悦达起亚,22223
2020-06,23,上汽通用凯迪拉克,21293
2020-06,24,长安福特,18776
2020-06,25,上汽通用五菱,15622
2020-06,26,一汽-大众捷达,15428
2020-06,27,一汽红旗,15420
2020-06,28,上汽大众斯柯达,14970
2020-06,29,上汽集团,13722
2020-06,30,领克,13214
2020-06,31,长安马自达,12614
2020-06,32,一汽奔腾,12357
2020-06,33,一汽马自达,10015
2020-06,34,上汽通用五菱,9215
2020-06,35,沃尔沃亚太,9015
2020-06,36,长安汽车,8518
2020-06,37,江淮汽车,7342
2020-06,38,江铃福特,7083
2020-06,39,东风日产,6824
2020-06,40,东风风行,6490
2020-06,41,鑫源汽车,6472
2020-06,42,北京越野,6315
2020-06,43,广汽三菱,5836
2020-06,44,长城汽车,5653
2020-06,45,东风乘用车,5004
2020-06,46,东风小康,4948
2020-06,47,奇瑞汽车,4877
2020-06,48,SWM斯威汽车,4498
2020-06,49,蔚来,4018
2020-06,50,奇瑞捷豹路虎,3997
2020-06,51,广汽埃安,3823
2020-06,52,上汽大通,3653
2020-06,53,北京汽车,3539
2020-06,54,福建奔驰,3494
2020-06,55,长安林肯,3349
2020-06,56,上汽通用五菱新能源,3259
2020-06,57,广汽菲克Jeep,3158
2020-06,58,东风标致,2833
2020-06,59,东风小康,2793
2020-06,60,长城新能源,2635
2020-06,61,东风雪铁龙,2516
2020-06,62,比速汽车,2486
2020-06,63,北汽新能源,2208
2020-06,64,东风英菲尼迪,2191
2020-06,65,中国重汽VGV,2136
2020-06,66,威马汽车,2028
2020-06,67,奇瑞捷豹路虎,1983
2020-06,68,江铃集团新能源,1932
2020-06,69,凯翼汽车,1850
2020-06,70,理想,1834
2020-06,71,昌河铃木,1733
2020-06,72,吉利新能源,1433
2020-06,73,合众汽车,1333
2020-06,74,华晨雷诺,1324
2020-06,75,长安铃木,1304
2020-06,76,广汽讴歌,1272
2020-06,77,东风本田,1268
2020-06,78,星途,1131
2020-06,79,东南汽车,1123
2020-06,80,北汽昌河,1026
2020-06,81,郑州日产,1021
2020-06,82,领途汽车,886
2020-06,83,小鹏汽车,821
2020-06,84,观致汽车,790
2020-06,85,福田商用车,541
2020-06,86,宝沃汽车,535
2020-06,87,海马汽车,502
2020-06,88,野马汽车,481
2020-06,89,江淮新能源,304
2020-06,90,腾势汽车,301
2020-06,91,长安凯程,295
2020-06,92,广汽丰田新能源,293
2020-06,93,江西五十铃,203
2020-06,94,长安汽车新能源,201
2020-06,95,江铃汽车,168
2020-06,96,广汽三菱新能源,160
2020-06,97,大运汽车,128
2020-06,98,郑州日产,104
2020-06,99,合创汽车,102
2020-06,100,云度新能源,100
2020-06,101,北汽幻速,95
2020-06,102,福汽新龙马,93
2020-06,103,北京汽车制造厂,78
2020-06,104,奇瑞新能源,76
2020-06,105,长城汽车,70
2020-06,106,华晨中华,69
2020-06,107,DS汽车,65
2020-06,108,吉利几何,63
2020-06,109,开瑞汽车,46
2020-06,110,力帆汽车,41
2020-06,111,福田汽车,9
2020-06,112,陆风汽车,7
2020-06,113,东风裕隆,4
2020-06,114,北汽昌河新能源,3
2020-06,115,郑州日产新能源,2
2020-07,1,上汽大众,122000
2020-07,2,东风日产,93787
2020-07,3,一汽-大众,92150
2020-07,4,吉利汽车,86508
2020-07,5,东风本田,80505
2020-07,6,一汽丰田,78000
2020-07,7,上汽通用别克,76488
2020-07,8,广汽丰田,73952
2020-07,9,广汽本田,70720
2020-07,10,长安汽车,69657
2020-07,11,华晨宝马,63596
2020-07,12,一汽-大众奥迪,58893
2020-07,13,北京奔驰,53143
2020-07,14,上汽通用五菱,50506
2020-07,15,上汽集团,50252
2020-07,16,长城汽车,47517
2020-07,17,奇瑞汽车,34109
2020-07,18,北京现代,28138
2020-07,19,比亚迪,27890
2020-07,20,广汽乘用车,24493
2020-07,21,悦达起亚,20570
2020-07,22,上汽通用凯迪拉克,18903
2020-07,23,长安福特,16702
2020-07,24,一汽红旗,16614
2020-07,25,领克,15331
2020-07,26,上汽通用雪佛兰,15135
2020-07,27,上汽集团,14812
2020-07,28,上汽通用五菱,14192
2020-07,29,上汽通用五菱,13499
2020-07,30,上汽大众斯柯达,11960
2020-07,31,长安马自达,11920
2020-07,32,一汽-大众捷达,11111
2020-07,33,特斯拉中国,11014
2020-07,34,沃尔沃亚太,10851
2020-07,35,奇瑞汽车,8569
2020-07,36,一汽马自达,8106
2020-07,37,江淮汽车,7781
2020-07,38,东风小康,7611
2020-07,39,长城汽车,7091
2020-07,40,东风风行,6266
2020-07,41,广汽三菱,6006
2020-07,42,鑫源汽车,6002
2020-07,43,长安汽车,5864
2020-07,44,东风日产,5023
2020-07,45,广汽埃安,5008
2020-07,46,上汽大通,4243
2020-07,47,北京汽车,4060
2020-07,48,奇瑞捷豹路虎,3966
2020-07,49,江铃福特,3879
2020-07,50,比速汽车,3773
2020-07,51,蔚来,3680
2020-07,52,一汽奔腾,3401
2020-07,53,SWM斯威汽车,3274
2020-07,54,长城新能源,3064
2020-07,55,东风乘用车,3064
2020-07,56,广汽菲克Jeep,3034
2020-07,57,东风小康,3009
2020-07,58,凯翼汽车,2827
2020-07,59,福建奔驰,2577
2020-07,60,理想,2445
2020-07,61,东风标致,2245
2020-07,62,东风英菲尼迪,2237
2020-07,63,上汽通用五菱新能源,2196
2020-07,64,威马汽车,2036
2020-07,65,奇瑞捷豹路虎,1851
2020-07,66,中国重汽VGV,1839
2020-07,67,北京越野,1752
2020-07,68,华晨雷诺,1600
2020-07,69,北汽新能源,1449
2020-07,70,东南汽车,1439
2020-07,71,郑州日产,1403
2020-07,72,长安铃木,1403
2020-07,73,星途,1400
2020-07,74,东风雪铁龙,1285
2020-07,75,吉利新能源,1264
2020-07,76,长安林肯,1119
2020-07,77,合众汽车,1016
2020-07,78,广汽讴歌,1002
2020-07,79,领途汽车,988
2020-07,80,吉利几何,874
2020-07,81,东风本田,760
2020-07,82,汉腾汽车,650
2020-07,83,广汽丰田新能源,609
2020-07,84,福田商用车,600
2020-07,85,宝沃汽车,577
2020-07,86,长安汽车新能源,563
2020-07,87,小鹏汽车,551
2020-07,88,野马汽车,499
2020-07,89,江淮新能源,404
2020-07,90,华晨中华,337
2020-07,91,海马汽车,324
2020-07,92,昌河铃木,274
2020-07,93,腾势汽车,271
2020-07,94,金康赛力斯,260
2020-07,95,北汽昌河,230
2020-07,96,奇瑞新能源,222
2020-07,97,江西五十铃,218
2020-07,98,云度新能源,211
2020-07,99,观致汽车,180
2020-07,100,合创汽车,178
2020-07,101,长安凯程,161
2020-07,102,福汽新龙马,160
2020-07,103,开瑞汽车,142
2020-07,104,江铃汽车,138
2020-07,105,江铃集团新能源,108
2020-07,106,DS汽车,99
2020-08,1,上汽大众,129046
2020-08,2,一汽-大众,112508
2020-08,3,东风日产,101901
2020-08,4,吉利汽车,91641
2020-08,5,上汽通用别克,86249
2020-08,6,东风本田,74013
2020-08,7,长安汽车,73831
2020-08,8,广汽本田,71785
2020-08,9,广汽丰田,66314
2020-08,10,华晨宝马,65558
2020-08,11,上汽通用五菱,64770
2020-08,12,一汽-大众奥迪,60629
2020-08,13,长城汽车,56128
2020-08,14,北京奔驰,54227
2020-08,15,一汽丰田,51697
2020-08,16,上汽集团,43742
2020-08,17,奇瑞汽车,40206
2020-08,18,北京现代,30034
2020-08,19,比亚迪,30024
2020-08,20,广汽乘用车,27700
2020-08,21,上汽通用凯迪拉克,21220
2020-08,22,一汽红旗,21020
2020-08,23,悦达起亚,20390
2020-08,24,上汽通用五菱,20215
2020-08,25,上汽通用雪佛兰,20153
2020-08,26,上汽通用五菱,17523
2020-08,27,领克,17098
2020-08,28,上汽集团,16744
2020-08,29,上汽大众斯柯达,16000
2020-08,30,长安福特,15740
2020-08,31,一汽-大众捷达,13088
2020-08,32,沃尔沃亚太,11954
2020-08,33,特斯拉中国,11811
2020-08,34,长安马自达,11475
2020-08,35,奇瑞汽车,9703
2020-08,36,东风小康,8918
2020-08,37,江淮汽车,8592
2020-08,38,长城汽车,7504
2020-08,39,东风风行,7103
2020-08,40,北京汽车,6286
2020-08,41,一汽马自达,6141
2020-08,42,广汽埃安,6061
2020-08,43,长安汽车,5917
2020-08,44,鑫源汽车,5878
2020-08,45,上汽大通,5518
2020-08,46,江铃福特,5404
2020-08,47,广汽三菱,5002
2020-08,48,长城新能源,4794
2020-08,49,一汽奔腾,4446
2020-08,50,奇瑞捷豹路虎,4020
2020-08,51,蔚来,3761
2020-08,52,SWM斯威汽车,3712
2020-08,53,东风日产,3624
2020-08,54,凯翼汽车,3209
2020-08,55,广汽菲克Jeep,3201
2020-08,56,比速汽车,3076
2020-08,57,东风小康,2993
2020-08,58,理想,2711
2020-08,59,东风英菲尼迪,2604
2020-08,60,东风乘用车,2441
2020-08,61,威马汽车,2057
2020-08,62,奇瑞捷豹路虎,2004
2020-08,63,东风标致,1946
2020-08,64,北汽新能源,1785
2020-08,65,星途,1555
2020-08,66,领途汽车,1484
2020-08,67,吉利新能源,1476
2020-08,68,中国重汽VGV,1395
2020-08,69,郑州日产,1235
2020-08,70,长安林肯,1233
2020-08,71,合众汽车,1205
2020-08,72,华晨雷诺,1195
2020-08,73,东南汽车,1167
2020-08,74,吉利几何,1110
2020-08,75,北京越野,1079
2020-08,76,观致汽车,1062
2020-08,77,福建奔驰,1014
2020-08,78,东风雪铁龙,924
2020-08,79,广汽讴歌,802
2020-08,80,广汽丰田新能源,686
2020-08,81,长安铃木,657
2020-08,82,小鹏汽车,623
2020-08,83,东风本田,591
2020-08,84,昌河铃木,557
2020-08,85,福田商用车,540
2020-08,86,宝沃汽车,537
2020-08,87,汉腾汽车,500
2020-08,88,野马汽车,492
2020-08,89,云度新能源,465
2020-08,90,华晨中华,354
2020-08,91,福汽新龙马,325
2020-08,92,腾势汽车,243
2020-08,93,海马汽车,241
2020-08,94,江铃集团新能源,219
2020-08,95,合创汽车,206
2020-08,96,长安凯程,202
2020-08,97,北汽昌河,190
2020-08,98,江西五十铃,179
2020-08,99,奇瑞新能源,153
2020-08,100,江铃汽车,130
2020-09,1,上汽大众,156839
2020-09,2,一汽-大众,137077
2020-09,3,东风日产,110523
2020-09,4,吉利汽车,102451
2020-09,5,东风本田,94796
2020-09,6,上汽通用别克,87426
2020-09,7,广汽本田,86607
2020-09,8,一汽丰田,84493
2020-09,9,长安汽车,81796
2020-09,10,广汽丰田,81000
2020-09,11,长城汽车,79120
2020-09,12,长城汽车,79120
2020-09,13,上汽通用五菱,77418
2020-09,14,上汽通用五菱,75526
2020-09,15,一汽-大众奥迪,72298
2020-09,16,北京奔驰,60275
2020-09,17,华晨宝马,56350
2020-09,18,奇瑞汽车,42694
2020-09,19,上汽集团,41873
2020-09,20,比亚迪,40905
2020-09,21,广汽乘用车,31119
2020-09,22,北京现代,28595
2020-09,23,悦达起亚,26143
2020-09,24,上汽通用凯迪拉克,24328
2020-09,25,一汽红旗,21518
2020-09,26,长安福特,21388
2020-09,27,沃尔沃亚太,19327
2020-09,28,上汽通用五菱,18917
2020-09,29,上汽集团,18616
2020-09,30,一汽-大众捷达,15036
2020-09,31,长安马自达,14896
2020-09,32,奇瑞汽车,10466
2020-09,33,江淮汽车,9926
2020-09,34,东风风行,9075
2020-09,35,长城汽车,9037
2020-09,36,东风日产,9020
2020-09,37,SWM斯威汽车,7763
2020-09,38,一汽奔腾,7057
2020-09,39,一汽马自达,7057
2020-09,40,广汽三菱,7030
2020-09,41,长安林肯,6342
2020-09,42,奇瑞捷豹路虎,6075
2020-09,43,东风小康,5587
2020-09,44,蔚来,5003
2020-09,45,上汽大通,4415
2020-09,46,奇瑞捷豹路虎,3936
2020-09,47,广汽菲克Jeep,3862
2020-09,48,理想,3504
2020-09,49,凯翼汽车,3502
2020-09,50,比速汽车,3301
2020-09,51,东风乘用车,3252
2020-09,52,东风小康,3193
2020-09,53,福建奔驰,2733
2020-09,54,东风英菲尼迪,2481
2020-09,55,威马汽车,2107
2020-09,56,合众汽车,2023
2020-09,57,星途,2016
2020-09,58,北京越野,1963
2020-09,59,北京汽车,1963
2020-09,60,中国重汽VGV,1610
2020-09,61,长安铃木,1603
2020-09,62,郑州日产,1491
2020-09,63,广汽讴歌,1163
2020-09,64,东风雪铁龙,1137
2020-09,65,吉利几何,1110
2020-09,66,吉利新能源,888
2020-09,67,小鹏汽车,853
2020-09,68,福田商用车,797
2020-09,69,云度新能源,686
2020-09,70,宝沃汽车,649
2020-09,71,广汽丰田新能源,552
2020-09,72,华晨雷诺,519
2020-09,73,昌河铃木,490
2020-09,74,北汽昌河,372
2020-09,75,福汽新龙马,359
2020-09,76,北汽新能源,320
2020-09,77,金康赛力斯,311
2020-09,78,海马汽车,295
2020-09,79,江铃集团新能源,215
2020-09,80,东风本田,211
2020-09,81,北京汽车制造厂,196
2020-09,82,江西五十铃,145
2020-09,83,江铃汽车,138
2020-09,84,东南汽车,119
2020-09,85,新特汽车,116
2020-09,86,福田汽车,100
2020-09,87,北汽昌河,100
2020-09,88,合创汽车,54
2020-09,89,东风雷诺,18
2020-09,90,广汽本田,16
2020-09,91,力帆汽车,12
2020-09,92,江淮大众,1
2020-10,1,一汽-大众,141050
2020-10,2,上汽大众,137300
2020-10,3,吉利汽车,116244
2020-10,4,东风日产,110507
2020-10,5,长城汽车,97950
2020-10,6,长城汽车,97950
2020-10,7,长安汽车,95266
2020-10,8,上汽通用别克,88557
2020-10,9,东风本田,86130
2020-10,10,广汽本田,85812
2020-10,11,上汽通用五菱,84716
2020-10,12,上汽通用五菱,84716
2020-10,13,广汽丰田,72000
2020-10,14,一汽丰田,64787
2020-10,15,一汽-大众奥迪,63998
2020-10,16,奇瑞汽车,54926
2020-10,17,北京奔驰,50579
2020-10,18,华晨宝马,47166
2020-10,19,比亚迪,46560
2020-10,20,上汽集团,44307
2020-10,21,北京现代,42596
2020-10,22,广汽乘用车,30722
2020-10,23,悦达起亚,27637
2020-10,24,上汽集团,25340
2020-10,25,一汽红旗,23018
2020-10,26,上汽通用凯迪拉克,22552
2020-10,27,长安福特,20584
2020-10,28,沃尔沃亚太,17134
2020-10,29,奇瑞汽车,16108
2020-10,30,长安马自达,15558
2020-10,31,一汽-大众捷达,15528
2020-10,32,上汽通用五菱,14003
2020-10,33,东风日产,9217
2020-10,34,长城汽车,9076
2020-10,35,东风风行,8395
2020-10,36,广汽三菱,8301
2020-10,37,SWM斯威汽车,7882
2020-10,38,江淮汽车,7793
2020-10,39,长安林肯,5721
2020-10,40,奇瑞捷豹路虎,5508
2020-10,41,东风乘用车,5444
2020-10,42,上汽大通,5158
2020-10,43,蔚来,5145
2020-10,44,一汽马自达,5007
2020-10,45,一汽奔腾,5007
2020-10,46,广汽菲克Jeep,4007
2020-10,47,奇瑞捷豹路虎,3750
2020-10,48,凯翼汽车,3737
2020-10,49,理想,3692
2020-10,50,东风小康,3687
2020-10,51,福建奔驰,3385
2020-10,52,东风小康,3351
2020-10,53,比速汽车,3344
2020-10,54,威马汽车,3003
2020-10,55,东风英菲尼迪,2808
2020-10,56,观致汽车,2728
2020-10,57,北京越野,2306
2020-10,58,北京汽车,2306
2020-10,59,星途,2161
2020-10,60,合众汽车,2056
2020-10,61,吉利几何,1914
2020-10,62,吉利新能源,1416
2020-10,63,郑州日产,1350
2020-10,64,广汽讴歌,1260
2020-10,65,中国重汽VGV,1235
2020-10,66,东风雪铁龙,1224
2020-10,67,上汽集团,1124
2020-10,68,长安铃木,1061
2020-10,69,东风本田,891
2020-10,70,小鹏汽车,815
2020-10,71,福田商用车,803
2020-10,72,云度新能源,788
2020-10,73,宝沃汽车,683
2020-10,74,广汽丰田新能源,665
2020-10,75,华晨雷诺,631
2020-10,76,广汽本田,554
2020-10,77,北汽新能源,513
2020-10,78,福汽新龙马,414
2020-10,79,海马汽车,312
2020-10,80,北京汽车制造厂,301
2020-10,81,金康赛力斯,300
2020-10,82,江西五十铃,170
2020-10,83,江铃集团新能源,149
2020-10,84,东南汽车,124
2020-10,85,吉麦新能源,119
2020-10,86,北汽昌河,93
2020-10,87,福田汽车,83
2020-10,88,江铃汽车,79
2020-10,89,力帆汽车,72
2020-10,90,北汽幻速,69
2020-10,91,合创汽车,66
2020-10,92,昌河铃木,18
2020-11,1,一汽-大众,154391
2020-11,2,上汽大众,145735
2020-11,3,吉利汽车,125712
2020-11,4,东风日产,117430
2020-11,5,长城汽车,101812
2020-11,6,长城汽车,101812
2020-11,7,上汽通用别克,99400
2020-11,8,长安汽车,97054
2020-11,9,上汽通用五菱,95663
2020-11,10,上汽通用五菱,95663
2020-11,11,东风本田,94981
2020-11,12,广汽本田,84849
2020-11,13,一汽丰田,79758
2020-11,14,广汽丰田,77400
2020-11,15,一汽-大众奥迪,66756
2020-11,16,奇瑞汽车,64650
2020-11,17,华晨宝马,61219
2020-11,18,北京奔驰,58818
2020-11,19,比亚迪,52806
2020-11,20,北京现代,49327
2020-11,21,上汽集团,42171
2020-11,22,上汽集团,38505
2020-11,23,广汽乘用车,33383
2020-11,24,一汽红旗,24466
2020-11,25,长安福特,22683
2020-11,26,悦达起亚,22277
2020-11,27,上汽通用凯迪拉克,22195
2020-11,28,奇瑞汽车,20586
2020-11,29,沃尔沃亚太,19301
2020-11,30,一汽-大众捷达,15668
2020-11,31,上汽通用五菱,14798
2020-11,32,长安马自达,13456
2020-11,33,东风风行,9381
2020-11,34,长城汽车,9122
2020-11,35,东风日产,9106
2020-11,36,广汽三菱,9008
2020-11,37,江淮汽车,7165
2020-11,38,SWM斯威汽车,6809
