brand,carName,carImg,saleVolume,min_price,max_price,manufacturer,rank,carModel,energyType,marketTime,over_score,appearance_score,interior_score,configure_score,spatial_score,comfort_score,manipulating_score,motivation_score,comprehensive_evaluation
五菱汽车,五菱缤果,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c316a4720f1f48da80b558c02a32b01c~tplv-resize:640:0.png,27458,5.98,8.88,上汽通用五菱,11,小型车,纯电动,2023.03,3.37,4.16,3.49,2.75,3.85,3.10,3.09,3.16,"['整体空间出色（33）', '后备厢空间大（19）', '驾驶体验良好（14）', '续航表现优秀（10）', '外观时尚（10）', '动力十足（8）', '后排空间大（7）', '内饰好看（7）', '操控出色（7）', '底盘调校好（7）', '配置丰富（4）', '储物空间合理（3）', '隔音差（6）', '配置低（6）', '有异响（5）', '内饰材质较差（3）', '储物空间较少（3）', '风噪大（3）', '后排地台隆起（2）', '续航表现较差（2）', '人机工程较差（2）', '配置鸡肋（2）', '内饰用料普通（1）', '胎噪大（1）']"
比亚迪,海豚,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/146c59167c394ddb9e61d3ec6315c2c8~tplv-resize:640:0.png,26814,11.68,13.98,比亚迪,12,小型车,纯电动,2022.12,3.47,3.47,3.45,3.57,3.78,3.35,3.32,3.34,"['整体空间出色（135）', '动力十足（106）', '续航表现优秀（69）', '驾驶体验良好（54）', '后排空间大（39）', '乘坐感受还可以（38）', '内饰好看（36）', '动力响应灵敏（30）', '动力输出平顺（28）', '配置丰富（27）', '配置实用（21）', '操控出色（20）', '后备厢空间小（33）', '新车异味较大（28）', '有异响（20）', '胎噪大（13）', '续航表现较差（10）', '内饰材质较差（9）', '隔音差（9）', '底盘表现不理想（9）', '风噪大（8）', '悬挂表现不理想（8）', '配置鸡肋（8）', '刹车表现较差（8）']"
本田,本田CR-V,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bc20bec323e9460e862ac2b30b0f9991~tplv-resize:640:0.png,26354,15.79,23.59,东风本田,13,紧凑型SUV,汽油,2022.09,3.79,4.27,3.33,3.35,4.33,3.76,3.73,3.75,"['整体空间出色（446）', '动力十足（233）', '油耗低（166）', '后备厢空间大（91）', '乘坐感受还可以（90）', '后排空间大（75）', '动力输出平顺（74）', '动力响应灵敏（62）', '驾驶体验良好（61）', '操控出色（60）', '配置实用（43）', '动力中规中矩（60）', '隔音差（203）', '漆面薄（127）', '胎噪大（74）', '配置低（47）', '风噪大（39）', '内饰材质较差（32）', '油耗高（27）', '动力不足（27）', '有异响（26）', '动力响应不灵敏（20）', '发动机噪音明显（19）', '新车异味较大（16）']"
丰田,RAV4荣放,https://p3-dcd.byteimg.com/img/motor-mis-img/d1ac1817fbc495d355e029a8b10c68f8~tplv-resize:640:0.png,25990,13.88,22.58,一汽丰田,14,紧凑型SUV,汽油,2023.04,3.78,4.27,3.41,3.57,4.06,3.73,3.72,3.72,"['整体空间出色（208）', '油耗低（160）', '动力十足（127）', '后备厢空间大（120）', '动力输出平顺（84）', '乘坐感受还可以（61）', '配置丰富（58）', '后排空间大（53）', '外观大气（53）', '操控出色（48）', '外观耐看（42）', '动力中规中矩（85）', '隔音差（98）', '内饰材质较差（62）', '动力响应不灵敏（60）', '动力不足（48）', '有异响（47）', '配置低（34）', '新车异味较大（30）', '风噪大（29）', '胎噪大（26）', '发动机噪声偏大（25）', '漆面薄（25）', '油耗高（22）']"
AITO,问界M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ec234ea1f5a64f9b940ac268fa562ec4~tplv-resize:640:0.png,25545,24.98,37.98,赛力斯汽车,15,中大型SUV,增程式,2023.09,4.07,3.80,4.28,4.18,3.99,4.16,4.02,4.09,"['整体空间出色（54）', '动力十足（48）', '配置丰富（40）', '静谧性强（34）', '驾驶体验良好（33）', '配置实用（28）', '车机操作流畅（27）', '乘坐感受还可以（26）', '内饰质感不错（21）', '底盘调校好（15）', '内饰好看（13）', '操控出色（13）', '后备厢空间小（12）', '第三排狭小（10）', '配置鸡肋（8）', '有异响（6）', '续航表现较差（4）', '刹车表现较差（4）', '空间局促（3）', '底盘表现不理想（3）', '悬挂表现不理想（2）', '乘坐感受比较差（2）', '车机功能简单（2）', '底盘调校偏软（2）']"
五菱汽车,五菱宏光MINIEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/287e133f10e1402386d901c399885fbf~tplv-resize:640:0.png,25015,2.98,9.99,上汽通用五菱,16,微型车,纯电动,2023.11,2.77,3.94,2.90,2.34,2.53,2.61,2.52,2.54,"['整体空间出色（77）', '外观耐看（63）', '动力十足（46）', '续航表现优秀（27）', '外观时尚（26）', '空间灵活性不错（23）', '动力响应灵敏（23）', '操控出色（23）', '驾驶体验良好（17）', '动力中规中矩（35）', '续航满足通勤（33）', '空间中规中矩（23）', '动力不足（31）', '续航表现较差（30）', '充电时间较长（27）', '后排空间小（26）', '内饰材质较差（22）', '隔音差（19）', '乘坐感受比较差（19）', '配置低（19）', '新车异味较大（18）', '空间局促（17）', '安全性表现较差（17）', '后备厢空间小（16）']"
大众,帕萨特,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c9ddb9ea9b9047029212858b14caba31~tplv-resize:640:0.png,24559,14.39,21.49,上汽大众,17,中型车,汽油,2023.1,3.88,4.07,3.54,3.47,4.41,3.89,3.88,3.87,"['整体空间出色（462）', '动力十足（399）', '配置丰富（157）', '后排空间大（132）', '油耗低（120）', '乘坐感受还可以（116）', '动力响应灵敏（95）', '驾驶体验良好（95）', '后备厢空间大（82）', '底盘调校好（80）', '外观大气（73）', '配置实用（67）', '胎噪大（170）', '有异响（102）', '隔音差（59）', '变速箱换挡顿挫（59）', '后排地台隆起（58）', '油耗高（49）', '配置鸡肋（44）', '新车异味较大（37）', '配置低（35）', '城市油耗高（32）', '内饰材质较差（30）', '车机卡顿严重（27）']"
丰田,凯美瑞,https://p9-dcd.byteimg.com/img/motor-mis-img/46a9db48bccc28d5a4aadcbcf9b5df96~tplv-resize:640:0.png,22688,14.98,23.98,广汽丰田,18,中型车,汽油,2023.03,3.86,4.30,3.56,3.68,3.97,3.86,3.82,3.81,"['动力十足（238）', '油耗低（221）', '整体空间出色（209）', '动力输出平顺（144）', '乘坐感受还可以（141）', '配置丰富（131）', '驾驶体验良好（108）', '动力响应灵敏（82）', '静谧性强（78）', '底盘调校好（78）', '动力中规中矩（137）', '空间中规中矩（75）', '动力响应不灵敏（161）', '有异响（115）', '漆面薄（113）', '动力不足（113）', '新车异味较大（90）', '隔音差（85）', '油耗高（63）', '车机卡顿严重（46）', '发动机噪音明显（42）', '配置低（41）', '配置鸡肋（40）', '胎噪大（32）']"
埃安,AION Y,https://p3-dcd.byteimg.com/img/motor-mis-img/a4dcf08d322941eb5259fbcb35ead82e~tplv-resize:640:0.png,22678,11.98,15.38,广汽埃安新能源,19,紧凑型SUV,纯电动,2023.03,3.73,3.67,3.70,3.35,4.68,3.57,3.57,3.60,"['整体空间出色（277）', '后排空间大（84）', '动力十足（63）', '驾驶体验良好（38）', '续航表现优秀（36）', '动力响应灵敏（29）', '乘坐感受还可以（28）', '配置丰富（26）', '内饰好看（20）', '配置实用（18）', '操控出色（18）', '动力输出平顺（16）', '后备厢空间小（32）', '续航表现较差（27）', '内饰材质较差（24）', '配置鸡肋（19）', '有异响（16）', '隔音差（14）', '胎噪大（13）', '新车异味较大（12）', '配置低（12）', '悬挂表现不理想（11）', '悬架跳动明显（10）', '车机功能简单（7）']"
本田,雅阁,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/01ea2955a1cb44ff8f048e3deabf2c17~tplv-resize:640:0.png,22661,14.48,22.18,广汽本田,20,中型车,汽油,2023.05,3.88,4.51,3.41,3.39,4.41,3.80,3.82,3.81,"['整体空间出色（795）', '动力十足（471）', '油耗低（307）', '后排空间大（180）', '动力输出平顺（149）', '动力响应灵敏（143）', '乘坐感受还可以（128）', '操控出色（123）', '外观时尚（121）', '驾驶体验良好（114）', '后备厢空间大（100）', '动力中规中矩（106）', '隔音差（331）', '胎噪大（191）', '漆面薄（168）', '配置低（158）', '有异响（84）', '内饰材质较差（68）', '油耗高（48）', '离地间隙较差（44）', '配置鸡肋（41）', '动力响应不灵敏（38）', '动力不足（35）', '风噪大（34）']"
长安,长安CS75 PLUS,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/dec41a8d4fcc422bbb34c1a71dd76a1d~tplv-resize:640:0.png,21872,9.79,13.99,长安汽车,21,紧凑型SUV,汽油,2023.04,3.73,4.00,3.88,3.67,4.04,3.50,3.49,3.52,"['整体空间出色（461）', '动力十足（374）', '配置丰富（138）', '后备厢空间大（103）', '后排空间大（90）', '外观时尚（81）', '动力响应灵敏（80）', '乘坐感受还可以（79）', '驾驶体验良好（67）', '动力输出平顺（65）', '内饰质感不错（61）', '动力中规中矩（78）', '油耗高（170）', '有异响（125）', '隔音差（78）', '胎噪大（51）', '车机卡顿严重（42）', '动力响应不灵敏（41）', '变速箱换挡顿挫（37）', '新车异味较大（33）', '乘坐感受比较差（31）', '配置鸡肋（29）', '风噪大（28）', '底盘表现不理想（25）']"
哈弗,哈弗H6,https://p3-dcd.byteimg.com/img/motor-mis-img/418e967314e8e89e55e3b3b359377177~tplv-resize:640:0.png,21430,8.39,12.98,长城汽车,22,紧凑型SUV,汽油,2023.04,3.76,3.97,3.70,3.79,4.08,3.59,3.55,3.64,"['整体空间出色（780）', '动力十足（439）', '配置丰富（305）', '配置实用（174）', '后备厢空间大（165）', '后排空间大（140）', '油耗低（132）', '外观大气（132）', '乘坐感受还可以（122）', '驾驶体验良好（96）', '内饰质感不错（92）', '动力中规中矩（111）', '油耗高（174）', '动力响应不灵敏（108）', '新车异味较大（98）', '有异响（98）', '动力不足（85）', '隔音差（68）', '胎噪大（61）', '变速箱换挡顿挫（48）', '配置鸡肋（40）', '动力响应迟滞（38）', '风噪大（35）', '乘坐感受比较差（29）']"
奥迪,奥迪A6L,https://p3-dcd.byteimg.com/img/motor-mis-img/f8250b5672059b6380b04eeeb0d7fe33~tplv-resize:640:0.png,21411,35.09,55.88,一汽-大众奥迪,23,中大型车,汽油,2023.1,4.17,4.54,4.05,3.68,4.33,4.20,4.20,4.21,"['整体空间出色（300）', '动力十足（263）', '驾驶体验良好（105）', '操控出色（88）', '后排空间大（83）', '车机科技感强（77）', '乘坐感受还可以（73）', '油耗低（67）', '动力响应灵敏（66）', '动力输出平顺（65）', '底盘调校好（61）', '静谧性强（60）', '储物空间较少（108）', '有异响（76）', '乘坐感受比较差（68）', '配置低（61）', '新车异味较大（48）', '胎噪大（37）', '后排地台隆起（34）', '油耗高（31）', '变速箱换挡顿挫（26）', '配置鸡肋（23）', '后排不舒服（18）', '隔音差（12）']"
大众,途观L,https://p3-dcd.byteimg.com/img/motor-mis-img/8201ed0a4daa11da0ecfc31209187bde~tplv-resize:640:0.png,20589,15.87,22.08,上汽大众,24,中型SUV,汽油,2023.11,3.84,4.11,3.55,3.65,4.09,3.82,3.84,3.84,"['整体空间出色（287）', '动力十足（221）', '后排空间大（74）', '后备厢空间大（60）', '油耗低（59）', '配置丰富（58）', '外观大气（57）', '操控出色（53）', '动力响应灵敏（50）', '驾驶体验良好（40）', '底盘调校好（40）', '外观时尚（38）', '变速箱换挡顿挫（48）', '有异响（41）', '后排地台隆起（31）', '内饰材质较差（30）', '隔音差（28）', '油耗高（28）', '胎噪大（27）', '新车异味较大（25）', '配置鸡肋（20）', '城市油耗高（15）', '风噪大（13）', '配置低（11）']"
理想汽车,理想L7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d17549a2151349bb92d57dfdb7ce2374~tplv-resize:640:0.png,20428,31.98,37.98,理想汽车,25,中大型SUV,增程式,2023.02,4.10,4.24,4.25,4.25,4.51,3.91,3.73,3.84,"['整体空间出色（62）', '配置丰富（37）', '动力十足（33）', '乘坐感受还可以（27）', '驾驶体验良好（25）', '配置实用（24）', '静谧性强（20）', '后排空间大（14）', '后备厢空间大（10）', '外观大气（10）', '操控出色（10）', '内饰质感不错（9）', '有异响（7）', '配置鸡肋（6）', '续航表现较差（5）', '油耗高（4）', '刹车表现较差（4）', '风噪大（3）', '底盘调校偏软（3）', '底盘表现不理想（3）', '内饰材质较差（2）', '储物空间较少（2）', '后备厢空间小（2）', '隔音差（2）']"
奔驰,奔驰C级,https://p9-dcd.byteimg.com/img/motor-mis-img/fd1771f592228d51d414ac0e5fa2469c~tplv-resize:640:0.png,19418,27.32,31.9,北京奔驰,26,中型车,48V轻混系统,2023.1,4.03,4.46,4.66,3.45,3.98,3.92,3.88,3.83,"['动力十足（235）', '内饰好看（163）', '整体空间出色（93）', '静谧性强（87）', '内饰豪华（69）', '后排空间大（67）', '乘坐感受还可以（65）', '驾驶体验良好（61）', '内饰质感不错（60）', '动力响应灵敏（58）', '外观时尚（57）', '动力中规中矩（76）', '配置低（114）', '动力不足（63）', '有异响（53）', '发动机噪音明显（47）', '变速箱换挡顿挫（44）', '动力响应不灵敏（44）', '油耗高（35）', '后排空间小（28）', '保养费用较高（28）', '发动机噪声偏大（26）', '隔音差（23）', '配置鸡肋（22）']"
本田,皓影,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9886d3b902964d73a5284eeee4f1cfa8~tplv-resize:640:0.png,19114,14.99,23.19,广汽本田,27,紧凑型SUV,油电混合,2024.01,3.79,4.37,3.34,3.37,4.34,3.70,3.70,3.71,"['整体空间出色（278）', '动力十足（139）', '油耗低（100）', '动力输出平顺（60）', '乘坐感受还可以（54）', '动力响应灵敏（53）', '驾驶体验良好（51）', '后排空间大（46）', '后备厢空间大（40）', '操控出色（37）', '外观大气（36）', '动力中规中矩（49）', '隔音差（95）', '漆面薄（60）', '配置低（44）', '胎噪大（37）', '动力不足（22）', '有异响（20）', '油耗高（18）', '整体配置一般（17）', '风噪大（16）', '动力响应不灵敏（15）', '内饰材质较差（14）', '配置鸡肋（13）']"
奥迪,奥迪Q5L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67161a339e5c4639bdcfc59d4b67efc9~tplv-resize:640:0.png,17932,30.65,38.18,一汽-大众奥迪,28,中型SUV,汽油,2023.1,4.01,4.47,3.38,3.67,4.22,4.12,4.13,4.11,"['整体空间出色（275）', '动力十足（268）', '后排空间大（88）', '操控出色（76）', '驾驶体验良好（71）', '油耗低（60）', '动力响应灵敏（58）', '后备厢空间大（57）', '底盘调校好（57）', '外观大气（53）', '乘坐感受还可以（48）', '外观耐看（48）', '乘坐感受比较差（69）', '后排地台隆起（53）', '新车异味较大（41）', '有异响（39）', '储物空间较少（32）', '油耗高（29）', '变速箱换挡顿挫（27）', '内饰材质较差（26）', '动力响应不灵敏（25）', '配置鸡肋（23）', '动力不足（20）', '胎噪大（16）']"
丰田,锋兰达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e716928f981407b80c5e8772b8141a2~tplv-resize:640:0.png,17589,10.28,16.18,广汽丰田,29,紧凑型SUV,汽油,2023.03,3.67,4.27,3.06,3.24,3.33,3.93,3.91,3.91,"['油耗低（39）', '动力十足（36）', '动力输出平顺（33）', '后备厢空间大（19）', '配置丰富（19）', '驾驶体验良好（18）', '操控出色（14）', '整体空间出色（13）', '乘坐感受还可以（12）', '配置实用（11）', '动力响应灵敏（11）', '内饰一般（11）', '配置低（17）', '后排空间小（16）', '内饰材质较差（11）', '隔音差（9）', '发动机噪音明显（9）', '动力响应不灵敏（7）', '悬挂表现不理想（6）', '胎噪大（5）', '油耗高（5）', '有异响（5）', '漆面薄（5）', '储物空间较少（4）']"
日产,逍客,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/74a5e843ff5340aea475757a258d43bb~tplv-resize:640:0.png,17520,10.59,17.09,东风日产,30,紧凑型SUV,汽油,2023.08,3.61,3.95,3.46,3.51,3.41,3.69,3.64,3.62,"['油耗低（98）', '整体空间出色（68）', '乘坐感受还可以（63）', '配置丰富（60）', '动力十足（56）', '动力输出平顺（49）', '驾驶体验良好（30）', '操控出色（29）', '外观耐看（24）', '外观时尚（22）', '动力中规中矩（49）', '空间中规中矩（34）', '后排空间小（55）', '动力响应不灵敏（44）', '后备厢空间小（41）', '空间局促（30）', '漆面薄（27）', '动力不足（27）', '隔音差（24）', '新车异味较大（15）', '配置低（15）', '有异响（14）', '胎噪大（13）', '油耗高（13）']"
奇瑞,瑞虎8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/734a4fbac7cf461293613d4f1a478e5b~tplv-resize:640:0.png,16765,7.89,15.09,奇瑞汽车,31,中型SUV,汽油,2023.1,3.64,3.51,3.58,3.55,4.10,3.58,3.58,3.58,"['动力十足（282）', '整体空间出色（257）', '后备厢空间大（81）', '油耗低（74）', '配置丰富（60）', '乘坐感受还可以（53）', '外观耐看（40）', '动力响应灵敏（39）', '后排空间大（28）', '动力输出平顺（26）', '内饰质感不错（25）', '动力中规中矩（28）', '有异响（66）', '油耗高（37）', '变速箱换挡顿挫（24）', '胎噪大（21）', '动力响应不灵敏（17）', '悬架跳动明显（14）', '悬挂表现不理想（13）', '新车异味较大（13）', '人机工程较差（12）', '动力不足（12）', '隔音差（11）', '动力响应迟滞（11）']"
丰田,卡罗拉锐放,https://p3-dcd.byteimg.com/img/motor-mis-img/58d617d55bda2d2a8aeb9b9d0e8ca823~tplv-resize:640:0.png,15955,10.18,15.68,一汽丰田,32,紧凑型SUV,汽油,2023.05,3.70,3.95,3.06,3.47,3.36,4.03,4.02,4.02,"['动力十足（39）', '油耗低（34）', '驾驶体验良好（25）', '配置实用（24）', '操控出色（23）', '配置丰富（21）', '后备厢空间大（19）', '整体空间出色（14）', '动力输出平顺（14）', '外观时尚（11）', '动力响应灵敏（9）', '内饰一般（11）', '后排空间小（23）', '隔音差（17）', '内饰材质较差（9）', '配置低（9）', '油耗高（7）', '新车异味较大（7）', '配置鸡肋（7）', '风噪大（5）', '后排地台隆起（4）', '漆面薄（4）', '车机功能简单（4）', '发动机噪音明显（4）']"
特斯拉,Model 3,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/25d4d4c6e46f4f078d75e768fabd7f0e~tplv-resize:640:0.png,15750,24.59,28.59,特斯拉中国,33,中型车,纯电动,2023.09,4.02,4.30,3.79,3.90,3.76,3.88,4.12,4.40,"['动力十足（221）', '操控出色（154）', '驾驶体验良好（84）', '动力响应灵敏（54）', '续航表现优秀（50）', '配置实用（45）', '外观时尚（33）', '底盘调校好（29）', '充电时间较短（27）', '整体空间出色（26）', '外观耐看（26）', '续航满足通勤（29）', '后排空间小（35）', '隔音差（29）', '有异响（25）', '续航表现较差（23）', '空间局促（21）', '乘坐感受比较差（20）', '漆面薄（18）', '悬挂表现不理想（17）', '悬架跳动明显（14）', '胎噪大（12）', '内饰设计一般（10）', '风噪大（10）']"
