年份,排名,品牌LOGO,厂商,销量,占销量份额
2022,55,https://i.img16888.com/dealer/flogo/57339.gif,东风标致,61518,0.27%
2022,56,https://i.img16888.com/dealer/flogo/128932.gif,睿蓝汽车,60838,0.26%
2022,57,https://i.img16888.com/dealer/flogo/128415.gif,星途,53441,0.23%
2022,58,https://i.img16888.com/dealer/flogo/58045.gif,东风雪铁龙,52439,0.23%
2022,59,https://i.img16888.com/dealer/flogo/126170.gif,北京汽车,51769,0.22%
2022,60,https://i.img16888.com/dealer/flogo/126067.gif,江铃福特,48294,0.21%
2022,61,https://i.img16888.com/dealer/flogo/126164.gif,上汽大通,47209,0.2%
2022,62,https://i.img16888.com/dealer/flogo/57955.gif,上汽大众斯柯达,44770,0.19%
2022,63,https://i.img16888.com/dealer/flogo/127629.gif,长城汽车,36381,0.16%
2022,64,https://i.img16888.com/dealer/flogo/126149.gif,广汽三菱,36159,0.16%
2022,65,https://i.img16888.com/dealer/flogo/128742.gif,上汽通用五菱,34816,0.15%
2022,66,https://i.img16888.com/dealer/flogo/126779.gif,凯翼汽车,34342,0.15%
2022,67,https://i.img16888.com/dealer/flogo/128894.gif,吉麦新能源,34331,0.15%
2022,68,https://i.img16888.com/dealer/flogo/129600.gif,深蓝汽车,33492,0.15%
2022,69,https://i.img16888.com/dealer/flogo/99926.gif,福建奔驰,33024,0.14%
2022,70,https://i.img16888.com/dealer/flogo/128270.gif,吉利新能源,30506,0.13%
2022,71,https://i.img16888.com/dealer/flogo/126699.gif,奇瑞捷豹路虎,29957,0.13%
2022,72,https://i.img16888.com/dealer/flogo/129036.gif,上汽集团,29780,0.13%
2022,73,https://i.img16888.com/dealer/flogo/128028.gif,威马汽车,29467,0.13%
2022,74,https://i.img16888.com/dealer/flogo/128001.gif,国金汽车,28000,0.12%
2022,75,https://i.img16888.com/dealer/flogo/57273.gif,北京越野,25689,0.11%
2022,76,https://i.img16888.com/dealer/flogo/127718.gif,SWM斯威汽车,22756,0.1%
2022,77,https://i.img16888.com/dealer/flogo/127562.gif,奇瑞捷豹路虎,20780,0.09%
2022,78,https://i.img16888.com/dealer/flogo/126838.gif,雷丁,20556,0.09%
2022,79,https://i.img16888.com/dealer/flogo/129116.gif,岚图汽车,19873,0.09%
2022,80,https://i.img16888.com/dealer/flogo/128794.gif,合创汽车,19621,0.08%
2022,81,https://i.img16888.com/dealer/flogo/128196.gif,大运汽车,18960,0.08%
2022,82,https://i.img16888.com/dealer/flogo/128948.gif,创维汽车,16417,0.07%
2022,83,https://i.img16888.com/dealer/flogo/57621.gif,江淮汽车,14062,0.06%
2022,84,https://i.img16888.com/dealer/flogo/57478.gif,东南汽车,13406,0.06%
2022,85,https://i.img16888.com/dealer/flogo/126910.gif,御捷新能源,12464,0.05%
2022,86,https://i.img16888.com/dealer/flogo/127039.gif,长安凯程,12091,0.05%
2022,87,https://i.img16888.com/dealer/flogo/57405.gif,野马汽车,11878,0.05%
2022,88,https://i.img16888.com/dealer/flogo/128774.gif,华晨鑫源,10730,0.05%
2022,89,https://i.img16888.com/dealer/flogo/128263.gif,东风新能源,10699,0.05%
2022,90,https://i.img16888.com/dealer/flogo/128515.gif,东风本田,10023,0.04%
2022,91,https://i.img16888.com/dealer/flogo/126363.gif,腾势汽车,9978,0.04%
2022,92,https://i.img16888.com/dealer/flogo/128129.gif,北汽新能源,9829,0.04%
2022,93,https://i.img16888.com/dealer/flogo/126368.gif,北京汽车制造厂,9759,0.04%
2022,94,https://i.img16888.com/dealer/flogo/127753.gif,江铃集团新能源,9452,0.04%
2022,95,https://i.img16888.com/dealer/flogo/126519.gif,中国重汽VGV,7219,0.03%
2022,96,https://i.img16888.com/dealer/flogo/129213.gif,华晨新日,6512,0.03%
2022,97,https://i.img16888.com/dealer/flogo/57874.gif,郑州日产,6267,0.03%
2022,98,https://i.img16888.com/dealer/flogo/129308.gif,上汽奥迪,6208,0.03%
2022,99,https://i.img16888.com/dealer/flogo/129261.gif,电动屋,6019,0.03%
2022,100,https://i.img16888.com/dealer/flogo/129456.gif,领途汽车,5656,0.02%
2022,101,https://i.img16888.com/dealer/flogo/129367.gif,小虎汽车,5157,0.02%
2022,102,https://i.img16888.com/dealer/flogo/57646.gif,开瑞汽车,5032,0.02%
2022,103,https://i.img16888.com/dealer/flogo/101445.gif,一汽海马,4876,0.02%
2022,104,https://i.img16888.com/dealer/flogo/129411.gif,福特电动车,4860,0.02%
2022,105,https://i.img16888.com/dealer/flogo/129578.gif,smart,4794,0.02%
2022,106,https://i.img16888.com/dealer/flogo/128284.gif,爱驰汽车,4626,0.02%
2022,107,https://i.img16888.com/dealer/flogo/129159.gif,智己汽车,4576,0.02%
2022,108,https://i.img16888.com/dealer/flogo/126901.gif,东风英菲尼迪,4377,0.02%
2022,109,https://i.img16888.com/dealer/flogo/128453.gif,天际汽车,3128,0.01%
2022,110,https://i.img16888.com/dealer/flogo/126452.gif,DS汽车,2683,0.01%
2022,111,https://i.img16888.com/dealer/flogo/128711.gif,云雀汽车,2015,0.01%
2022,112,https://i.img16888.com/dealer/flogo/127154.gif,广汽菲克Jeep,1857,0.01%
2022,113,https://i.img16888.com/dealer/flogo/127361.gif,广汽讴歌,1675,0.01%
2022,114,https://i.img16888.com/dealer/flogo/124668.gif,广汽本田,1503,0.01%
2022,115,https://i.img16888.com/dealer/flogo/57572.gif,海马汽车,1457,0.01%
2022,116,https://i.img16888.com/dealer/flogo/128696.gif,广汽本田新能源,1299,0.01%
2022,117,https://i.img16888.com/dealer/flogo/128695.gif,广汽丰田新能源,1268,0.01%
2022,118,https://i.img16888.com/dealer/flogo/129625.gif,阿维塔科技,757,-
2022,119,https://i.img16888.com/dealer/flogo/126664.gif,江西五十铃,708,-
2022,120,https://i.img16888.com/dealer/flogo/126529.gif,福汽新龙马,653,-
2022,121,https://i.img16888.com/dealer/flogo/127864.gif,云度新能源,516,-
2022,122,https://i.img16888.com/dealer/flogo/129580.gif,江汽集团,381,-
2022,123,https://i.img16888.com/dealer/flogo/128557.gif,国机智骏,119,-
2022,124,https://i.img16888.com/dealer/flogo/58065.gif,一汽吉林,75,-
2022,125,https://i.img16888.com/dealer/flogo/57376.gif,北汽昌河,59,-
2022,126,https://i.img16888.com/dealer/flogo/128431.gif,金康赛力斯,51,-
2023,1,https://i.img16888.com/dealer/flogo/57329.gif,比亚迪,2568956,11.84%
2023,2,https://i.img16888.com/dealer/flogo/57412.gif,上汽大众,1178076,5.43%
2023,3,https://i.img16888.com/dealer/flogo/57420.gif,一汽-大众,1050137,4.84%
2023,4,https://i.img16888.com/dealer/flogo/57379.gif,长安汽车,969379,4.47%
2023,5,https://i.img16888.com/dealer/flogo/57605.gif,吉利汽车,903130,4.16%
2023,6,https://i.img16888.com/dealer/flogo/57501.gif,广汽丰田,900423,4.15%
2023,7,https://i.img16888.com/dealer/flogo/57505.gif,一汽丰田,802073,3.7%
2023,8,https://i.img16888.com/dealer/flogo/125977.gif,上汽通用五菱,771117,3.55%
2023,9,https://i.img16888.com/dealer/flogo/57865.gif,东风日产,667017,3.07%
2023,10,https://i.img16888.com/dealer/flogo/57249.gif,华晨宝马,646152,2.98%
2023,11,https://i.img16888.com/dealer/flogo/57230.gif,一汽-大众奥迪,634600,2.93%
2023,12,https://i.img16888.com/dealer/flogo/57310.gif,广汽本田,620044,2.86%
2023,13,https://i.img16888.com/dealer/flogo/126362.gif,特斯拉中国,603664,2.78%
2023,14,https://i.img16888.com/dealer/flogo/57280.gif,北京奔驰,586626,2.7%
2023,15,https://i.img16888.com/dealer/flogo/57306.gif,东风本田,581574,2.68%
2023,16,https://i.img16888.com/dealer/flogo/57355.gif,上汽通用别克,516733,2.38%
2023,17,https://i.img16888.com/dealer/flogo/126027.gif,长城汽车,493642,2.28%
2023,18,https://i.img16888.com/dealer/flogo/128066.gif,广汽埃安,480366,2.21%
2023,19,https://i.img16888.com/dealer/flogo/57824.gif,奇瑞汽车,396619,1.83%
2023,20,https://i.img16888.com/dealer/flogo/57585.gif,一汽红旗,378706,1.75%
2023,21,https://i.img16888.com/dealer/flogo/128435.gif,理想,371923,1.71%
2023,22,https://i.img16888.com/dealer/flogo/57564.gif,广汽乘用车,355068,1.64%
2023,23,https://i.img16888.com/dealer/flogo/58002.gif,北京现代,240792,1.11%
2023,24,https://i.img16888.com/dealer/flogo/126293.gif,长安汽车,229449,1.06%
2023,25,https://i.img16888.com/dealer/flogo/127598.gif,领克,205766,0.95%
2023,26,https://i.img16888.com/dealer/flogo/127955.gif,奇瑞汽车,203305,0.94%
2023,27,https://i.img16888.com/dealer/flogo/57652.gif,上汽通用凯迪拉克,183577,0.85%
2023,28,https://i.img16888.com/dealer/flogo/58027.gif,上汽通用雪佛兰,168588,0.78%
2023,29,https://i.img16888.com/dealer/flogo/128466.gif,一汽-大众捷达,166552,0.77%
2023,30,https://i.img16888.com/dealer/flogo/127625.gif,蔚来,159888,0.74%
2023,31,https://i.img16888.com/dealer/flogo/126503.gif,沃尔沃亚太,147174,0.68%
2023,32,https://i.img16888.com/dealer/flogo/57892.gif,上汽集团,145437,0.67%
2023,33,https://i.img16888.com/dealer/flogo/128162.gif,零跑汽车,144155,0.66%
2023,34,https://i.img16888.com/dealer/flogo/57535.gif,长安福特,141823,0.65%
2023,35,https://i.img16888.com/dealer/flogo/127960.gif,小鹏汽车,140900,0.65%
2023,36,https://i.img16888.com/dealer/flogo/129279.gif,长城汽车,137425,0.63%
2023,37,https://i.img16888.com/dealer/flogo/126363.gif,腾势汽车,124415,0.57%
2023,38,https://i.img16888.com/dealer/flogo/129600.gif,深蓝汽车,123968,0.57%
2023,39,https://i.img16888.com/dealer/flogo/129129.gif,极氪,118685,0.55%
2023,40,https://i.img16888.com/dealer/flogo/57475.gif,东风乘用车,114753,0.53%
2023,41,https://i.img16888.com/dealer/flogo/128140.gif,合众汽车,103019,0.47%
2023,42,https://i.img16888.com/dealer/flogo/128045.gif,奇瑞新能源,101872,0.47%
2023,43,https://i.img16888.com/dealer/flogo/129406.gif,赛力斯汽车,101631,0.47%
2023,44,https://i.img16888.com/dealer/flogo/57766.gif,上汽集团,98883,0.46%
2023,45,https://i.img16888.com/dealer/flogo/57773.gif,长安马自达,88564,0.41%
2023,46,https://i.img16888.com/dealer/flogo/128307.gif,长城新能源,88016,0.41%
2023,47,https://i.img16888.com/dealer/flogo/57302.gif,一汽奔腾,85256,0.39%
2023,48,https://i.img16888.com/dealer/flogo/126170.gif,北京汽车,83815,0.39%
2023,49,https://i.img16888.com/dealer/flogo/129818.gif,吉利汽车,83491,0.38%
2023,50,https://i.img16888.com/dealer/flogo/128762.gif,长安林肯,71588,0.33%
2023,51,https://i.img16888.com/dealer/flogo/57839.gif,悦达起亚,68147,0.31%
2023,52,https://i.img16888.com/dealer/flogo/126074.gif,东风日产,65310,0.3%
2023,53,https://i.img16888.com/dealer/flogo/128464.gif,吉利几何,62616,0.29%
2023,54,https://i.img16888.com/dealer/flogo/128415.gif,星途,58309,0.27%
2023,55,https://i.img16888.com/dealer/flogo/57468.gif,东风风行,51479,0.24%
2023,56,https://i.img16888.com/dealer/flogo/129011.gif,江汽集团,50876,0.23%
2023,57,https://i.img16888.com/dealer/flogo/129116.gif,岚图汽车,50279,0.23%
2023,58,https://i.img16888.com/dealer/flogo/57339.gif,东风标致,44373,0.2%
2023,59,https://i.img16888.com/dealer/flogo/129578.gif,smart,42292,0.19%
2023,60,https://i.img16888.com/dealer/flogo/127629.gif,长城汽车,41008,0.19%
2023,61,https://i.img16888.com/dealer/flogo/126779.gif,凯翼汽车,40210,0.19%
2023,62,https://i.img16888.com/dealer/flogo/126067.gif,江铃福特,39080,0.18%
2023,63,https://i.img16888.com/dealer/flogo/129159.gif,智己汽车,38253,0.18%
2023,64,https://i.img16888.com/dealer/flogo/99926.gif,福建奔驰,33473,0.15%
2023,65,https://i.img16888.com/dealer/flogo/57273.gif,北京越野,33119,0.15%
2023,66,https://i.img16888.com/dealer/flogo/127365.gif,东风小康,32429,0.15%
2023,67,https://i.img16888.com/dealer/flogo/125810.gif,上汽通用五菱,31786,0.15%
2023,68,https://i.img16888.com/dealer/flogo/126164.gif,上汽大通,30523,0.14%
2023,69,https://i.img16888.com/dealer/flogo/128129.gif,北汽新能源,30016,0.14%
2023,70,https://i.img16888.com/dealer/flogo/129308.gif,上汽奥迪,30007,0.14%
2023,71,https://i.img16888.com/dealer/flogo/126699.gif,奇瑞捷豹路虎,29295,0.14%
2023,72,https://i.img16888.com/dealer/flogo/58045.gif,东风雪铁龙,27115,0.12%
2023,73,https://i.img16888.com/dealer/flogo/129432.gif,东风汽车,26579,0.12%
2023,74,https://i.img16888.com/dealer/flogo/127718.gif,SWM斯威汽车,24015,0.11%
2023,75,https://i.img16888.com/dealer/flogo/129625.gif,阿维塔科技,23485,0.11%
2023,76,https://i.img16888.com/dealer/flogo/57955.gif,上汽大众斯柯达,22809,0.11%
2023,77,https://i.img16888.com/dealer/flogo/127562.gif,奇瑞捷豹路虎,22756,0.1%
2023,78,https://i.img16888.com/dealer/flogo/128196.gif,大运汽车,22160,0.1%
2023,79,https://i.img16888.com/dealer/flogo/129036.gif,上汽集团,21012,0.1%
2023,80,https://i.img16888.com/dealer/flogo/130029.gif,江汽集团,20100,0.09%
2023,81,https://i.img16888.com/dealer/flogo/128948.gif,创维汽车,18630,0.09%
2023,82,https://i.img16888.com/dealer/flogo/126368.gif,北京汽车制造厂,16676,0.08%
2023,83,https://i.img16888.com/dealer/flogo/128794.gif,合创汽车,15980,0.07%
2023,84,https://i.img16888.com/dealer/flogo/129929.gif,长安启源,15684,0.07%
2023,85,https://i.img16888.com/dealer/flogo/128932.gif,睿蓝汽车,15273,0.07%
2023,86,https://i.img16888.com/dealer/flogo/128894.gif,吉麦新能源,14601,0.07%
2023,87,https://i.img16888.com/dealer/flogo/129580.gif,江汽集团,14368,0.07%
2023,88,https://i.img16888.com/dealer/flogo/129570.gif,华晨鑫源,13414,0.06%
2023,89,https://i.img16888.com/dealer/flogo/128774.gif,华晨鑫源,13235,0.06%
2023,90,https://i.img16888.com/dealer/flogo/129937.gif,江汽集团,12710,0.06%
2023,91,https://i.img16888.com/dealer/flogo/126149.gif,广汽三菱,11978,0.06%
2023,92,https://i.img16888.com/dealer/flogo/129865.gif,曹操汽车,11866,0.05%
2023,93,https://i.img16888.com/dealer/flogo/127039.gif,长安凯程,11717,0.05%
2023,94,https://i.img16888.com/dealer/flogo/128270.gif,吉利新能源,11622,0.05%
2023,95,https://i.img16888.com/dealer/flogo/129885.gif,江淮汽车,11383,0.05%
2023,96,https://i.img16888.com/dealer/flogo/129849.gif,赛力斯蓝电,8927,0.04%
2023,97,https://i.img16888.com/dealer/flogo/127753.gif,江铃集团新能源,7632,0.04%
2023,98,https://i.img16888.com/dealer/flogo/128001.gif,国金汽车,7350,0.03%
2023,99,https://i.img16888.com/dealer/flogo/57874.gif,郑州日产,6522,0.03%
2023,100,https://i.img16888.com/dealer/flogo/126901.gif,东风英菲尼迪,5924,0.03%
2023,101,https://i.img16888.com/dealer/flogo/129960.gif,方程豹,5712,0.03%
2023,102,https://i.img16888.com/dealer/flogo/126519.gif,中国重汽VGV,5699,0.03%
2023,103,https://i.img16888.com/dealer/flogo/128263.gif,东风新能源,5394,0.02%
2023,104,https://i.img16888.com/dealer/flogo/101445.gif,一汽海马,5277,0.02%
2023,105,https://i.img16888.com/dealer/flogo/130024.gif,埃安,5251,0.02%
2023,106,https://i.img16888.com/dealer/flogo/57572.gif,海马汽车,5016,0.02%
2023,107,https://i.img16888.com/dealer/flogo/128536.gif,华人运通,4829,0.02%
2023,108,https://i.img16888.com/dealer/flogo/128431.gif,金康赛力斯,2734,0.01%
2023,109,https://i.img16888.com/dealer/flogo/128515.gif,东风本田,2099,0.01%
2023,110,https://i.img16888.com/dealer/flogo/129261.gif,电动屋,2028,0.01%
2023,111,https://i.img16888.com/dealer/flogo/129776.gif,仰望,2001,0.01%
2023,112,https://i.img16888.com/dealer/flogo/129411.gif,福特电动车,1545,0.01%
2023,113,https://i.img16888.com/dealer/flogo/57621.gif,江淮汽车,1490,0.01%
2023,114,https://i.img16888.com/dealer/flogo/129898.gif,奇瑞新能源,1445,0.01%
2023,115,https://i.img16888.com/dealer/flogo/129367.gif,小虎汽车,979,-
2023,116,https://i.img16888.com/dealer/flogo/129998.gif,北京汽车制造厂,912,-
2023,117,https://i.img16888.com/dealer/flogo/130041.gif,智界汽车,899,-
2023,118,https://i.img16888.com/dealer/flogo/130049.gif,极越汽车,774,-
2023,119,https://i.img16888.com/dealer/flogo/57478.gif,东南汽车,759,-
2023,120,https://i.img16888.com/dealer/flogo/128742.gif,上汽通用五菱,548,-
2023,121,https://i.img16888.com/dealer/flogo/126452.gif,DS汽车,543,-
2023,122,https://i.img16888.com/dealer/flogo/128453.gif,天际汽车,359,-
2023,123,https://i.img16888.com/dealer/flogo/128695.gif,广汽丰田新能源,348,-
2023,124,https://i.img16888.com/dealer/flogo/127361.gif,广汽讴歌,146,-
2023,125,https://i.img16888.com/dealer/flogo/128284.gif,爱驰汽车,111,-
2023,126,https://i.img16888.com/dealer/flogo/57847.gif,起亚(进口),111,-
2023,127,https://i.img16888.com/dealer/flogo/124668.gif,广汽本田,103,-
2023,128,https://i.img16888.com/dealer/flogo/57646.gif,开瑞汽车,76,-
2023,129,https://i.img16888.com/dealer/flogo/126529.gif,福汽新龙马,53,-
2023,130,https://i.img16888.com/dealer/flogo/128696.gif,广汽本田新能源,45,-
2023,131,https://i.img16888.com/dealer/flogo/126158.gif,观致汽车,23,-
2023,132,https://i.img16888.com/dealer/flogo/58065.gif,一汽吉林,16,-
2023,133,https://i.img16888.com/dealer/flogo/126043.gif,DS(进口),10,-
2023,134,https://i.img16888.com/dealer/flogo/126838.gif,雷丁,1,-
