years,rank,logo,country,brand,sales
2020-03,56,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,1373
2020-03,57,https://i.img16888.com/carlogo75/57384.gif,中国,长城,1302
2020-03,58,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,1147
2020-03,59,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,1113
2020-03,60,https://i.img16888.com/carlogo75/57552.gif,中国,福田,939
2020-03,61,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,884
2020-03,62,https://i.img16888.com/carlogo75/128414.gif,中国,星途,877
2020-03,63,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,789
2020-03,64,https://i.img16888.com/carlogo75/58074.gif,中国,中华,737
2020-03,65,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,734
2020-03,66,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,710
2020-03,67,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,648
2020-03,68,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,641
2020-03,69,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,573
2020-03,70,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,553
2020-03,71,https://i.img16888.com/carlogo75/57571.gif,中国,海马,521
2020-03,72,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,505
2020-03,73,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,436
2020-03,74,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,392
2020-03,75,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,359
2020-03,76,https://i.img16888.com/carlogo75/126157.gif,中国,观致,324
2020-03,77,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,293
2020-03,78,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,252
2020-03,79,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,238
2020-03,80,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,221
2020-03,81,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,201
2020-03,82,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,113
2020-03,83,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,102
2020-03,84,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,77
2020-03,85,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,74
2020-03,86,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,69
2020-03,87,https://i.img16888.com/carlogo75/126042.gif,法国,DS,20
2020-03,88,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,20
2020-03,89,https://i.img16888.com/carlogo75/127863.gif,中国,云度,18
2020-03,90,https://i.img16888.com/carlogo75/57464.gif,中国,东风,14
2020-03,91,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,9
2020-03,92,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,8
2020-03,93,https://i.img16888.com/carlogo75/124659.gif,中国,理念,6
2020-03,94,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,5
2020-03,95,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,1
2020-04,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,205577
2020-04,2,https://i.img16888.com/carlogo75/57305.gif,日本,本田,144393
2020-04,3,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,134984
2020-04,4,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,96395
2020-04,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,79571
2020-04,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,64869
2020-04,7,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,57098
2020-04,8,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,56204
2020-04,9,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,55626
2020-04,10,https://i.img16888.com/carlogo75/57378.gif,中国,长安,54305
2020-04,11,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,52806
2020-04,12,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,42069
2020-04,13,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,41946
2020-04,14,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,31244
2020-04,15,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,31076
2020-04,16,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,25784
2020-04,17,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,25358
2020-04,18,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,25234
2020-04,19,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,23534
2020-04,20,https://i.img16888.com/carlogo75/57534.gif,美国,福特,19681
2020-04,21,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,18696
2020-04,22,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,18321
2020-04,23,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,18067
2020-04,24,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,16024
2020-04,25,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,15002
2020-04,26,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,14519
2020-04,27,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,14415
2020-04,28,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,11994
2020-04,29,https://i.img16888.com/carlogo75/127597.gif,中国,领克,10156
2020-04,30,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,8438
2020-04,31,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,8364
2020-04,32,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,7738
2020-04,33,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,7593
2020-04,34,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,6306
2020-04,35,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,6070
2020-04,36,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,5986
2020-04,37,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,5760
2020-04,38,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,5529
2020-04,39,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,4993
2020-04,40,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,4068
2020-04,41,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,3950
2020-04,42,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,3785
2020-04,43,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,3657
2020-04,44,https://i.img16888.com/carlogo75/126359.gif,美国,特斯拉,3635
2020-04,45,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,3509
2020-04,46,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,3044
2020-04,47,https://i.img16888.com/carlogo75/57338.gif,法国,标致,3036
2020-04,48,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,3015
2020-04,49,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,3003
2020-04,50,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,2868
2020-04,51,https://i.img16888.com/carlogo75/128434.gif,中国,理想,2622
2020-04,52,https://i.img16888.com/carlogo75/57725.gif,美国,林肯,2298
2020-04,53,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,2186
2020-04,54,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,2097
2020-04,55,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,1965
2020-04,56,https://i.img16888.com/carlogo75/57384.gif,中国,长城,1931
2020-04,57,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,1760
2020-04,58,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,1695
2020-04,59,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,1521
2020-04,60,https://i.img16888.com/carlogo75/128027.gif,中国,威马汽车,1388
2020-04,61,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,1378
2020-04,62,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,1164
2020-04,63,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,1008
2020-04,64,https://i.img16888.com/carlogo75/57464.gif,中国,东风,999
2020-04,65,https://i.img16888.com/carlogo75/128414.gif,中国,星途,951
2020-04,66,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,775
2020-04,67,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,760
2020-04,68,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,741
2020-04,69,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,710
2020-04,70,https://i.img16888.com/carlogo75/126157.gif,中国,观致,710
2020-04,71,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,706
2020-04,72,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,606
2020-04,73,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,578
2020-04,74,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,525
2020-04,75,https://i.img16888.com/carlogo75/57272.gif,中国,北京,460
2020-04,76,https://i.img16888.com/carlogo75/57552.gif,中国,福田,457
2020-04,77,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,433
2020-04,78,https://i.img16888.com/carlogo75/58074.gif,中国,中华,426
2020-04,79,https://i.img16888.com/carlogo75/128710.gif,中国,云雀汽车,398
2020-04,80,https://i.img16888.com/carlogo75/57571.gif,中国,海马,368
2020-04,81,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,298
2020-04,82,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,220
2020-04,83,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,201
2020-04,84,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,200
2020-04,85,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,174
2020-04,86,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,172
2020-04,87,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,168
2020-04,88,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,157
2020-04,89,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,119
2020-04,90,https://i.img16888.com/carlogo75/57477.gif,中国,东南,111
2020-04,91,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,96
2020-04,92,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,62
2020-04,93,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,60
2020-04,94,https://i.img16888.com/carlogo75/126837.gif,中国,雷丁,29
2020-04,95,https://i.img16888.com/carlogo75/127863.gif,中国,云度,25
2020-04,96,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,20
2020-04,97,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,7
2020-04,98,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,4
2020-04,99,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,2
2020-04,100,https://i.img16888.com/carlogo75/126042.gif,法国,DS,2
2020-05,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,223991
2020-05,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,134566
2020-05,3,https://i.img16888.com/carlogo75/57305.gif,日本,本田,132092
2020-05,4,https://i.img16888.com/carlogo75/57864.gif,日本,日产,99962
2020-05,5,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,94728
2020-05,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,81587
2020-05,7,https://i.img16888.com/carlogo75/57378.gif,中国,长安,59084
2020-05,8,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,58431
2020-05,9,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,57903
2020-05,10,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,56473
2020-05,11,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,51915
2020-05,12,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,46925
2020-05,13,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,37134
2020-05,14,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,37054
2020-05,15,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,33672
2020-05,16,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,28546
2020-05,17,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,26821
2020-05,18,https://i.img16888.com/carlogo75/57534.gif,美国,福特,26082
2020-05,19,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,24541
2020-05,20,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,24335
2020-05,21,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,23829
2020-05,22,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,20900
2020-05,51,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,3362
2020-05,52,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,2448
2020-05,53,https://i.img16888.com/carlogo75/57384.gif,中国,长城,2428
2020-05,54,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,2370
2020-05,55,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,2333
2020-05,56,https://i.img16888.com/carlogo75/57272.gif,中国,北京,2226
2020-05,57,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,2115
2020-05,58,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,2074
2020-05,59,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,1907
2020-05,60,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1624
2020-05,61,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,1571
2020-05,62,https://i.img16888.com/carlogo75/57338.gif,法国,标致,1511
2020-05,63,https://i.img16888.com/carlogo75/128027.gif,中国,威马汽车,1503
2020-05,64,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,1135
2020-05,65,https://i.img16888.com/carlogo75/57477.gif,中国,东南,1086
2020-05,66,https://i.img16888.com/carlogo75/128414.gif,中国,星途,1040
2020-05,67,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,954
2020-05,68,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,893
2020-05,69,https://i.img16888.com/carlogo75/126157.gif,中国,观致,871
2020-05,70,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,827
2020-05,71,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,720
2020-05,72,https://i.img16888.com/carlogo75/58074.gif,中国,中华,649
2020-05,73,https://i.img16888.com/carlogo75/124659.gif,中国,理念,616
2020-05,74,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,599
2020-05,75,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,584
2020-05,76,https://i.img16888.com/carlogo75/57552.gif,中国,福田,572
2020-05,77,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,530
2020-05,78,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,391
2020-05,79,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,328
2020-05,80,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,287
2020-05,81,https://i.img16888.com/carlogo75/57571.gif,中国,海马,285
2020-05,82,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,280
2020-05,83,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,216
2020-05,84,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,204
2020-05,85,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,179
2020-05,86,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,157
2020-05,87,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,147
2020-05,88,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,143
2020-05,89,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,110
2020-05,90,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,100
2020-05,91,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,99
2020-05,92,https://i.img16888.com/carlogo75/127863.gif,中国,云度,50
2020-05,93,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,50
2020-05,94,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,38
2020-05,95,https://i.img16888.com/carlogo75/126042.gif,法国,DS,26
2020-05,96,https://i.img16888.com/carlogo75/128793.gif,中国,合创汽车,22
2020-05,97,https://i.img16888.com/carlogo75/128177.gif,中国,新特汽车,22
2020-05,98,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,4
2020-05,99,https://i.img16888.com/carlogo75/57464.gif,中国,东风,3
2020-06,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,233215
2020-06,2,https://i.img16888.com/carlogo75/57305.gif,日本,本田,158120
2020-06,3,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,148117
2020-06,4,https://i.img16888.com/carlogo75/57864.gif,日本,日产,107591
2020-06,5,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,94026
2020-06,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,75706
2020-06,7,https://i.img16888.com/carlogo75/57378.gif,中国,长安,68809
2020-06,8,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,57450
2020-06,9,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,56588
2020-06,10,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,52510
2020-06,11,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,46998
2020-06,12,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,46597
2020-06,13,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,43151
2020-06,14,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,34828
2020-06,15,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,31738
2020-06,16,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,31651
2020-06,17,https://i.img16888.com/carlogo75/57534.gif,美国,福特,25859
2020-06,18,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,24812
2020-06,19,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,22629
2020-06,20,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,22336
2020-06,21,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,22223
2020-06,22,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,21293
2020-06,23,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,15622
2020-06,24,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,15428
2020-06,25,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,15420
2020-06,26,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,14970
2020-06,27,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,13722
2020-06,28,https://i.img16888.com/carlogo75/127597.gif,中国,领克,13214
2020-06,29,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,12357
2020-06,30,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,9215
2020-06,31,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,9015
2020-06,32,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,8518
2020-06,33,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,7796
2020-06,34,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,7646
2020-06,35,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,6824
2020-06,36,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,6490
2020-06,37,https://i.img16888.com/carlogo75/57272.gif,中国,北京,6315
2020-06,38,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,5836
2020-06,39,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,5004
2020-06,40,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,4948
2020-06,41,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,4877
2020-06,42,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,4498
2020-06,43,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,4018
2020-06,44,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,3997
2020-06,45,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,3823
2020-06,46,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,3653
2020-06,47,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,3539
2020-06,48,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,3158
2020-06,49,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,3037
2020-06,50,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,2850
2020-06,51,https://i.img16888.com/carlogo75/57338.gif,法国,标致,2833
2020-06,52,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,2793
2020-06,53,https://i.img16888.com/carlogo75/57384.gif,中国,长城,2705
2020-06,54,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,2635
2020-06,55,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,2516
2020-06,56,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,2486
2020-06,57,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,2208
2020-06,58,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,2191
2020-06,59,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,2136
2020-06,60,https://i.img16888.com/carlogo75/128027.gif,中国,威马汽车,2028
2020-06,61,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,1983
2020-06,62,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,1932
2020-06,63,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,1850
2020-06,64,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,1333
2020-06,65,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,1272
2020-06,66,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,1268
2020-06,67,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,1258
2020-06,68,https://i.img16888.com/carlogo75/128414.gif,中国,星途,1131
2020-06,69,https://i.img16888.com/carlogo75/57477.gif,中国,东南,1123
2020-06,70,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,1029
2020-06,71,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,821
2020-06,72,https://i.img16888.com/carlogo75/126157.gif,中国,观致,790
2020-06,73,https://i.img16888.com/carlogo75/57552.gif,中国,福田,550
2020-06,74,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,535
2020-06,75,https://i.img16888.com/carlogo75/57571.gif,中国,海马,502
2020-06,76,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,481
2020-06,77,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,301
2020-06,78,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,295
2020-06,79,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,293
2020-06,80,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,203
2020-06,81,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,128
2020-06,82,https://i.img16888.com/carlogo75/57464.gif,中国,东风,106
2020-06,83,https://i.img16888.com/carlogo75/128793.gif,中国,合创汽车,102
2020-06,84,https://i.img16888.com/carlogo75/127863.gif,中国,云度,100
2020-06,85,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,95
2020-06,86,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,93
2020-06,87,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,78
2020-06,88,https://i.img16888.com/carlogo75/58074.gif,中国,中华,69
2020-06,89,https://i.img16888.com/carlogo75/126042.gif,法国,DS,65
2020-06,90,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,63
2020-06,91,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,46
2020-06,92,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,41
2020-06,93,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,9
2020-06,94,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,7
2020-06,95,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,4
2020-07,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,214150
2020-07,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,151952
2020-07,3,https://i.img16888.com/carlogo75/57305.gif,日本,本田,151225
2020-07,4,https://i.img16888.com/carlogo75/57864.gif,日本,日产,95190
2020-07,5,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,87772
2020-07,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,76488
2020-07,7,https://i.img16888.com/carlogo75/57378.gif,中国,长安,70220
2020-07,8,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,63596
2020-07,9,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,58893
2020-07,10,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,55720
2020-07,11,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,50506
2020-07,12,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,50252
2020-07,13,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,47517
2020-07,14,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,34331
2020-07,15,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,28138
2020-07,16,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,27890
2020-07,17,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,24493
2020-07,18,https://i.img16888.com/carlogo75/57534.gif,美国,福特,20581
2020-07,19,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,20570
2020-07,20,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,20026
2020-07,21,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,18903
2020-07,22,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,16614
2020-07,23,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,16388
2020-07,24,https://i.img16888.com/carlogo75/127597.gif,中国,领克,15331
2020-07,25,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,15135
2020-07,26,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,14812
2020-07,27,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,13499
2020-07,28,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,11960
2020-07,29,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,11111
2020-07,30,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,10851
2020-07,31,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,8569
2020-07,32,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,8185
2020-07,33,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,7611
2020-07,34,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,7602
2020-07,35,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,6266
2020-07,36,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,6006
2020-07,37,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,5864
2020-07,38,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,5023
2020-07,39,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,5008
2020-07,40,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,4243
2020-07,41,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,4060
2020-07,42,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,3966
2020-07,43,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,3773
2020-07,44,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,3680
2020-07,45,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,3437
