years,rank,logo,country,brand,sales
2018-03,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,101168
2018-03,6,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,97669
2018-03,7,https://i.img16888.com/carlogo75/57354.gif,美国,别克,90519
2018-03,8,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,82165
2018-03,9,https://i.img16888.com/carlogo75/57378.gif,中国,长安,82033
2018-03,10,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,67007
2018-03,11,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,59895
2018-03,12,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,56311
2018-03,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,53557
2018-03,14,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,53383
2018-03,15,https://i.img16888.com/carlogo75/57534.gif,美国,福特,45189
2018-03,16,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,43051
2018-03,17,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,42328
2018-03,18,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,41075
2018-03,19,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,38444
2018-03,20,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,37280
2018-03,21,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,35990
2018-03,22,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,35569
2018-03,23,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,30841
2018-03,24,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,30541
2018-03,25,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,25982
2018-03,26,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,23887
2018-03,27,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,21068
2018-03,28,https://i.img16888.com/carlogo75/57338.gif,法国,标致,20526
2018-03,29,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,20126
2018-03,30,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,19392
2018-03,31,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,19006
2018-03,32,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,16760
2018-03,33,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,15540
2018-03,34,https://i.img16888.com/carlogo75/58074.gif,中国,中华,15301
2018-03,35,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,14800
2018-03,36,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,14491
2018-03,37,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,14130
2018-03,38,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,12700
2018-03,39,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,11134
2018-03,40,https://i.img16888.com/carlogo75/57477.gif,中国,东南,10678
2018-03,41,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,10645
2018-03,42,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,10362
2018-03,43,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,8732
2018-03,44,https://i.img16888.com/carlogo75/127597.gif,中国,领克,8507
2018-03,45,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,8132
2018-03,46,https://i.img16888.com/carlogo75/57571.gif,中国,海马,7663
2018-03,47,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,7461
2018-03,48,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,7384
2018-03,49,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,6844
2018-03,50,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,6777
2018-03,51,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,6670
2018-03,52,https://i.img16888.com/carlogo75/57594.gif,中国,华泰,6645
2018-03,53,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,6489
2018-03,54,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,6105
2018-03,55,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,4708
2018-03,56,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,4383
2018-03,57,https://i.img16888.com/carlogo75/126157.gif,中国,观致,4116
2018-03,58,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,3734
2018-03,59,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,3313
2018-03,60,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,3020
2018-03,61,https://i.img16888.com/carlogo75/127041.gif,中国,知豆,3006
2018-03,62,https://i.img16888.com/carlogo75/57272.gif,中国,北京,2992
2018-03,63,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,2418
2018-03,64,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,2391
2018-03,65,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,2280
2018-03,66,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,2221
2018-03,67,https://i.img16888.com/carlogo75/57552.gif,中国,福田,2158
2018-03,68,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,1727
2018-03,69,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1630
2018-03,70,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,1375
2018-03,71,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,1373
2018-03,72,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,1339
2018-03,73,https://i.img16888.com/carlogo75/127800.gif,中国,君马汽车,1295
2018-03,74,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,868
2018-03,75,https://i.img16888.com/carlogo75/57384.gif,中国,长城,792
2018-03,76,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,706
2018-03,77,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,682
2018-03,78,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,641
2018-03,79,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,433
2018-03,80,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,350
2018-03,81,https://i.img16888.com/carlogo75/127863.gif,中国,云度,276
2018-03,82,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,272
2018-03,83,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,206
2018-03,84,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,179
2018-03,85,https://i.img16888.com/carlogo75/57464.gif,中国,东风,161
2018-03,86,https://i.img16888.com/carlogo75/126042.gif,法国,DS,137
2018-03,87,https://i.img16888.com/carlogo75/126759.gif,中国,华颂,60
2018-04,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,232520
2018-04,2,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,119738
2018-04,3,https://i.img16888.com/carlogo75/57305.gif,日本,本田,107633
2018-04,4,https://i.img16888.com/carlogo75/57354.gif,美国,别克,92698
2018-04,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,92101
2018-04,6,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,91811
2018-04,7,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,70685
2018-04,8,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,70007
2018-04,9,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,60440
2018-04,10,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,56450
2018-04,11,https://i.img16888.com/carlogo75/57378.gif,中国,长安,55062
2018-04,12,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,55055
2018-04,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,46422
2018-04,14,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,44006
2018-04,15,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,42471
2018-04,16,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,39396
2018-04,17,https://i.img16888.com/carlogo75/57534.gif,美国,福特,37792
2018-04,18,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,36550
2018-04,19,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,36233
2018-04,20,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,33098
2018-04,21,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,31403
2018-04,22,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,28355
2018-04,23,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,25529
2018-04,24,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,22889
2018-04,25,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,22887
2018-04,26,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,18024
2018-04,27,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,16117
2018-04,28,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,15973
2018-04,29,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,15607
2018-04,30,https://i.img16888.com/carlogo75/57338.gif,法国,标致,14967
2018-04,31,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,13860
2018-04,32,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,13139
2018-04,33,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,12515
2018-04,34,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,11967
2018-04,35,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,11461
2018-04,36,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,11302
2018-04,37,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,10003
2018-04,38,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,9652
2018-04,39,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,9415
2018-04,40,https://i.img16888.com/carlogo75/127597.gif,中国,领克,9079
2018-04,41,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,7327
2018-04,42,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,7030
2018-04,43,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,6944
2018-04,44,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,6482
2018-04,45,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,6437
2018-04,46,https://i.img16888.com/carlogo75/58074.gif,中国,中华,6257
2018-04,47,https://i.img16888.com/carlogo75/57477.gif,中国,东南,6253
2018-04,48,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,6050
2018-04,49,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,5671
2018-04,50,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,5496
2018-04,51,https://i.img16888.com/carlogo75/126157.gif,中国,观致,5355
2018-04,52,https://i.img16888.com/carlogo75/57594.gif,中国,华泰,5161
2018-04,53,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,4958
2018-04,54,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,4881
2018-04,55,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,4874
2018-04,56,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,4768
2018-04,57,https://i.img16888.com/carlogo75/127041.gif,中国,知豆,4188
2018-04,58,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,3790
2018-04,59,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,3221
2018-04,60,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,3098
2018-04,61,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,3048
2018-04,62,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,3043
2018-04,63,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,3015
2018-04,64,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,3000
2018-04,65,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,3000
2018-04,66,https://i.img16888.com/carlogo75/57571.gif,中国,海马,2719
2018-04,67,https://i.img16888.com/carlogo75/57552.gif,中国,福田,2238
2018-04,68,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,2194
2018-04,69,https://i.img16888.com/carlogo75/57272.gif,中国,北京,2040
2018-04,70,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,1905
2018-04,71,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1418
2018-04,72,https://i.img16888.com/carlogo75/127800.gif,中国,君马汽车,1281
2018-04,73,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,1008
2018-04,74,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,968
2018-04,75,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,782
2018-04,76,https://i.img16888.com/carlogo75/57384.gif,中国,长城,641
2018-04,77,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,548
2018-04,78,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,489
2018-04,79,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,440
2018-04,80,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,287
2018-04,81,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,261
2018-04,82,https://i.img16888.com/carlogo75/127863.gif,中国,云度,217
2018-04,83,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,182
2018-04,84,https://i.img16888.com/carlogo75/57464.gif,中国,东风,177
2018-04,85,https://i.img16888.com/carlogo75/127020.gif,中国,全球鹰,151
2018-04,86,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,140
2018-04,87,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,127
2018-04,88,https://i.img16888.com/carlogo75/126759.gif,中国,华颂,113
2018-04,89,https://i.img16888.com/carlogo75/57490.gif,意大利,菲亚特,69
2018-04,90,https://i.img16888.com/carlogo75/126042.gif,法国,DS,52
2018-05,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,243760
2018-05,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,114293
2018-05,3,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,113834
2018-05,4,https://i.img16888.com/carlogo75/57305.gif,日本,本田,108398
2018-05,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,95944
2018-05,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,80619
2018-05,7,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,65140
2018-05,8,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,60560
2018-05,9,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,60427
2018-05,10,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,47610
2018-05,11,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,47217
2018-05,12,https://i.img16888.com/carlogo75/57378.gif,中国,长安,46261
2018-05,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,45402
2018-05,14,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,44589
2018-05,15,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,39225
2018-05,16,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,38758
2018-05,17,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,38656
2018-05,18,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,36927
2018-05,19,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,35516
2018-05,20,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,32736
2018-05,21,https://i.img16888.com/carlogo75/57534.gif,美国,福特,30366
2018-05,22,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,29418
2018-05,23,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,25421
2018-05,24,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,23094
2018-05,25,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,19382
2018-05,26,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,17308
2018-05,27,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,15400
2018-05,28,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,14253
2018-05,29,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,13778
2018-05,30,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,13262
2018-05,31,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,12706
2018-05,32,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,12600
2018-05,33,https://i.img16888.com/carlogo75/57338.gif,法国,标致,11786
2018-05,34,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,11743
2018-05,35,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,11079
2018-05,36,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,10373
2018-05,37,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,10008
2018-05,38,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,9911
2018-05,39,https://i.img16888.com/carlogo75/127597.gif,中国,领克,9234
2018-05,40,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,8939
2018-05,41,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,8559
2018-05,42,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,8277
2018-05,43,https://i.img16888.com/carlogo75/57571.gif,中国,海马,7854
2018-05,44,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,7561
2018-05,45,https://i.img16888.com/carlogo75/57594.gif,中国,华泰,7406
2018-05,46,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,7396
2018-05,47,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,7332
2018-05,48,https://i.img16888.com/carlogo75/126157.gif,中国,观致,7028
2018-05,49,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,5778
2018-05,50,https://i.img16888.com/carlogo75/57477.gif,中国,东南,5755
2018-05,51,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,5271
2018-05,52,https://i.img16888.com/carlogo75/58074.gif,中国,中华,5195
2018-05,53,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,5065
2018-05,54,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,4973
2018-05,55,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,4792
2018-05,56,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,4534
2018-05,57,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,4534
2018-05,58,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,4451
2018-05,59,https://i.img16888.com/carlogo75/127041.gif,中国,知豆,4368
2018-05,60,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,3776
2018-05,61,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,3554
2018-05,62,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,3481
2018-05,63,https://i.img16888.com/carlogo75/57272.gif,中国,北京,3480
2018-05,64,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,3295
2018-05,65,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,2906
2018-05,66,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,2673
2018-05,67,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,2586
2018-05,68,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,2321
2018-05,69,https://i.img16888.com/carlogo75/57552.gif,中国,福田,1859
2018-05,70,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,1820
2018-05,71,https://i.img16888.com/carlogo75/127020.gif,中国,全球鹰,1651
2018-05,72,https://i.img16888.com/carlogo75/127800.gif,中国,君马汽车,1223
2018-05,73,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,1208
2018-05,74,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,942
2018-05,75,https://i.img16888.com/carlogo75/57384.gif,中国,长城,759
2018-05,76,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,757
2018-05,77,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,736
2018-05,78,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,600
2018-05,79,https://i.img16888.com/carlogo75/126042.gif,法国,DS,538
2018-05,80,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,526
2018-05,81,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,519
2018-05,82,https://i.img16888.com/carlogo75/57464.gif,中国,东风,444
2018-05,83,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,414
2018-05,84,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,304
2018-05,85,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,239
2018-05,86,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,155
2018-05,87,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,84
2018-05,88,https://i.img16888.com/carlogo75/127863.gif,中国,云度,60
2018-05,89,https://i.img16888.com/carlogo75/57490.gif,意大利,菲亚特,12
2018-05,90,https://i.img16888.com/carlogo75/126759.gif,中国,华颂,10
2018-06,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,217759
2018-06,2,https://i.img16888.com/carlogo75/57305.gif,日本,本田,121259
2018-06,3,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,119202
2018-06,4,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,110178
2018-06,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,102740
2018-06,6,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,87052
2018-06,7,https://i.img16888.com/carlogo75/57354.gif,美国,别克,73741
2018-06,8,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,62323
2018-06,9,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,57722
2018-06,10,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,52349
2018-06,11,https://i.img16888.com/carlogo75/57378.gif,中国,长安,45435
2018-06,12,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,43631
2018-06,13,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,42121
2018-06,14,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,41759
2018-06,15,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,37617
2018-06,16,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,37105
2018-06,17,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,36767
2018-06,18,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,35052
2018-06,19,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,31644
2018-06,20,https://i.img16888.com/carlogo75/57534.gif,美国,福特,29704
2018-06,21,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,27273
2018-06,22,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,27004
2018-06,23,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,20676
2018-06,24,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,19364
2018-06,25,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,18656
2018-06,26,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,17403
2018-06,27,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,14000
2018-06,28,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,13283
2018-06,29,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,13154
2018-06,30,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,12252
2018-06,31,https://i.img16888.com/carlogo75/57338.gif,法国,标致,12159
2018-06,32,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,12106
2018-06,33,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,11371
2018-06,34,https://i.img16888.com/carlogo75/58074.gif,中国,中华,11131
2018-06,35,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,10481
2018-06,36,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,10001
2018-06,37,https://i.img16888.com/carlogo75/127597.gif,中国,领克,9247
2018-06,38,https://i.img16888.com/carlogo75/57272.gif,中国,北京,9051
2018-06,39,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,9023
2018-06,40,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,8898
2018-06,41,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,8862
2018-06,42,https://i.img16888.com/carlogo75/57594.gif,中国,华泰,8594
2018-06,43,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,7034
2018-06,44,https://i.img16888.com/carlogo75/126157.gif,中国,观致,6770
2018-06,45,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,6241
2018-06,46,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,6005
2018-06,47,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,5886
2018-06,48,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,5738
2018-06,49,https://i.img16888.com/carlogo75/57571.gif,中国,海马,5471
2018-06,50,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,5182
2018-06,51,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,4831
2018-06,52,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,4829
2018-06,53,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,4765
2018-06,54,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,4584
2018-06,55,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,4258
2018-06,56,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,4169
2018-06,57,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,4169
2018-06,58,https://i.img16888.com/carlogo75/57477.gif,中国,东南,4072
2018-06,59,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,3866
2018-06,60,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,3542
2018-06,61,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,3492
2018-06,62,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,3091
2018-06,63,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,3003
2018-06,64,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,2809
2018-06,65,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,2571
2018-06,66,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,2472
2018-06,67,https://i.img16888.com/carlogo75/57552.gif,中国,福田,1725
2018-06,68,https://i.img16888.com/carlogo75/57464.gif,中国,东风,1526
2018-06,69,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,1382
2018-06,70,https://i.img16888.com/carlogo75/127800.gif,中国,君马汽车,1168
2018-06,71,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1050
2018-06,72,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,826
2018-06,73,https://i.img16888.com/carlogo75/57384.gif,中国,长城,711
2018-06,74,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,592
2018-06,75,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,488
2018-06,76,https://i.img16888.com/carlogo75/127863.gif,中国,云度,461
2018-06,77,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,401
2018-06,78,https://i.img16888.com/carlogo75/126042.gif,法国,DS,325
2018-06,79,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,302
2018-06,80,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,278
2018-06,81,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,240
2018-06,82,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,175
2018-06,83,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,144
2018-06,84,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,51
2018-06,85,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,50
2018-06,86,https://i.img16888.com/carlogo75/127041.gif,中国,知豆,27
2018-07,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,231273
