年份,排名,品牌LOGO,国别,品牌名称,销量,占品牌份额
2019,43,https://i.img16888.com/carlogo75/57338.gif,法国,标致,59588,0.28%
2019,44,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,59251,0.28%
2019,45,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,58591,0.27%
2019,46,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,54528,0.25%
2019,47,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,54235,0.25%
2019,48,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,52501,0.24%
2019,49,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,50278,0.23%
2019,50,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,49928,0.23%
2019,51,https://i.img16888.com/carlogo75/57384.gif,中国,长城,41971,0.2%
2019,52,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,40203,0.19%
2019,53,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,38865,0.18%
2019,54,https://i.img16888.com/carlogo75/127800.gif,中国,君马汽车,36375,0.17%
2019,55,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,35744,0.17%
2019,56,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,35035,0.16%
2019,57,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,33839,0.16%
2019,58,https://i.img16888.com/carlogo75/57594.gif,中国,华泰,33413,0.16%
2019,59,https://i.img16888.com/carlogo75/57272.gif,中国,北京,28776,0.13%
2019,60,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,25655,0.12%
2019,61,https://i.img16888.com/carlogo75/57477.gif,中国,东南,25408,0.12%
2019,62,https://i.img16888.com/carlogo75/58074.gif,中国,中华,25119,0.12%
2019,63,https://i.img16888.com/carlogo75/126157.gif,中国,观致,22154,0.1%
2019,64,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,20139,0.09%
2019,65,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,20040,0.09%
2019,66,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,19922,0.09%
2019,67,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,19429,0.09%
2019,68,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,18607,0.09%
2019,69,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,16609,0.08%
2019,70,https://i.img16888.com/carlogo75/128414.gif,中国,星途,15994,0.07%
2019,71,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,15697,0.07%
2019,72,https://i.img16888.com/carlogo75/57552.gif,中国,福田,13791,0.06%
2019,73,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,13733,0.06%
2019,74,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,13723,0.06%
2019,75,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,12662,0.06%
2019,76,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,12484,0.06%
2019,77,https://i.img16888.com/carlogo75/57571.gif,中国,海马,11421,0.05%
2019,78,https://i.img16888.com/carlogo75/57464.gif,中国,东风,10178,0.05%
2019,79,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,10003,0.05%
2019,80,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,8716,0.04%
2019,81,https://i.img16888.com/carlogo75/58064.gif,中国,一汽,7511,0.03%
2019,82,https://i.img16888.com/carlogo75/128221.gif,中国,大乘汽车,6889,0.03%
2019,83,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,5728,0.03%
2019,84,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,4129,0.02%
2019,85,https://i.img16888.com/carlogo75/128651.gif,中国,思皓,3875,0.02%
2019,86,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,3445,0.02%
2019,87,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,3279,0.02%
2019,88,https://i.img16888.com/carlogo75/127385.gif,中国,汉腾汽车,2689,0.01%
2019,89,https://i.img16888.com/carlogo75/127863.gif,中国,云度,2566,0.01%
2019,90,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,2368,0.01%
2019,91,https://i.img16888.com/carlogo75/128177.gif,中国,新特汽车,2192,0.01%
2019,92,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,2089,0.01%
2019,93,https://i.img16888.com/carlogo75/126042.gif,法国,DS,2059,0.01%
2019,94,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,2044,0.01%
2019,95,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,2043,0.01%
2019,96,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,1852,0.01%
2019,97,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,1678,0.01%
2019,98,https://i.img16888.com/carlogo75/124659.gif,中国,理念,1316,0.01%
2019,99,https://i.img16888.com/carlogo75/126759.gif,中国,华颂,1184,0.01%
2019,100,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,900,-
2019,101,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,900,-
2019,102,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,718,-
2019,103,https://i.img16888.com/carlogo75/127041.gif,中国,知豆,591,-
2019,104,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,565,-
2019,105,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,543,-
2019,106,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,463,-
2019,107,https://i.img16888.com/carlogo75/57490.gif,意大利,菲亚特,25,-
2020,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,2619839,13.23%
2020,2,https://i.img16888.com/carlogo75/57305.gif,日本,本田,1635928,8.26%
2020,3,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,1532840,7.74%
2020,4,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,1123425,5.67%
2020,5,https://i.img16888.com/carlogo75/57864.gif,日本,日产,1103634,5.57%
2020,6,https://i.img16888.com/carlogo75/57354.gif,美国,别克,920873,4.65%
2020,7,https://i.img16888.com/carlogo75/57378.gif,中国,长安,792836,4%
2020,8,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,750450,3.79%
2020,9,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,669187,3.38%
2020,10,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,638308,3.22%
2020,11,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,619050,3.13%
2020,12,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,609161,3.08%
2020,13,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,449493,2.27%
2020,14,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,435550,2.2%
2020,15,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,433848,2.19%
2020,16,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,404279,2.04%
2020,17,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,309155,1.56%
2020,18,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,300681,1.52%
2020,19,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,287308,1.45%
2020,20,https://i.img16888.com/carlogo75/57534.gif,美国,福特,255318,1.29%
2020,21,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,252516,1.27%
2020,22,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,243173,1.23%
2020,23,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,225927,1.14%
2020,24,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,222976,1.13%
2020,25,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,196182,0.99%
2020,26,https://i.img16888.com/carlogo75/127597.gif,中国,领克,173809,0.88%
2020,27,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,156089,0.79%
2020,28,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,142954,0.72%
2020,29,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,141524,0.71%
2020,30,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,141033,0.71%
2020,31,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,130683,0.66%
2020,32,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,122326,0.62%
2020,33,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,109819,0.55%
2020,34,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,98230,0.5%
2020,35,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,96340,0.49%
2020,36,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,80441,0.41%
2020,37,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,80427,0.41%
2020,38,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,80138,0.4%
2020,39,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,75399,0.38%
2020,40,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,67590,0.34%
2020,41,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,60286,0.3%
2020,42,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,53531,0.27%
2020,43,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,51283,0.26%
2020,44,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,49517,0.25%
2020,45,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,48160,0.24%
2020,46,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,48157,0.24%
2020,47,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,45516,0.23%
2020,48,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,44493,0.22%
2020,49,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,42115,0.21%
2020,50,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,40622,0.21%
2020,51,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,40607,0.2%
2020,52,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,31582,0.16%
2020,53,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,29493,0.15%
2020,54,https://i.img16888.com/carlogo75/57338.gif,法国,标致,28554,0.14%
2020,55,https://i.img16888.com/carlogo75/57272.gif,中国,北京,25134,0.13%
2020,101,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,1351,0.01%
2020,102,https://i.img16888.com/carlogo75/128556.gif,中国,国机智骏,1153,0.01%
2020,103,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,1128,0.01%
2020,104,https://i.img16888.com/carlogo75/128430.gif,中国,SERES赛力斯,1051,0.01%
2020,105,https://i.img16888.com/carlogo75/128283.gif,中国,爱驰,881,-
2020,106,https://i.img16888.com/carlogo75/128893.gif,中国,凌宝汽车,829,-
2020,107,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,727,-
2020,108,https://i.img16888.com/carlogo75/128793.gif,中国,合创,659,-
2020,109,https://i.img16888.com/carlogo75/126042.gif,法国,DS,435,-
2020,110,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,425,-
2020,111,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,400,-
2020,112,https://i.img16888.com/carlogo75/128710.gif,中国,云雀汽车,398,-
2020,113,https://i.img16888.com/carlogo75/126500.gif,中国,东风风度,83,-
2020,114,https://i.img16888.com/carlogo75/126332.gif,中国,福迪,68,-
2020,115,https://i.img16888.com/carlogo75/126837.gif,中国,雷丁,29,-
2020,116,https://i.img16888.com/carlogo75/128177.gif,中国,新特汽车,22,-
2020,117,https://i.img16888.com/carlogo75/125802.gif,中国,纳智捷,14,-
2021,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,2168688,10.28%
2021,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,1643435,7.79%
2021,3,https://i.img16888.com/carlogo75/57305.gif,日本,本田,1518410,7.2%
2021,4,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,1073847,5.09%
2021,5,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,1039656,4.93%
2021,6,https://i.img16888.com/carlogo75/57864.gif,日本,日产,967980,4.59%
2021,7,https://i.img16888.com/carlogo75/57378.gif,中国,长安,934900,4.43%
2021,8,https://i.img16888.com/carlogo75/57354.gif,美国,别克,828640,3.93%
2021,9,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,779099,3.69%
2021,10,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,725311,3.44%
2021,11,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,673608,3.19%
2021,12,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,647107,3.07%
2021,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,630550,2.99%
2021,14,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,598204,2.83%
2021,15,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,400194,1.9%
2021,16,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,375954,1.78%
2021,17,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,365149,1.73%
2021,18,https://i.img16888.com/carlogo75/126359.gif,美国,特斯拉,326566,1.55%
2021,19,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,324201,1.54%
2021,20,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,299747,1.42%
2021,21,https://i.img16888.com/carlogo75/57534.gif,美国,福特,274148,1.3%
2021,22,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,269261,1.28%
2021,23,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,266306,1.26%
2021,24,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,233120,1.1%
2021,25,https://i.img16888.com/carlogo75/127597.gif,中国,领克,221718,1.05%
2021,26,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,178100,0.84%
2021,27,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,172460,0.82%
2021,28,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,164415,0.78%
2021,29,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,163383,0.77%
2021,30,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,154077,0.73%
2021,31,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,124427,0.59%
2021,32,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,123505,0.59%
2021,33,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,122261,0.58%
2021,34,https://i.img16888.com/carlogo75/128651.gif,中国,思皓,116581,0.55%
2021,35,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,114867,0.54%
2021,36,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,104345,0.49%
2021,37,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,100551,0.48%
2021,38,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,97892,0.46%
2021,39,https://i.img16888.com/carlogo75/57636.gif,中国,金杯,95117,0.45%
2021,40,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,94387,0.45%
2021,41,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,92871,0.44%
2021,42,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,92820,0.44%
2021,43,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,81073,0.38%
2021,44,https://i.img16888.com/carlogo75/128434.gif,中国,理想,77912,0.37%
2021,45,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,69674,0.33%
2021,46,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,66976,0.32%
2021,47,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,66356,0.31%
2021,48,https://i.img16888.com/carlogo75/57725.gif,美国,林肯,65515,0.31%
2021,49,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,55896,0.26%
2021,51,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,52250,0.25%
2021,52,https://i.img16888.com/carlogo75/57338.gif,法国,标致,50488,0.24%
2021,53,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,48840,0.23%
2021,54,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,46741,0.22%
2021,55,https://i.img16888.com/carlogo75/128161.gif,中国,零跑汽车,43800,0.21%
2021,56,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,43056,0.2%
2021,57,https://i.img16888.com/carlogo75/57620.gif,中国,江汽集团,42949,0.2%
2021,58,https://i.img16888.com/carlogo75/128027.gif,中国,威马汽车,41068,0.19%
2021,59,https://i.img16888.com/carlogo75/58067.gif,日本,英菲尼迪,40347,0.19%
2021,60,https://i.img16888.com/carlogo75/127717.gif,中国,SWM斯威汽车,36125,0.17%
2021,61,https://i.img16888.com/carlogo75/126335.gif,中国,东风小康,32530,0.15%
2021,62,https://i.img16888.com/carlogo75/57272.gif,中国,北京,29592,0.14%
2021,63,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,29101,0.14%
2021,64,https://i.img16888.com/carlogo75/129278.gif,中国,坦克,22066,0.1%
2021,65,https://i.img16888.com/carlogo75/57612.gif,美国,Jeep,20123,0.1%
2021,66,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,19641,0.09%
2021,67,https://i.img16888.com/carlogo75/57571.gif,中国,海马,19082,0.09%
2021,68,https://i.img16888.com/carlogo75/126837.gif,中国,雷丁,17279,0.08%
2021,69,https://i.img16888.com/carlogo75/128893.gif,中国,凌宝汽车,15259,0.07%
2021,70,https://i.img16888.com/carlogo75/57464.gif,中国,东风,13900,0.07%
2021,71,https://i.img16888.com/carlogo75/128414.gif,中国,星途,13114,0.06%
2021,72,https://i.img16888.com/carlogo75/57631.gif,英国,捷豹,12642,0.06%
2021,73,https://i.img16888.com/carlogo75/57733.gif,日本,铃木,10468,0.05%
2021,74,https://i.img16888.com/carlogo75/57802.gif,日本,讴歌,10431,0.05%
2021,75,https://i.img16888.com/carlogo75/129035.gif,中国,飞凡汽车,9898,0.05%
2021,76,https://i.img16888.com/carlogo75/127635.gif,中国,比速汽车,9179,0.04%
2021,77,https://i.img16888.com/carlogo75/126528.gif,中国,福汽启腾,8403,0.04%
2021,78,https://i.img16888.com/carlogo75/128430.gif,中国,SERES赛力斯,8165,0.04%
2021,79,https://i.img16888.com/carlogo75/126518.gif,中国,中国重汽,7575,0.04%
2021,80,https://i.img16888.com/carlogo75/57477.gif,中国,东南,7201,0.03%
2021,81,https://i.img16888.com/carlogo75/129115.gif,中国,岚图汽车,6791,0.03%
2021,82,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,6700,0.03%
2021,83,https://i.img16888.com/carlogo75/57552.gif,中国,福田,5940,0.03%
2021,84,https://i.img16888.com/carlogo75/129128.gif,中国,极氪,5808,0.03%
2021,85,https://i.img16888.com/carlogo75/127863.gif,中国,云度,5361,0.03%
2021,86,https://i.img16888.com/carlogo75/128514.gif,中国,思铭,4815,0.02%
2021,87,https://i.img16888.com/carlogo75/126360.gif,中国,腾势,4783,0.02%
2021,88,https://i.img16888.com/carlogo75/57396.gif,中国,猎豹汽车,4158,0.02%
2021,89,https://i.img16888.com/carlogo75/128947.gif,中国,创维汽车,4088,0.02%
2021,90,https://i.img16888.com/carlogo75/128342.gif,中国,江铃集团新能源,3840,0.02%
2021,91,https://i.img16888.com/carlogo75/126157.gif,中国,观致,3732,0.02%
2021,92,https://i.img16888.com/carlogo75/127130.gif,德国,宝沃,3612,0.02%
2021,93,https://i.img16888.com/carlogo75/128391.gif,中国,福田乘用车,3307,0.02%
2021,94,https://i.img16888.com/carlogo75/57710.gif,中国,力帆汽车,3278,0.02%
2021,95,https://i.img16888.com/carlogo75/126283.gif,中国,北汽制造,3057,0.01%
2021,96,https://i.img16888.com/carlogo75/58085.gif,中国,众泰,2943,0.01%
2021,97,https://i.img16888.com/carlogo75/128793.gif,中国,合创,2902,0.01%
2021,98,https://i.img16888.com/carlogo75/57645.gif,中国,开瑞,2826,0.01%
2021,99,https://i.img16888.com/carlogo75/128283.gif,中国,爱驰,2698,0.01%
2021,100,https://i.img16888.com/carlogo75/128201.gif,中国,欧尚汽车,2581,0.01%
2021,101,https://i.img16888.com/carlogo75/124659.gif,中国,理念,2513,0.01%
2021,102,https://i.img16888.com/carlogo75/128128.gif,中国,ARCFOX极狐,2490,0.01%
2021,103,https://i.img16888.com/carlogo75/128556.gif,中国,国机智骏,2333,0.01%
2021,104,https://i.img16888.com/carlogo75/128195.gif,中国,大运汽车,2328,0.01%
2021,105,https://i.img16888.com/carlogo75/128694.gif,中国,广汽集团,2081,0.01%
2021,106,https://i.img16888.com/carlogo75/57375.gif,中国,北汽昌河,2045,0.01%
2021,107,https://i.img16888.com/carlogo75/126042.gif,法国,DS,1936,0.01%
2021,108,https://i.img16888.com/carlogo75/57404.gif,中国,野马汽车,1637,0.01%
2021,109,https://i.img16888.com/carlogo75/129366.gif,中国,小虎,1368,0.01%
2021,110,https://i.img16888.com/carlogo75/126663.gif,日本,五十铃,1220,0.01%
2021,111,https://i.img16888.com/carlogo75/129212.gif,中国,华晨新日,816,-
2021,112,https://i.img16888.com/carlogo75/128098.gif,中国,瑞驰新能源,815,-
2021,113,https://i.img16888.com/carlogo75/126179.gif,中国,北汽威旺,800,-
2021,114,https://i.img16888.com/carlogo75/124944.gif,中国,江铃,642,-
2021,115,https://i.img16888.com/carlogo75/126810.gif,中国,北汽新能源,442,-
2021,116,https://i.img16888.com/carlogo75/128177.gif,中国,新特汽车,268,-
2021,117,https://i.img16888.com/carlogo75/127697.gif,中国,驭胜,225,-
2021,118,https://i.img16888.com/carlogo75/57601.gif,中国,广汽吉奥,150,-
2021,119,https://i.img16888.com/carlogo75/128710.gif,中国,云雀汽车,145,-
2021,120,https://i.img16888.com/carlogo75/57929.gif,荷兰,世爵,121,-
2021,121,https://i.img16888.com/carlogo75/128310.gif,中国,长安凯程,86,-
2021,122,https://i.img16888.com/carlogo75/57699.gif,法国,雷诺,83,-
2021,123,https://i.img16888.com/carlogo75/126546.gif,中国,北汽幻速,23,-
2021,124,https://i.img16888.com/carlogo75/57749.gif,中国,陆风,2,-
2022,1,https://i.img16888.com/carlogo75/57411.gif,德国,大众,2360707,10.22%
2022,2,https://i.img16888.com/carlogo75/57500.gif,日本,丰田,1878183,8.13%
2022,3,https://i.img16888.com/carlogo75/57328.gif,中国,比亚迪,1843553,7.98%
2022,4,https://i.img16888.com/carlogo75/57305.gif,日本,本田,1411391,6.11%
2022,5,https://i.img16888.com/carlogo75/125976.gif,中国,五菱汽车,1107535,4.8%
2022,6,https://i.img16888.com/carlogo75/57378.gif,中国,长安,1047577,4.54%
2022,7,https://i.img16888.com/carlogo75/57604.gif,中国,吉利汽车,1017407,4.41%
2022,8,https://i.img16888.com/carlogo75/57823.gif,中国,奇瑞,876583,3.8%
2022,9,https://i.img16888.com/carlogo75/57864.gif,日本,日产,814010,3.53%
2022,10,https://i.img16888.com/carlogo75/126359.gif,美国,特斯拉,710865,3.08%
2022,11,https://i.img16888.com/carlogo75/57354.gif,美国,别克,673377,2.92%
2022,12,https://i.img16888.com/carlogo75/57248.gif,德国,宝马,665047,2.88%
2022,13,https://i.img16888.com/carlogo75/57229.gif,德国,奥迪,623616,2.7%
2022,14,https://i.img16888.com/carlogo75/126026.gif,中国,哈弗,616550,2.67%
2022,15,https://i.img16888.com/carlogo75/57279.gif,德国,奔驰,606287,2.63%
2022,16,https://i.img16888.com/carlogo75/57765.gif,中国,名爵,443223,1.92%
2022,17,https://i.img16888.com/carlogo75/57563.gif,中国,广汽传祺,347835,1.51%
2022,18,https://i.img16888.com/carlogo75/57584.gif,中国,红旗,311091,1.35%
2022,19,https://i.img16888.com/carlogo75/57891.gif,中国,荣威,286018,1.24%
2022,20,https://i.img16888.com/carlogo75/58001.gif,韩国,现代,273378,1.18%
2022,21,https://i.img16888.com/carlogo75/128138.gif,中国,广汽埃安,271156,1.17%
2022,22,https://i.img16888.com/carlogo75/58024.gif,美国,雪佛兰,231111,1%
2022,23,https://i.img16888.com/carlogo75/57534.gif,美国,福特,215668,0.93%
2022,24,https://i.img16888.com/carlogo75/57651.gif,美国,凯迪拉克,215278,0.93%
2022,25,https://i.img16888.com/carlogo75/57474.gif,中国,东风风神,184425,0.8%
2022,26,https://i.img16888.com/carlogo75/127597.gif,中国,领克,180166,0.78%
2022,27,https://i.img16888.com/carlogo75/127954.gif,中国,捷途,180067,0.78%
2022,28,https://i.img16888.com/carlogo75/126292.gif,中国,长安欧尚,174307,0.75%
2022,29,https://i.img16888.com/carlogo75/128139.gif,中国,哪吒汽车,152073,0.66%
2022,30,https://i.img16888.com/carlogo75/128651.gif,中国,思皓,149580,0.65%
2022,31,https://i.img16888.com/carlogo75/128465.gif,德国,捷达,147279,0.64%
2022,32,https://i.img16888.com/carlogo75/57979.gif,瑞典,沃尔沃,146297,0.63%
2022,33,https://i.img16888.com/carlogo75/128434.gif,中国,理想,133246,0.58%
2022,34,https://i.img16888.com/carlogo75/57838.gif,韩国,起亚,129907,0.56%
2022,35,https://i.img16888.com/carlogo75/129278.gif,中国,坦克,123881,0.54%
2022,36,https://i.img16888.com/carlogo75/126372.gif,中国,蔚来,122485,0.53%
2022,37,https://i.img16888.com/carlogo75/126388.gif,中国,东风风行,122300,0.53%
2022,38,https://i.img16888.com/carlogo75/128463.gif,中国,吉利几何,120772,0.52%
2022,39,https://i.img16888.com/carlogo75/127959.gif,中国,小鹏汽车,120757,0.52%
2022,40,https://i.img16888.com/carlogo75/128161.gif,中国,零跑汽车,111168,0.48%
2022,41,https://i.img16888.com/carlogo75/125808.gif,中国,宝骏,105084,0.46%
2022,42,https://i.img16888.com/carlogo75/126073.gif,中国,启辰,100912,0.44%
2022,43,https://i.img16888.com/carlogo75/129431.gif,中国,东风纳米,95260,0.41%
2022,44,https://i.img16888.com/carlogo75/129405.gif,中国,AITO,90217,0.39%
2022,45,https://i.img16888.com/carlogo75/57772.gif,日本,马自达,89785,0.39%
2022,46,https://i.img16888.com/carlogo75/127364.gif,中国,东风风光,84759,0.37%
2022,47,https://i.img16888.com/carlogo75/128306.gif,中国,欧拉,78143,0.34%
2022,48,https://i.img16888.com/carlogo75/57301.gif,中国,奔腾,76530,0.33%
2022,49,https://i.img16888.com/carlogo75/57725.gif,美国,林肯,73093,0.32%
2022,50,https://i.img16888.com/carlogo75/129128.gif,中国,极氪,71941,0.31%
2022,51,https://i.img16888.com/carlogo75/57338.gif,法国,标致,61518,0.27%
2022,52,https://i.img16888.com/carlogo75/128931.gif,中国,睿蓝汽车,60838,0.26%
2022,53,https://i.img16888.com/carlogo75/128414.gif,中国,星途,53441,0.23%
2022,54,https://i.img16888.com/carlogo75/58044.gif,法国,雪铁龙,52439,0.23%
2022,55,https://i.img16888.com/carlogo75/126169.gif,中国,北京汽车,51769,0.22%
2022,56,https://i.img16888.com/carlogo75/126162.gif,中国,上汽大通MAXUS,47209,0.2%
2022,57,https://i.img16888.com/carlogo75/57954.gif,捷克,斯柯达,44770,0.19%
2022,58,https://i.img16888.com/carlogo75/127628.gif,中国,魏牌,36381,0.16%
2022,59,https://i.img16888.com/carlogo75/57909.gif,日本,三菱,36159,0.16%
2022,60,https://i.img16888.com/carlogo75/128741.gif,中国,新宝骏,34816,0.15%
2022,61,https://i.img16888.com/carlogo75/126778.gif,中国,凯翼,34342,0.15%
2022,62,https://i.img16888.com/carlogo75/128893.gif,中国,凌宝汽车,34331,0.15%
2022,63,https://i.img16888.com/carlogo75/129599.gif,中国,深蓝汽车,33492,0.15%
2022,64,https://i.img16888.com/carlogo75/57756.gif,英国,路虎,29957,0.13%
