年月,排名,国别,品牌名称,销量,占品牌份额
2017-04,54,中国,东风小康,4623,0.27%
2017-04,55,德国,宝沃,4598,0.27%
2017-04,56,中国,北汽新能源,4351,0.25%
2017-04,57,中国,比速汽车,3966,0.23%
2017-04,58,中国,野马汽车,3892,0.23%
2017-04,59,中国,江铃,3881,0.23%
2017-04,60,中国,知豆,3709,0.22%
2017-04,61,中国,一汽,3691,0.22%
2017-04,62,中国,北京,3543,0.21%
2017-04,63,中国,福田,3283,0.19%
2017-04,64,中国,北汽昌河,3263,0.19%
2017-04,65,中国,中国重汽,2330,0.14%
2017-04,66,日本,英菲尼迪,2256,0.13%
2017-04,67,中国,上汽大通MAXUS,2224,0.13%
2017-04,68,英国,捷豹,1660,0.1%
2017-04,69,中国,长城,1227,0.07%
2017-04,70,日本,讴歌,1217,0.07%
2017-04,71,中国,观致,1069,0.06%
2017-04,72,中国,纳智捷,901,0.05%
2017-04,73,中国,东风,900,0.05%
2017-04,74,中国,东风风度,510,0.03%
2017-04,75,中国,福汽启腾,467,0.03%
2017-04,76,中国,红旗,274,0.02%
2017-04,77,意大利,菲亚特,250,0.01%
2017-04,78,法国,DS,228,0.01%
2017-04,79,中国,福迪,220,0.01%
2017-04,80,中国,腾势,166,0.01%
2017-04,81,日本,五十铃,162,0.01%
2017-04,82,中国,北汽制造,83,-
2017-04,83,中国,华颂,1,-
2017-05,1,德国,大众,225477,12.95%
2017-05,2,日本,本田,113938,6.54%
2017-05,3,日本,丰田,92605,5.32%
2017-05,4,美国,别克,89967,5.17%
2017-05,5,日本,日产,85737,4.92%
2017-05,6,中国,吉利汽车,76616,4.4%
2017-05,7,中国,五菱汽车,68866,3.96%
2017-05,8,美国,福特,59916,3.44%
2017-05,9,中国,宝骏,59324,3.41%
2017-05,10,中国,哈弗,58390,3.35%
2017-05,11,中国,长安,44422,2.55%
2017-05,12,德国,奥迪,44406,2.55%
2017-05,13,中国,广汽传祺,44135,2.54%
2017-05,14,德国,奔驰,37440,2.15%
2017-05,15,美国,雪佛兰,37263,2.14%
2017-05,16,韩国,现代,35100,2.02%
2017-05,17,德国,宝马,31505,1.81%
2017-05,18,中国,奇瑞,31330,1.8%
2017-05,19,中国,比亚迪,29896,1.72%
2017-05,20,中国,荣威,28370,1.63%
2017-05,21,中国,长安欧尚,26046,1.5%
2017-05,22,捷克,斯柯达,24377,1.4%
2017-05,23,日本,马自达,23789,1.37%
2017-05,24,美国,Jeep,19815,1.14%
2017-05,25,中国,北汽幻速,18114,1.04%
2017-05,26,韩国,起亚,17385,1%
2017-05,27,法国,标致,16416,0.94%
2017-05,28,中国,东风风光,15646,0.9%
2017-05,29,中国,江汽集团,14792,0.85%
2017-05,30,中国,众泰,14491,0.83%
2017-05,31,中国,金杯,14372,0.83%
2017-05,32,美国,凯迪拉克,14006,0.8%
2017-05,33,中国,东风风行,13010,0.75%
2017-05,34,中国,东南,12267,0.7%
2017-05,35,中国,名爵,11656,0.67%
2017-05,36,中国,启辰,10370,0.6%
2017-05,37,中国,奔腾,10207,0.59%
2017-05,38,中国,中华,9193,0.53%
2017-05,39,中国,力帆汽车,9067,0.52%
2017-05,40,中国,华泰,8854,0.51%
2017-05,41,日本,三菱,8201,0.47%
2017-05,42,中国,东风风神,8166,0.47%
2017-05,43,瑞典,沃尔沃,8135,0.47%
2017-05,44,中国,猎豹汽车,7806,0.45%
2017-05,45,法国,雪铁龙,7584,0.44%
2017-05,46,中国,海马,6956,0.4%
2017-05,47,日本,铃木,6730,0.39%
2017-05,48,法国,雷诺,6009,0.35%
2017-05,49,中国,北汽威旺,5919,0.34%
2017-05,50,中国,一汽,5535,0.32%
2017-05,51,中国,北京汽车,5377,0.31%
2017-05,52,中国,开瑞,5294,0.3%
2017-05,53,英国,路虎,5078,0.29%
2017-05,54,中国,知豆,4471,0.26%
2017-05,55,中国,凯翼,4408,0.25%
2017-05,56,中国,比速汽车,4113,0.24%
2017-05,57,中国,东风小康,4051,0.23%
2017-05,58,德国,宝沃,4033,0.23%
2017-05,59,中国,北汽新能源,3895,0.22%
2017-05,60,中国,北汽昌河,3740,0.21%
2017-05,61,中国,北京,3017,0.17%
2017-05,62,中国,福田,2780,0.16%
2017-05,63,日本,英菲尼迪,2484,0.14%
2017-05,64,中国,中国重汽,2426,0.14%
2017-05,65,中国,野马汽车,2360,0.14%
2017-05,66,中国,上汽大通MAXUS,2221,0.13%
2017-05,67,英国,捷豹,1728,0.1%
2017-05,68,中国,江铃集团新能源,1403,0.08%
2017-05,69,中国,江铃,1253,0.07%
2017-05,70,日本,讴歌,1202,0.07%
2017-05,71,中国,观致,1096,0.06%
2017-05,72,中国,长城,889,0.05%
2017-05,73,中国,纳智捷,809,0.05%
2017-05,74,中国,福汽启腾,567,0.03%
2017-05,75,中国,东风,500,0.03%
2017-05,76,法国,DS,496,0.03%
2017-05,77,中国,东风风度,445,0.03%
2017-05,78,中国,红旗,310,0.02%
2017-05,79,意大利,菲亚特,300,0.02%
2017-05,80,日本,五十铃,214,0.01%
2017-05,81,中国,福迪,139,0.01%
2017-05,82,中国,腾势,83,-
2017-05,83,中国,全球鹰,63,-
2017-05,84,中国,北汽制造,20,-
2017-05,85,中国,广汽吉奥,6,-
2017-05,86,中国,华颂,2,-
2017-06,1,德国,大众,283957,14.96%
2017-06,2,美国,别克,129752,6.84%
2017-06,3,日本,本田,120313,6.34%
2017-06,4,日本,丰田,106053,5.59%
2017-06,5,中国,吉利汽车,88836,4.68%
2017-06,6,日本,日产,88799,4.68%
2017-06,7,美国,福特,64140,3.38%
2017-06,8,中国,五菱汽车,61449,3.24%
2017-06,9,中国,宝骏,60323,3.18%
2017-06,10,中国,长安,56804,2.99%
2017-06,11,中国,哈弗,52373,2.76%
2017-06,12,美国,雪佛兰,44455,2.34%
2017-06,13,德国,奥迪,43717,2.3%
2017-06,14,中国,广汽传祺,43310,2.28%
2017-06,15,韩国,现代,35049,1.85%
2017-06,16,德国,奔驰,34555,1.82%
2017-06,17,中国,长安欧尚,32999,1.74%
2017-06,18,中国,奇瑞,32130,1.69%
2017-06,19,中国,比亚迪,31534,1.66%
2017-06,20,捷克,斯柯达,28308,1.49%
2017-06,21,德国,宝马,27566,1.45%
2017-06,22,日本,马自达,25526,1.35%
2017-06,23,中国,荣威,24752,1.3%
2017-06,24,中国,众泰,20458,1.08%
2017-06,25,韩国,起亚,19003,1%
2017-06,26,中国,东风风光,18794,0.99%
2017-06,27,美国,Jeep,17246,0.91%
2017-06,28,中国,北汽幻速,15183,0.8%
2017-06,29,法国,标致,15026,0.79%
2017-06,30,中国,江汽集团,14479,0.76%
2017-06,31,美国,凯迪拉克,13531,0.71%
2017-06,32,中国,力帆汽车,13194,0.7%
2017-06,33,中国,东风风行,13022,0.69%
2017-06,34,中国,北京汽车,12249,0.65%
2017-06,35,中国,东南,11284,0.59%
2017-06,36,中国,金杯,11078,0.58%
2017-06,37,中国,启辰,10746,0.57%
2017-06,38,中国,猎豹汽车,10366,0.55%
2017-06,39,日本,三菱,10187,0.54%
2017-06,40,中国,名爵,9316,0.49%
2017-06,41,瑞典,沃尔沃,8858,0.47%
2017-06,42,中国,海马,8131,0.43%
2017-06,43,日本,铃木,7856,0.41%
2017-06,44,中国,东风风神,7426,0.39%
2017-06,45,中国,奔腾,6985,0.37%
2017-06,46,中国,比速汽车,6527,0.34%
2017-06,47,法国,雪铁龙,6280,0.33%
2017-06,48,中国,中华,6277,0.33%
2017-06,49,中国,开瑞,6124,0.32%
2017-06,50,中国,一汽,5484,0.29%
2017-06,51,英国,路虎,5268,0.28%
2017-06,52,中国,华泰,5248,0.28%
2017-06,53,中国,北汽威旺,5026,0.26%
2017-06,54,法国,雷诺,5008,0.26%
2017-06,55,中国,知豆,4714,0.25%
2017-06,56,中国,东风小康,4464,0.24%
2017-06,57,中国,凯翼,4212,0.22%
2017-06,58,中国,北汽昌河,4041,0.21%
2017-06,59,中国,魏牌,3166,0.17%
2017-06,60,德国,宝沃,3025,0.16%
2017-06,61,中国,北京,2955,0.16%
2017-06,62,中国,北汽新能源,2581,0.14%
2017-06,63,中国,中国重汽,2445,0.13%
2017-06,64,日本,英菲尼迪,2253,0.12%
2017-06,65,中国,福田,2138,0.11%
2017-06,66,中国,华颂,2002,0.11%
2017-06,67,中国,野马汽车,1990,0.1%
2017-06,68,中国,江铃,1912,0.1%
2017-06,69,中国,江铃集团新能源,1912,0.1%
2017-06,70,英国,捷豹,1698,0.09%
2017-06,71,中国,上汽大通MAXUS,1600,0.08%
2017-06,72,中国,福汽启腾,1278,0.07%
2017-06,73,日本,讴歌,1033,0.05%
2017-06,74,中国,东风,1000,0.05%
2017-06,75,中国,长城,877,0.05%
2017-06,76,中国,观致,870,0.05%
2017-06,77,中国,纳智捷,745,0.04%
2017-06,78,法国,DS,503,0.03%
2017-06,79,中国,腾势,384,0.02%
2017-06,80,中国,东风风度,324,0.02%
2017-06,81,中国,全球鹰,315,0.02%
2017-06,82,中国,红旗,308,0.02%
2017-06,83,意大利,菲亚特,251,0.01%
2017-06,84,日本,五十铃,221,0.01%
2017-06,85,中国,福迪,177,0.01%
2017-06,86,中国,北汽制造,26,-
2017-07,1,德国,大众,212239,12.69%
2017-07,2,日本,本田,118167,7.07%
2017-07,3,日本,丰田,104557,6.25%
2017-07,4,中国,吉利汽车,91178,5.45%
2017-07,5,美国,别克,88298,5.28%
2017-07,6,日本,日产,78437,4.69%
2017-07,7,中国,宝骏,62444,3.73%
2017-07,8,中国,哈弗,53853,3.22%
2017-07,9,中国,五菱汽车,52561,3.14%
2017-07,10,韩国,现代,50015,2.99%
2017-07,11,德国,奥迪,48232,2.88%
2017-07,12,美国,福特,47169,2.82%
2017-07,13,中国,长安,42893,2.57%
2017-07,14,美国,雪佛兰,42705,2.55%
2017-07,15,中国,广汽传祺,38965,2.33%
2017-07,16,德国,奔驰,37205,2.22%
2017-07,17,德国,宝马,30050,1.8%
2017-07,18,中国,荣威,28515,1.71%
2017-07,19,中国,比亚迪,28336,1.69%
2017-07,20,中国,奇瑞,27484,1.64%
2017-07,21,日本,马自达,22080,1.32%
2017-07,22,捷克,斯柯达,21275,1.27%
2017-07,23,中国,众泰,21061,1.26%
2017-07,24,韩国,起亚,20002,1.2%
2017-07,25,中国,长安欧尚,19174,1.15%
2017-07,26,中国,东风风光,15390,0.92%
2017-07,27,中国,北汽幻速,15217,0.91%
2017-07,28,法国,标致,14804,0.89%
2017-07,29,中国,江汽集团,14741,0.88%
2017-07,30,中国,东风风行,12432,0.74%
2017-07,31,美国,凯迪拉克,12006,0.72%
2017-07,32,美国,Jeep,11901,0.71%
2017-07,33,中国,东南,10035,0.6%
2017-07,34,中国,力帆汽车,9587,0.57%
2017-07,35,中国,名爵,8553,0.51%
2017-07,36,中国,奔腾,7549,0.45%
2017-07,37,瑞典,沃尔沃,7444,0.45%
2017-07,38,日本,三菱,7225,0.43%
2017-07,39,中国,猎豹汽车,7193,0.43%
2017-07,40,中国,启辰,7124,0.43%
2017-07,41,中国,比速汽车,6720,0.4%
2017-07,42,中国,开瑞,6653,0.4%
2017-07,43,中国,海马,6546,0.39%
2017-07,44,法国,雪铁龙,6300,0.38%
2017-07,45,中国,金杯,6232,0.37%
2017-07,46,中国,魏牌,6075,0.36%
2017-07,47,中国,东风风神,6062,0.36%
2017-07,48,中国,一汽,5799,0.35%
2017-07,49,中国,北京汽车,5625,0.34%
2017-07,50,日本,铃木,5139,0.31%
2017-07,51,中国,华泰,5039,0.3%
2017-07,52,英国,路虎,4947,0.3%
2017-07,53,中国,北汽威旺,4615,0.28%
2017-07,54,法国,雷诺,4428,0.26%
2017-07,55,中国,北汽新能源,4068,0.24%
2017-07,56,中国,东风小康,4045,0.24%
2017-07,57,中国,知豆,3796,0.23%
2017-07,58,中国,中华,3691,0.22%
2017-07,59,德国,宝沃,3208,0.19%
2017-07,60,中国,北京,2246,0.13%
2017-07,61,中国,福田,2214,0.13%
2017-07,62,中国,北汽昌河,2123,0.13%
2017-07,63,中国,野马汽车,2045,0.12%
2017-07,64,日本,英菲尼迪,2020,0.12%
2017-07,65,英国,捷豹,1858,0.11%
2017-07,66,中国,上汽大通MAXUS,1597,0.1%
2017-07,67,中国,中国重汽,1325,0.08%
2017-07,68,中国,凯翼,1280,0.08%
2017-07,69,中国,江铃,1235,0.07%
2017-07,70,中国,江铃集团新能源,1235,0.07%
2017-07,71,日本,讴歌,1011,0.06%
2017-07,72,中国,纳智捷,862,0.05%
2017-07,73,中国,观致,806,0.05%
2017-07,74,中国,长城,715,0.04%
2017-07,75,中国,东风,700,0.04%
2017-07,76,中国,福汽启腾,381,0.02%
2017-07,77,中国,东风风度,345,0.02%
2017-07,78,法国,DS,263,0.02%
2017-07,79,日本,五十铃,258,0.02%
2017-07,80,中国,红旗,203,0.01%
2017-07,81,中国,福迪,162,0.01%
2017-07,82,意大利,菲亚特,73,-
2017-07,83,中国,北汽制造,68,-
2017-07,84,中国,腾势,58,-
2017-07,85,中国,华颂,17,-
2017-07,86,中国,全球鹰,1,-
2017-08,1,德国,大众,253197,13.57%
2017-08,2,日本,本田,117364,6.29%
2017-08,3,美国,别克,103134,5.53%
2017-08,4,中国,吉利汽车,96479,5.17%
2017-08,5,日本,丰田,90128,4.83%
2017-08,6,日本,日产,89686,4.81%
2017-08,7,中国,宝骏,77575,4.16%
2017-08,8,美国,福特,70179,3.76%
2017-08,9,中国,长安,58654,3.14%
2017-08,10,中国,哈弗,58052,3.11%
2017-08,11,中国,五菱汽车,57882,3.1%
2017-08,12,韩国,现代,53008,2.84%
2017-08,13,德国,奥迪,52377,2.81%
2017-08,14,美国,雪佛兰,45245,2.42%
2017-08,15,中国,广汽传祺,40192,2.15%
2017-08,16,德国,奔驰,35521,1.9%
2017-08,17,德国,宝马,32888,1.76%
2017-08,18,中国,荣威,30538,1.64%
2017-08,19,中国,比亚迪,29455,1.58%
2017-08,20,中国,奇瑞,26406,1.42%
2017-08,21,捷克,斯柯达,23334,1.25%
2017-08,22,中国,众泰,23068,1.24%
2017-08,23,韩国,起亚,23002,1.23%
2017-08,24,日本,马自达,22401,1.2%
2017-08,25,中国,东风风行,19009,1.02%
2017-08,26,法国,标致,17202,0.92%
2017-08,27,中国,东风风光,16813,0.9%
2017-08,28,美国,凯迪拉克,15706,0.84%
2017-08,29,中国,北汽幻速,15421,0.83%
2017-08,30,中国,长安欧尚,14992,0.8%
2017-08,31,中国,江汽集团,14740,0.79%
2017-08,32,美国,Jeep,12691,0.68%
2017-08,33,中国,东南,11858,0.64%
2017-08,34,中国,猎豹汽车,10743,0.58%
2017-08,35,中国,名爵,10131,0.54%
2017-08,36,中国,海马,9980,0.53%
2017-08,37,中国,华泰,9437,0.51%
2017-08,38,法国,雪铁龙,9003,0.48%
2017-08,39,中国,奔腾,8952,0.48%
2017-08,40,中国,东风风神,8809,0.47%
2017-08,41,中国,启辰,8530,0.46%
2017-08,42,日本,三菱,8233,0.44%
2017-08,43,瑞典,沃尔沃,8164,0.44%
2017-08,44,中国,力帆汽车,7465,0.4%
2017-08,45,中国,开瑞,7390,0.4%
2017-08,46,中国,比速汽车,7272,0.39%
2017-08,47,中国,魏牌,7197,0.39%
2017-08,48,中国,北汽新能源,6726,0.36%
2017-08,49,日本,铃木,6639,0.36%
2017-08,50,中国,金杯,6558,0.35%
2017-08,51,中国,一汽,6158,0.33%
2017-08,52,英国,路虎,5447,0.29%
2017-08,53,中国,知豆,5018,0.27%
2017-08,54,中国,北汽威旺,5007,0.27%
2017-08,55,法国,雷诺,5000,0.27%
2017-08,56,中国,中华,4781,0.26%
2017-08,57,中国,北京汽车,4124,0.22%
2017-08,58,中国,北京,3608,0.19%
2017-08,59,中国,东风小康,3476,0.19%
2017-08,60,中国,全球鹰,3213,0.17%
2017-08,61,中国,北汽昌河,3102,0.17%
2017-08,62,德国,宝沃,3009,0.16%
2017-08,63,中国,江铃,2365,0.13%
2017-08,64,中国,野马汽车,2233,0.12%
2017-08,65,中国,上汽大通MAXUS,2171,0.12%
2017-08,66,中国,江铃集团新能源,2143,0.11%
2017-08,67,日本,英菲尼迪,2112,0.11%
2017-08,68,中国,福田,1885,0.1%
2017-08,69,英国,捷豹,1579,0.08%
2017-08,70,中国,凯翼,1378,0.07%
2017-08,71,中国,中国重汽,1318,0.07%
2017-08,72,日本,讴歌,1130,0.06%
2017-08,73,中国,纳智捷,1021,0.05%
2017-08,74,中国,东风,909,0.05%
2017-08,75,中国,观致,851,0.05%
2017-08,76,中国,长城,588,0.03%
2017-08,77,中国,腾势,560,0.03%
2017-08,78,中国,东风风度,435,0.02%
2017-08,79,中国,福汽启腾,411,0.02%
2017-08,80,中国,红旗,406,0.02%
2017-08,81,日本,五十铃,359,0.02%
2017-08,82,法国,DS,334,0.02%
2017-08,83,中国,福迪,140,0.01%
2017-08,84,中国,北汽制造,124,0.01%
2017-08,85,意大利,菲亚特,115,0.01%
2017-09,1,德国,大众,330794,14.18%
2017-09,2,日本,本田,136023,5.83%
2017-09,3,美国,别克,111437,4.78%
2017-09,4,日本,日产,110796,4.75%
2017-09,5,中国,吉利汽车,108785,4.66%
2017-09,6,日本,丰田,105496,4.52%
2017-09,7,中国,宝骏,95218,4.08%
2017-09,8,韩国,现代,85040,3.64%
2017-09,9,美国,福特,83104,3.56%
2017-09,10,中国,长安,79599,3.41%
2017-09,11,中国,哈弗,77755,3.33%
2017-09,12,中国,五菱汽车,73349,3.14%
2017-09,13,德国,奥迪,59382,2.54%
2017-09,14,美国,雪佛兰,59225,2.54%
2017-09,15,中国,广汽传祺,46185,1.98%
2017-09,16,韩国,起亚,39977,1.71%
2017-09,17,中国,荣威,38214,1.64%
2017-09,18,德国,奔驰,37495,1.61%
2017-09,19,德国,宝马,34496,1.48%
2017-09,20,中国,众泰,32978,1.41%
2017-09,21,中国,比亚迪,32600,1.4%
2017-09,22,捷克,斯柯达,29904,1.28%
2017-09,23,日本,马自达,29862,1.28%
2017-09,24,中国,奇瑞,28381,1.22%
2017-09,25,法国,标致,25499,1.09%
2017-09,26,中国,东风风行,22230,0.95%
2017-09,27,中国,长安欧尚,21211,0.91%
2017-09,28,中国,东风风光,20163,0.86%
2017-09,29,中国,江汽集团,19228,0.82%
2017-09,30,中国,北汽幻速,18645,0.8%
2017-09,31,美国,Jeep,18304,0.78%
2017-09,32,美国,凯迪拉克,16029,0.69%
2017-09,33,中国,东南,15549,0.67%
2017-09,34,法国,雪铁龙,14551,0.62%
2017-09,35,中国,东风风神,13115,0.56%
2017-09,36,日本,三菱,12641,0.54%
2017-09,37,中国,启辰,12582,0.54%
2017-09,38,中国,魏牌,12013,0.51%
2017-09,39,中国,奔腾,11918,0.51%
2017-09,40,中国,名爵,11814,0.51%
2017-09,41,中国,华泰,10991,0.47%
2017-09,42,瑞典,沃尔沃,10100,0.43%
2017-09,43,中国,中华,10015,0.43%
2017-09,44,中国,猎豹汽车,9935,0.43%
2017-09,45,日本,铃木,9904,0.42%
2017-09,46,中国,金杯,9595,0.41%
2017-09,47,中国,开瑞,9201,0.39%
2017-09,48,中国,北汽新能源,9143,0.39%
2017-09,49,中国,海马,8773,0.38%
2017-09,50,中国,北汽威旺,8405,0.36%
2017-09,51,中国,力帆汽车,8315,0.36%
2017-09,52,中国,一汽,8188,0.35%
2017-09,53,中国,比速汽车,7887,0.34%
2017-09,54,中国,北京,6735,0.29%
2017-09,55,法国,雷诺,6566,0.28%
2017-09,56,英国,路虎,5845,0.25%
2017-09,57,中国,汉腾汽车,5138,0.22%
2017-09,58,中国,知豆,5084,0.22%
2017-09,59,中国,北京汽车,4709,0.2%
2017-09,60,中国,SWM斯威汽车,4460,0.19%
2017-09,61,中国,全球鹰,3551,0.15%
2017-09,62,中国,北汽昌河,3508,0.15%
2017-09,63,中国,上汽大通MAXUS,3502,0.15%
2017-09,64,德国,宝沃,2933,0.13%
2017-09,65,中国,野马汽车,2528,0.11%
2017-09,66,中国,江铃集团新能源,2365,0.1%
2017-09,67,日本,英菲尼迪,2299,0.1%
2017-09,68,中国,福田,2281,0.1%
2017-09,69,英国,捷豹,2200,0.09%
2017-09,70,中国,中国重汽,2085,0.09%
2017-09,71,中国,东风小康,1927,0.08%
2017-09,72,中国,华颂,1514,0.06%
2017-09,73,中国,江铃,1374,0.06%
2017-09,74,日本,讴歌,1316,0.06%
2017-09,75,中国,凯翼,1220,0.05%
2017-09,76,中国,东风风度,1171,0.05%
2017-09,77,中国,观致,1087,0.05%
2017-09,78,中国,纳智捷,968,0.04%
2017-09,79,中国,长城,952,0.04%
2017-09,80,中国,东风,909,0.04%
2017-09,81,中国,福汽启腾,830,0.04%
2017-09,82,法国,DS,794,0.03%
2017-09,83,中国,红旗,459,0.02%
2017-09,84,中国,腾势,402,0.02%
2017-09,85,中国,北汽制造,227,0.01%
2017-09,86,中国,福迪,190,0.01%
2017-09,87,日本,五十铃,185,0.01%
2017-09,88,意大利,菲亚特,72,-
2017-10,1,德国,大众,303712,13.09%
2017-10,2,中国,吉利汽车,124723,5.38%
2017-10,3,日本,日产,115238,4.97%
2017-10,4,美国,别克,113473,4.89%
2017-10,5,中国,宝骏,108387,4.67%
2017-10,6,日本,本田,101609,4.38%
2017-10,7,日本,丰田,86862,3.74%
2017-10,8,美国,福特,82346,3.55%
2017-10,9,中国,哈弗,81653,3.52%
2017-10,10,韩国,现代,80016,3.45%
2017-10,11,中国,长安,76011,3.28%
2017-10,12,美国,雪佛兰,68968,2.97%
2017-10,13,中国,五菱汽车,63475,2.74%
2017-10,14,德国,奥迪,51994,2.24%
2017-10,15,中国,广汽传祺,45452,1.96%
2017-10,16,韩国,起亚,42462,1.83%
2017-10,17,中国,荣威,38234,1.65%
2017-10,18,中国,比亚迪,35093,1.51%
2017-10,19,德国,奔驰,34484,1.49%
2017-10,20,中国,众泰,33618,1.45%
2017-10,21,中国,奇瑞,33616,1.45%
2017-10,22,中国,东风风光,30932,1.33%
2017-10,23,德国,宝马,30420,1.31%
2017-10,24,日本,马自达,29622,1.28%
2017-10,25,捷克,斯柯达,29469,1.27%
2017-10,26,法国,标致,27824,1.2%
2017-10,27,中国,长安欧尚,27189,1.17%
2017-10,28,中国,东风风行,27005,1.16%
2017-10,29,中国,江汽集团,20792,0.9%
2017-10,30,中国,北汽幻速,19833,0.86%
2017-10,31,美国,凯迪拉克,18817,0.81%
2017-10,32,中国,魏牌,16167,0.7%
2017-10,33,中国,东南,15483,0.67%
2017-10,34,美国,Jeep,15310,0.66%
2017-10,35,法国,雪铁龙,15000,0.65%
2017-10,36,中国,华泰,13661,0.59%
2017-10,37,中国,名爵,13370,0.58%
2017-10,38,中国,金杯,12759,0.55%
2017-10,39,中国,启辰,12615,0.54%
2017-10,40,中国,海马,11924,0.51%
2017-10,41,中国,奔腾,11651,0.5%
2017-10,42,中国,东风风神,11415,0.49%
2017-10,43,中国,北汽新能源,11315,0.49%
2017-10,44,日本,三菱,11252,0.49%
2017-10,45,中国,猎豹汽车,11005,0.47%
2017-10,46,日本,铃木,10619,0.46%
2017-10,47,瑞典,沃尔沃,8804,0.38%
2017-10,48,中国,一汽,8566,0.37%
2017-10,49,中国,北京汽车,8298,0.36%
2017-10,50,中国,力帆汽车,8184,0.35%
2017-10,51,中国,开瑞,8029,0.35%
2017-10,52,中国,比速汽车,7807,0.34%
2017-10,53,中国,北汽威旺,7505,0.32%
2017-10,54,中国,中华,7358,0.32%
2017-10,55,法国,雷诺,6606,0.28%
2017-10,56,中国,北汽昌河,5061,0.22%
2017-10,57,英国,路虎,4945,0.21%
2017-10,58,中国,SWM斯威汽车,4605,0.2%
2017-10,59,中国,知豆,4502,0.19%
2017-10,60,中国,北京,4451,0.19%
2017-10,61,中国,黄海,4360,0.19%
2017-10,62,德国,宝沃,4077,0.18%
2017-10,63,中国,江铃,3800,0.16%
2017-10,64,中国,东风小康,3445,0.15%
2017-10,65,中国,上汽大通MAXUS,3360,0.14%
2017-10,66,中国,全球鹰,3103,0.13%
2017-10,67,中国,野马汽车,2943,0.13%
2017-10,68,中国,凯翼,2792,0.12%
2017-10,69,日本,英菲尼迪,2667,0.11%
2017-10,70,中国,纳智捷,2472,0.11%
2017-10,71,中国,中国重汽,2375,0.1%
2017-10,72,中国,福田,2212,0.1%
2017-10,73,英国,捷豹,1935,0.08%
2017-10,74,日本,讴歌,1529,0.07%
2017-10,75,中国,观致,1148,0.05%
2017-10,76,中国,东风风度,967,0.04%
2017-10,77,法国,DS,844,0.04%
2017-10,78,中国,东风,819,0.04%
2017-10,79,中国,长城,770,0.03%
2017-10,80,中国,福汽启腾,700,0.03%
2017-10,81,中国,腾势,664,0.03%
2017-10,82,日本,五十铃,495,0.02%
2017-10,83,中国,福迪,165,0.01%
2017-10,84,中国,红旗,102,-
2017-10,85,中国,北汽制造,96,-
2017-10,86,意大利,菲亚特,9,-
2017-10,87,中国,华颂,4,-
2017-11,1,德国,大众,288896,11.37%
2017-11,2,中国,吉利汽车,141312,5.56%
2017-11,3,日本,本田,137912,5.43%
2017-11,4,中国,宝骏,128486,5.06%
2017-11,5,美国,别克,125037,4.92%
2017-11,6,日本,日产,123125,4.85%
2017-11,7,日本,丰田,97493,3.84%
2017-11,8,中国,哈弗,97209,3.83%
2017-11,9,韩国,现代,95012,3.74%
2017-11,10,美国,福特,82016,3.23%
2017-11,11,中国,长安,79991,3.15%
2017-11,12,美国,雪佛兰,76051,2.99%
2017-11,13,中国,五菱汽车,74201,2.92%
2017-11,14,德国,奥迪,57294,2.25%
2017-11,15,韩国,起亚,49857,1.96%
2017-11,16,中国,比亚迪,45596,1.79%
2017-11,17,中国,广汽传祺,43324,1.71%
2017-11,18,中国,奇瑞,41851,1.65%
2017-11,19,中国,荣威,39499,1.55%
2017-11,20,德国,宝马,38097,1.5%
2017-11,21,中国,众泰,37782,1.49%
2017-11,22,德国,奔驰,36936,1.45%
2017-11,23,捷克,斯柯达,35440,1.39%
2017-11,24,日本,马自达,31863,1.25%
2017-11,25,法国,标致,29836,1.17%
2017-11,26,中国,北汽幻速,27157,1.07%
2017-11,27,中国,东风风光,26945,1.06%
2017-11,28,中国,东风风行,26308,1.04%
2017-11,29,中国,长安欧尚,25242,0.99%
2017-11,30,中国,江汽集团,21054,0.83%
2017-11,31,中国,魏牌,20460,0.81%
2017-11,32,法国,雪铁龙,20164,0.79%
2017-11,33,美国,Jeep,17618,0.69%
2017-11,34,中国,东南,17407,0.69%
2017-11,35,中国,启辰,16923,0.67%
2017-11,36,美国,凯迪拉克,16016,0.63%
2017-11,37,中国,华泰,15471,0.61%
2017-11,38,中国,奔腾,14891,0.59%
2017-11,39,中国,名爵,14363,0.57%
2017-11,40,中国,北京汽车,13558,0.53%
2017-11,41,中国,一汽,12731,0.5%
2017-11,42,日本,三菱,12650,0.5%
2017-11,43,中国,海马,12457,0.49%
2017-11,44,日本,铃木,12348,0.49%
2017-11,45,中国,中华,12122,0.48%
2017-11,46,中国,猎豹汽车,11424,0.45%
2017-11,47,中国,东风风神,10904,0.43%
2017-11,48,中国,开瑞,9637,0.38%
2017-11,49,中国,北汽威旺,9296,0.37%
2017-11,50,中国,比速汽车,8752,0.34%
2017-11,51,瑞典,沃尔沃,8701,0.34%
2017-11,52,中国,力帆汽车,7822,0.31%
2017-11,53,英国,路虎,6166,0.24%
2017-11,54,法国,雷诺,6006,0.24%
2017-11,55,中国,北汽昌河,5277,0.21%
2017-11,56,德国,宝沃,4778,0.19%
2017-11,57,中国,北京,4613,0.18%
2017-11,58,中国,东风小康,4102,0.16%
2017-11,59,中国,知豆,4095,0.16%
2017-11,60,中国,SWM斯威汽车,4033,0.16%
2017-11,61,中国,江铃集团新能源,4020,0.16%
2017-11,62,中国,江铃,4020,0.16%
