车型,厂商,时间,月销量(辆),当月销量排名,占厂商份额,在厂商排名,在SUV排名
极氪X,极氪,2023-07,4367,121,36.27%,2,58
极氪X,极氪,2023-06,2401,190,22.61%,2,94
极氪X,极氪,2023-05,349,383,4.02%,3,198
瑞风E3,江汽集团,2024-02,410,315,37.82%,2,30
瑞风E3,江汽集团,2024-01,150,447,9.13%,2,46
瑞风E3,江汽集团,2023-12,67,501,9.57%,2,52
瑞风E3,江汽集团,2023-11,111,483,9.96%,2,49
瑞风E3,江汽集团,2023-10,43,505,4.28%,2,52
瑞风E3,江汽集团,2023-09,52,500,3.95%,2,53
瑞风E3,江汽集团,2023-08,74,477,5.69%,2,50
瑞风E3,江汽集团,2023-07,56,486,4.55%,2,51
瑞风E3,江汽集团,2023-06,53,489,4.32%,2,49
瑞风E3,江汽集团,2023-05,44,489,3.38%,2,52
瑞风E3,江汽集团,2023-04,148,449,9.54%,2,45
瑞风E3,江汽集团,2023-03,29,515,1.50%,2,52
瑞风E3,江汽集团,2023-02,28,501,1.66%,2,49
沃尔沃XC40,沃尔沃亚太,2024-02,406,316,5.99%,4,167
沃尔沃XC40,沃尔沃亚太,2024-01,814,307,5.87%,4,166
沃尔沃XC40,沃尔沃亚太,2023-12,827,330,6.08%,4,174
沃尔沃XC40,沃尔沃亚太,2023-11,782,326,5.88%,4,178
沃尔沃XC40,沃尔沃亚太,2023-10,942,305,7.09%,4,164
沃尔沃XC40,沃尔沃亚太,2023-09,962,299,7.07%,4,157
沃尔沃XC40,沃尔沃亚太,2023-08,1032,280,7.42%,4,145
沃尔沃XC40,沃尔沃亚太,2023-07,889,293,7.13%,4,154
沃尔沃XC40,沃尔沃亚太,2023-06,989,288,7.27%,4,150
沃尔沃XC40,沃尔沃亚太,2023-05,1127,253,9.22%,4,122
沃尔沃XC40,沃尔沃亚太,2023-04,1025,273,9.64%,4,134
沃尔沃XC40,沃尔沃亚太,2023-03,902,284,9.33%,4,139
沃尔沃XC40,沃尔沃亚太,2023-02,1213,225,10.85%,4,110
奔驰EQB,北京奔驰,2024-02,405,317,1.09%,7,168
奔驰EQB,北京奔驰,2024-01,295,401,0.73%,9,215
奔驰EQB,北京奔驰,2023-12,921,315,1.73%,7,166
奔驰EQB,北京奔驰,2023-11,689,338,1.95%,9,185
奔驰EQB,北京奔驰,2023-10,145,460,0.37%,10,249
奔驰EQB,北京奔驰,2023-09,558,363,1.01%,8,195
奔驰EQB,北京奔驰,2023-08,682,323,1.24%,8,168
奔驰EQB,北京奔驰,2023-07,937,287,1.83%,7,151
奔驰EQB,北京奔驰,2023-06,411,369,0.71%,9,198
奔驰EQB,北京奔驰,2023-05,546,338,1.06%,8,174
奔驰EQB,北京奔驰,2023-04,300,403,0.61%,10,214
奔驰EQB,北京奔驰,2023-03,257,412,0.52%,11,217
奔驰EQB,北京奔驰,2023-02,181,419,0.39%,11,224
高山,长城汽车,2024-02,403,318,15.39%,2,31
高山,长城汽车,2024-01,1091,278,32.80%,2,26
高山,长城汽车,2023-12,713,350,20.36%,2,34
高山,长城汽车,2023-11,612,350,22.24%,2,34
库斯途,北京现代,2024-02,400,320,3.33%,4,32
库斯途,北京现代,2024-01,1015,283,4.51%,4,28
库斯途,北京现代,2023-12,1376,271,5.10%,4,21
库斯途,北京现代,2023-11,1021,298,5.19%,4,26
库斯途,北京现代,2023-10,1238,268,6.51%,4,22
库斯途,北京现代,2023-09,1487,246,8.42%,4,23
库斯途,北京现代,2023-08,1329,256,7.38%,4,22
库斯途,北京现代,2023-07,1211,261,7.49%,5,24
库斯途,北京现代,2023-06,1127,266,5.63%,4,23
库斯途,北京现代,2023-05,1025,264,4.44%,4,27
库斯途,北京现代,2023-04,1126,259,5.62%,5,25
库斯途,北京现代,2023-03,893,289,3.80%,5,29
库斯途,北京现代,2023-02,518,333,3.14%,5,30
凯迪拉克CT6,上汽通用凯迪拉克,2024-02,400,319,6.15%,4,17
凯迪拉克CT6,上汽通用凯迪拉克,2024-01,619,332,4.12%,5,16
凯迪拉克CT6,上汽通用凯迪拉克,2023-12,503,393,3.05%,6,21
凯迪拉克CT6,上汽通用凯迪拉克,2023-11,1400,263,8.23%,5,14
凯迪拉克CT6,上汽通用凯迪拉克,2023-10,809,322,4.76%,5,16
凯迪拉克CT6,上汽通用凯迪拉克,2023-09,1180,277,9.07%,2,13
凯迪拉克CT6,上汽通用凯迪拉克,2023-08,927,293,5.79%,5,14
凯迪拉克CT6,上汽通用凯迪拉克,2023-07,1572,232,9.82%,4,10
凯迪拉克CT6,上汽通用凯迪拉克,2023-06,297,394,1.80%,5,21
凯迪拉克CT6,上汽通用凯迪拉克,2023-05,1139,251,5.69%,5,12
凯迪拉克CT6,上汽通用凯迪拉克,2023-04,1219,249,6.41%,5,11
凯迪拉克CT6,上汽通用凯迪拉克,2023-03,905,282,6.96%,5,12
凯迪拉克CT6,上汽通用凯迪拉克,2023-02,559,323,5.59%,5,13
智己LS7,智己汽车,2024-02,395,321,19.75%,2,169
智己LS7,智己汽车,2024-01,388,380,7.76%,2,202
智己LS7,智己汽车,2023-12,532,387,5.11%,2,207
智己LS7,智己汽车,2023-11,539,368,6.19%,2,198
智己LS7,智己汽车,2023-10,385,395,9.58%,2,214
智己LS7,智己汽车,2023-09,556,364,30.80%,2,196
智己LS7,智己汽车,2023-08,1465,243,81.25%,1,126
智己LS7,智己汽车,2023-07,1572,233,91.29%,1,120
智己LS7,智己汽车,2023-06,1948,212,97.06%,1,113
智己LS7,智己汽车,2023-05,1922,204,95.67%,1,99
智己LS7,智己汽车,2023-04,1930,207,96.07%,1,103
智己LS7,智己汽车,2023-03,1978,194,98.56%,1,91
智己LS7,智己汽车,2023-02,1009,248,80.66%,1,119
吉利几何G6,吉利几何,2024-02,392,323,9.88%,3,53
吉利几何G6,吉利几何,2024-01,1228,267,15.21%,3,45
吉利几何G6,吉利几何,2023-12,227,451,4.66%,3,66
吉利几何G6,吉利几何,2023-11,15,526,0.32%,3,75
吉利几何G6,吉利几何,2023-10,1062,290,16.00%,2,51
吉利几何G6,吉利几何,2023-09,713,337,11.01%,3,57
吉利几何G6,吉利几何,2023-08,1342,254,18.13%,3,49
吉利几何G6,吉利几何,2023-07,167,443,5.20%,4,70
吉利几何G6,吉利几何,2023-06,252,416,6.92%,5,70
吉利几何G6,吉利几何,2023-05,329,391,7.68%,3,69
吉利几何G6,吉利几何,2023-04,1042,271,13.97%,3,54
吉利几何G6,吉利几何,2023-03,119,458,2.51%,5,76
吉利几何G6,吉利几何,2023-02,697,298,11.73%,3,62
星途揽月,星途,2024-02,392,322,10.31%,4,170
星途揽月,星途,2024-01,824,305,15.68%,3,164
星途揽月,星途,2023-12,1464,264,14.62%,3,139
星途揽月,星途,2023-11,1405,260,19.62%,3,139
星途揽月,星途,2023-10,1051,291,14.71%,3,155
星途揽月,星途,2023-09,1289,267,21.45%,3,140
星途揽月,星途,2023-08,1064,276,22.03%,3,143
星途揽月,星途,2023-07,890,292,17.37%,4,153
星途揽月,星途,2023-06,1007,284,21.85%,2,148
星途揽月,星途,2023-05,1002,271,25.79%,2,131
星途揽月,星途,2023-04,721,318,24.03%,3,161
星途揽月,星途,2023-03,182,435,6.69%,2,233
星途揽月,星途,2023-02,38,492,1.86%,3,265
启辰VX6,东风日产,2024-02,386,325,14.46%,4,172
启辰VX6,东风日产,2024-01,545,349,14.60%,4,185
启辰VX6,东风日产,2023-12,1112,299,17.36%,3,155
启辰VX6,东风日产,2023-11,534,370,10.45%,4,200
五菱星云,上汽通用五菱,2024-02,386,324,0.72%,12,171
五菱星云,上汽通用五菱,2024-01,527,353,0.73%,12,187
五菱星云,上汽通用五菱,2023-12,544,381,0.58%,12,204
五菱星云,上汽通用五菱,2023-11,598,352,0.82%,10,190
五菱星云,上汽通用五菱,2023-10,983,297,1.37%,9,159
五菱星云,上汽通用五菱,2023-09,792,326,1.15%,10,172
奥迪Q6,上汽奥迪,2024-02,370,326,30.65%,2,173
奥迪Q6,上汽奥迪,2024-01,661,325,32.61%,2,173
奥迪Q6,上汽奥迪,2023-12,507,391,6.69%,3,210
奥迪Q6,上汽奥迪,2023-11,567,360,14.15%,3,195
奥迪Q6,上汽奥迪,2023-10,299,417,11.65%,3,228
奥迪Q6,上汽奥迪,2023-09,582,357,19.35%,2,191
奥迪Q6,上汽奥迪,2023-08,587,337,29.10%,2,177
奥迪Q6,上汽奥迪,2023-07,360,387,17.97%,3,213
奥迪Q6,上汽奥迪,2023-06,350,382,13.92%,3,207
奥迪Q6,上汽奥迪,2023-05,314,396,12.52%,3,205
奥迪Q6,上汽奥迪,2023-04,364,387,22.51%,3,204
奥迪Q6,上汽奥迪,2023-03,227,426,22.54%,3,226
奥迪Q6,上汽奥迪,2023-02,160,426,28.42%,2,227
五菱Air ev晴空,上汽通用五菱,2024-02,369,327,0.69%,13,8
五菱Air ev晴空,上汽通用五菱,2024-01,122,461,0.17%,15,17
五菱Air ev晴空,上汽通用五菱,2023-12,213,458,0.23%,14,17
五菱Air ev晴空,上汽通用五菱,2023-11,296,415,0.41%,13,14
五菱Air ev晴空,上汽通用五菱,2023-10,614,348,0.85%,10,11
五菱Air ev晴空,上汽通用五菱,2023-09,733,334,1.07%,11,11
五菱Air ev晴空,上汽通用五菱,2023-08,983,289,1.70%,9,9
五菱Air ev晴空,上汽通用五菱,2023-07,988,282,1.54%,10,8
五菱Air ev晴空,上汽通用五菱,2023-06,697,317,1.35%,10,10
五菱Air ev晴空,上汽通用五菱,2023-05,546,339,0.86%,11,11
五菱Air ev晴空,上汽通用五菱,2023-04,362,388,0.62%,12,11
五菱Air ev晴空,上汽通用五菱,2023-03,592,340,1.05%,11,10
五菱Air ev晴空,上汽通用五菱,2023-02,941,259,1.44%,8,8
途铠,上汽大众,2024-02,366,328,0.60%,11,174
途铠,上汽大众,2024-01,2265,201,2.03%,8,100
途铠,上汽大众,2023-12,2861,206,2.08%,9,105
途铠,上汽大众,2023-11,338,407,0.31%,14,225
途铠,上汽大众,2023-10,491,364,0.46%,13,196
途铠,上汽大众,2023-09,1953,218,1.78%,11,111
途铠,上汽大众,2023-08,342,398,0.32%,13,216
途铠,上汽大众,2023-07,478,362,0.50%,13,196
途铠,上汽大众,2023-06,3177,162,3.38%,7,78
途铠,上汽大众,2023-05,1256,243,1.39%,12,119
途铠,上汽大众,2023-04,2584,175,2.69%,11,83
途铠,上汽大众,2023-03,791,308,0.98%,13,153
途铠,上汽大众,2023-02,747,291,1.05%,12,143
奔驰EQE,北京奔驰,2024-02,364,329,0.98%,8,18
奔驰EQE,北京奔驰,2024-01,715,316,1.77%,7,15
奔驰EQE,北京奔驰,2023-12,712,351,1.34%,8,20
奔驰EQE,北京奔驰,2023-11,1207,278,3.41%,7,15
奔驰EQE,北京奔驰,2023-10,823,319,2.11%,7,15
奔驰EQE,北京奔驰,2023-09,842,317,1.52%,7,15
奔驰EQE,北京奔驰,2023-08,941,292,1.71%,7,13
奔驰EQE,北京奔驰,2023-07,591,342,1.15%,9,17
奔驰EQE,北京奔驰,2023-06,613,325,1.06%,8,15
奔驰EQE,北京奔驰,2023-05,1254,244,2.44%,7,10
奔驰EQE,北京奔驰,2023-04,700,323,1.41%,8,16
奔驰EQE,北京奔驰,2023-03,730,320,1.47%,8,15
奔驰EQE,北京奔驰,2023-02,421,356,0.90%,8,14
哈弗H5,长城汽车,2024-02,364,330,1.70%,7,175
哈弗H5,长城汽车,2024-01,1006,285,2.48%,6,147
哈弗H5,长城汽车,2023-12,824,332,1.87%,6,176
哈弗H5,长城汽车,2023-11,1206,279,2.47%,7,149
哈弗H5,长城汽车,2023-10,2036,219,3.81%,5,116
哈弗H5,长城汽车,2023-09,3100,167,6.07%,5,82
别克E5,上汽通用别克,2024-02,363,331,1.98%,8,176
别克E5,上汽通用别克,2024-01,1699,227,3.94%,7,117
别克E5,上汽通用别克,2023-11,1221,277,2.68%,8,148
别克E5,上汽通用别克,2023-10,1693,246,4.01%,8,133
别克E5,上汽通用别克,2023-09,4868,119,9.55%,4,57
别克E5,上汽通用别克,2023-08,3961,139,7.93%,5,67
别克E5,上汽通用别克,2023-07,3722,131,7.45%,5,63
别克E5,上汽通用别克,2023-06,3587,150,7.80%,5,72
别克E5,上汽通用别克,2023-05,318,393,0.69%,9,203
别克E5,上汽通用别克,2023-04,713,321,1.61%,9,163
飞凡R7,上汽集团,2024-02,361,332,75.21%,1,177
飞凡R7,上汽集团,2024-01,1803,221,97.14%,1,115
飞凡R7,上汽集团,2023-12,3099,190,69.42%,1,95
飞凡R7,上汽集团,2023-11,1113,286,63.64%,1,154
飞凡R7,上汽集团,2023-10,106,479,4.91%,2,263
飞凡R7,上汽集团,2023-09,106,479,4.91%,2,260
飞凡R7,上汽集团,2023-08,400,378,30.72%,2,203
飞凡R7,上汽集团,2023-07,578,344,32.08%,2,185
飞凡R7,上汽集团,2023-06,168,440,6.79%,2,231
飞凡R7,上汽集团,2023-05,47,488,2.00%,2,260
飞凡R7,上汽集团,2023-04,100,471,7.69%,2,247
飞凡R7,上汽集团,2023-03,501,357,91.26%,1,184
飞凡R7,上汽集团,2023-02,200,414,100.00%,1,222
远志M1,大运汽车,2024-02,359,333,17.33%,2,33
远志M1,大运汽车,2024-01,545,348,25.00%,2,33
远志M1,大运汽车,2023-12,570,373,23.50%,2,37
远志M1,大运汽车,2023-11,744,332,29.58%,2,31
远志M1,大运汽车,2023-10,661,340,24.98%,2,30
远志M1,大运汽车,2023-09,563,361,22.31%,2,34
远志M1,大运汽车,2023-08,497,358,23.69%,2,31
远志M1,大运汽车,2023-07,324,397,18.84%,2,37
远志M1,大运汽车,2023-06,376,374,22.38%,2,33
远志M1,大运汽车,2023-05,354,382,21.13%,2,37
远志M1,大运汽车,2023-04,324,398,25.61%,2,37
远志M1,大运汽车,2023-03,339,394,26.90%,2,38
远志M1,大运汽车,2023-02,170,422,14.42%,2,40
雅阁新能源,广汽本田,2024-02,357,334,1.48%,9,37
雅阁新能源,广汽本田,2024-01,692,321,1.28%,9,39
雅阁新能源,广汽本田,2023-12,954,312,1.29%,9,37
雅阁新能源,广汽本田,2023-11,676,341,1.26%,9,39
雅阁新能源,广汽本田,2023-10,737,333,1.13%,10,35
雅阁新能源,广汽本田,2023-09,643,347,1.28%,11,38
雅阁新能源,广汽本田,2023-08,612,332,1.45%,10,37
雅阁新能源,广汽本田,2023-07,567,347,1.39%,10,37
林肯Z,长安林肯,2024-02,355,335,12.90%,3,38
林肯Z,长安林肯,2024-01,885,294,15.23%,3,36
林肯Z,长安林肯,2023-12,887,321,6.86%,3,39
林肯Z,长安林肯,2023-11,853,315,12.61%,3,35
林肯Z,长安林肯,2023-10,952,303,17.28%,3,33
林肯Z,长安林肯,2023-09,1280,268,20.18%,3,29
林肯Z,长安林肯,2023-08,1079,274,27.55%,2,32
林肯Z,长安林肯,2023-07,1256,256,18.38%,3,29
林肯Z,长安林肯,2023-06,1455,241,28.33%,2,28
林肯Z,长安林肯,2023-05,1537,222,38.20%,2,28
林肯Z,长安林肯,2023-04,1412,232,24.41%,2,30
林肯Z,长安林肯,2023-03,895,288,17.43%,3,35
林肯Z,长安林肯,2023-02,828,275,21.20%,3,32
元宝,北京汽车制造厂,2024-02,352,336,37.97%,2,9
元宝,北京汽车制造厂,2024-01,166,442,10.02%,2,15
元宝,北京汽车制造厂,2023-12,536,385,32.37%,2,14
元宝,北京汽车制造厂,2023-11,316,411,19.04%,2,13
元宝,北京汽车制造厂,2023-10,786,329,34.92%,2,9
元宝,北京汽车制造厂,2023-09,745,333,36.54%,2,10
元宝,北京汽车制造厂,2023-08,813,305,42.88%,2,11
元宝,北京汽车制造厂,2023-07,831,306,33.07%,2,9
元宝,北京汽车制造厂,2023-06,937,292,47.16%,1,8
元宝,北京汽车制造厂,2023-05,916,287,80.63%,1,9
元宝,北京汽车制造厂,2023-04,300,405,100.00%,1,12
元宝,北京汽车制造厂,2023-03,301,404,100.00%,1,14
元宝,北京汽车制造厂,2023-02,575,318,100.00%,1,10
捷豹XFL,奇瑞捷豹路虎,2024-02,351,337,39.35%,2,19
捷豹XFL,奇瑞捷豹路虎,2024-01,1018,282,55.48%,1,13
捷豹XFL,奇瑞捷豹路虎,2023-12,1039,305,46.80%,1,16
捷豹XFL,奇瑞捷豹路虎,2023-11,1144,283,55.61%,1,16
捷豹XFL,奇瑞捷豹路虎,2023-10,1112,282,60.57%,1,14
捷豹XFL,奇瑞捷豹路虎,2023-09,1102,284,44.96%,2,14
捷豹XFL,奇瑞捷豹路虎,2023-08,970,291,46.39%,2,12
捷豹XFL,奇瑞捷豹路虎,2023-07,892,291,45.65%,2,15
捷豹XFL,奇瑞捷豹路虎,2023-06,851,300,45.39%,2,13
捷豹XFL,奇瑞捷豹路虎,2023-05,1017,266,52.18%,1,13
捷豹XFL,奇瑞捷豹路虎,2023-04,994,279,53.76%,1,14
捷豹XFL,奇瑞捷豹路虎,2023-03,816,302,49.82%,2,13
捷豹XFL,奇瑞捷豹路虎,2023-02,746,292,48.04%,2,10
奕跑,悦达起亚,2024-02,348,338,9.85%,4,178
奕跑,悦达起亚,2024-01,446,368,7.90%,6,195
奕跑,悦达起亚,2023-12,859,325,13.22%,4,172
奕跑,悦达起亚,2023-11,761,331,16.09%,3,182
奕跑,悦达起亚,2023-10,814,320,17.73%,3,175
奕跑,悦达起亚,2023-09,634,349,12.63%,5,185
奕跑,悦达起亚,2023-08,651,325,15.94%,4,169
奕跑,悦达起亚,2023-07,611,336,12.85%,4,180
奕跑,悦达起亚,2023-06,741,310,14.59%,3,162
奕跑,悦达起亚,2023-05,773,306,10.82%,5,151
奕跑,悦达起亚,2023-04,710,322,9.46%,5,164
奕跑,悦达起亚,2023-03,758,315,12.38%,4,159
奕跑,悦达起亚,2023-02,783,285,12.19%,4,139
小麒麟,江铃集团新能源,2024-02,340,339,70.39%,1,10
小麒麟,江铃集团新能源,2024-01,437,372,37.97%,2,9
小麒麟,江铃集团新能源,2023-12,728,348,47.80%,1,11
小麒麟,江铃集团新能源,2023-11,556,363,37.72%,2,10
小麒麟,江铃集团新能源,2023-10,334,407,30.61%,2,15
小麒麟,江铃集团新能源,2023-09,250,423,40.45%,2,15
小麒麟,江铃集团新能源,2023-08,194,444,46.63%,2,14
小麒麟,江铃集团新能源,2023-07,167,444,45.63%,2,15
小麒麟,江铃集团新能源,2023-06,212,428,68.17%,1,15
小麒麟,江铃集团新能源,2023-05,211,424,64.13%,1,16
小麒麟,江铃集团新能源,2023-04,67,487,45.89%,1,18
小麒麟,江铃集团新能源,2023-03,102,467,68.46%,1,16
小麒麟,江铃集团新能源,2023-02,71,464,29.46%,2,17
奔奔E-Star,长安汽车,2024-02,339,340,2.02%,5,11
奔奔E-Star,长安汽车,2024-01,423,374,1.33%,5,10
奔奔E-Star,长安汽车,2023-12,1471,263,7.21%,5,8
奔奔E-Star,长安汽车,2023-11,2281,208,11.39%,5,7
奔奔E-Star,长安汽车,2023-10,3342,165,12.40%,5,6
奔奔E-Star,长安汽车,2023-09,1458,249,6.53%,5,8
风光500,东风小康,2024-02,335,341,18.82%,2,179
风光500,东风小康,2024-01,962,288,42.42%,1,150
风光500,东风小康,2023-12,607,367,20.07%,2,195
风光500,东风小康,2023-11,1039,294,36.19%,1,158
风光500,东风小康,2023-10,518,359,18.59%,1,193
风光500,东风小康,2023-09,1451,250,37.38%,1,132
风光500,东风小康,2023-08,580,341,20.19%,2,180
风光500,东风小康,2023-07,1613,229,42.53%,1,117
风光500,东风小康,2023-06,243,418,16.36%,4,220
风光500,东风小康,2023-05,316,395,20.90%,2,204
风光500,东风小康,2023-04,295,407,19.99%,3,215
风光500,东风小康,2023-03,396,379,19.91%,2,198
风光500,东风小康,2023-02,553,324,18.02%,3,166
奕泽IZOA,一汽丰田,2024-02,325,342,1.12%,9,181
奕泽IZOA,一汽丰田,2024-01,507,356,0.73%,10,189
奕泽IZOA,一汽丰田,2023-12,477,397,0.56%,10,214
奕泽IZOA,一汽丰田,2023-11,350,400,0.54%,10,223
奕泽IZOA,一汽丰田,2023-10,348,404,0.52%,11,221
奕泽IZOA,一汽丰田,2023-09,276,416,0.35%,10,223
奕泽IZOA,一汽丰田,2023-08,409,374,0.54%,11,201
奕泽IZOA,一汽丰田,2023-07,853,300,1.35%,9,158
奕泽IZOA,一汽丰田,2023-06,525,338,0.74%,10,177
奕泽IZOA,一汽丰田,2023-05,911,289,1.30%,12,142
奕泽IZOA,一汽丰田,2023-04,680,325,0.95%,13,166
奕泽IZOA,一汽丰田,2023-03,780,312,1.25%,12,156
奕泽IZOA,一汽丰田,2023-02,626,308,1.25%,12,154
五菱征程,上汽通用五菱,2024-02,325,344,0.61%,14,34
五菱征程,上汽通用五菱,2024-01,515,354,0.71%,13,34
五菱征程,上汽通用五菱,2023-12,816,335,0.88%,11,32
五菱征程,上汽通用五菱,2023-11,560,362,0.77%,11,35
五菱征程,上汽通用五菱,2023-10,561,355,0.78%,11,32
五菱征程,上汽通用五菱,2023-09,694,342,1.01%,12,33
五菱征程,上汽通用五菱,2023-08,644,327,1.11%,10,30
五菱征程,上汽通用五菱,2023-07,633,332,0.99%,11,31
五菱征程,上汽通用五菱,2023-06,711,314,1.38%,9,28
五菱征程,上汽通用五菱,2023-05,654,320,1.03%,10,30
五菱征程,上汽通用五菱,2023-04,595,336,1.02%,10,33
五菱征程,上汽通用五菱,2023-03,790,309,1.40%,10,31
五菱征程,上汽通用五菱,2023-02,853,271,1.30%,9,23
领裕,江铃福特,2024-02,325,343,13.98%,2,180
领裕,江铃福特,2024-01,509,355,14.49%,2,188
领裕,江铃福特,2023-12,660,357,14.74%,2,189
领裕,江铃福特,2023-11,537,369,15.29%,2,199
领裕,江铃福特,2023-10,567,354,16.32%,2,190
领裕,江铃福特,2023-09,500,372,14.95%,2,202
领裕,江铃福特,2023-08,493,361,14.77%,2,195
领裕,江铃福特,2023-07,660,326,21.11%,2,174
领裕,江铃福特,2023-06,495,347,14.74%,2,183
领裕,江铃福特,2023-05,549,336,16.36%,2,173
领裕,江铃福特,2023-04,567,341,18.39%,2,175
领裕,江铃福特,2023-03,489,358,19.36%,2,185
领裕,江铃福特,2023-02,547,327,21.69%,2,168
奔驰EQA,北京奔驰,2024-02,319,345,0.86%,9,182
奔驰EQA,北京奔驰,2024-01,129,456,0.32%,10,247
奔驰EQA,北京奔驰,2023-12,179,469,0.34%,10,251
奔驰EQA,北京奔驰,2023-11,433,378,1.22%,10,207
奔驰EQA,北京奔驰,2023-10,308,414,0.79%,9,226
奔驰EQA,北京奔驰,2023-09,509,371,0.92%,9,201
奔驰EQA,北京奔驰,2023-08,402,377,0.73%,10,202
奔驰EQA,北京奔驰,2023-07,414,374,0.81%,10,205
奔驰EQA,北京奔驰,2023-06,352,379,0.61%,10,204
奔驰EQA,北京奔驰,2023-05,483,350,0.94%,9,181
奔驰EQA,北京奔驰,2023-04,100,468,0.20%,13,245
奔驰EQA,北京奔驰,2023-03,159,440,0.32%,12,238
奔驰EQA,北京奔驰,2023-02,103,448,0.22%,12,237
本田e:NS1,东风本田,2024-02,318,346,1.50%,8,183
本田e:NS1,东风本田,2024-01,943,290,1.25%,9,152
本田e:NS1,东风本田,2023-12,3520,174,5.61%,6,88
本田e:NS1,东风本田,2023-11,1162,281,2.20%,7,151
本田e:NS1,东风本田,2023-10,1378,257,2.12%,7,139
本田e:NS1,东风本田,2023-09,867,312,1.46%,7,165
本田e:NS1,东风本田,2023-08,611,333,1.02%,8,174
本田e:NS1,东风本田,2023-07,142,455,0.29%,12,241
本田e:NS1,东风本田,2023-06,155,444,0.33%,11,235
本田e:NS1,东风本田,2023-05,181,436,0.36%,11,230
本田e:NS1,东风本田,2023-04,131,457,0.38%,11,239
本田e:NS1,东风本田,2023-03,883,293,2.23%,8,143
本田e:NS1,东风本田,2023-02,924,262,2.45%,8,126
凯翼昆仑,凯翼汽车,2024-02,317,347,21.95%,2,184
凯翼昆仑,凯翼汽车,2024-01,592,341,23.99%,2,180
凯翼昆仑,凯翼汽车,2023-12,889,320,13.60%,3,170
凯翼昆仑,凯翼汽车,2023-11,871,313,35.14%,2,170
凯翼昆仑,凯翼汽车,2023-10,943,304,29.78%,2,163
凯翼昆仑,凯翼汽车,2023-09,753,331,31.44%,2,176
凯翼昆仑,凯翼汽车,2023-08,624,329,28.70%,2,171
凯翼昆仑,凯翼汽车,2023-07,517,352,21.85%,2,189
凯翼昆仑,凯翼汽车,2023-06,350,383,17.55%,2,206
凯翼昆仑,凯翼汽车,2023-05,448,359,10.10%,3,187
凯翼昆仑,凯翼汽车,2023-04,1075,266,25.81%,2,129
凯翼昆仑,凯翼汽车,2023-03,1529,219,37.05%,2,105
凯翼昆仑,凯翼汽车,2023-02,360,373,10.84%,3,194
速派,上汽大众斯柯达,2024-02,313,348,31.30%,1,39
速派,上汽大众斯柯达,2024-01,439,370,29.27%,2,42
速派,上汽大众斯柯达,2023-12,395,418,24.80%,2,43
速派,上汽大众斯柯达,2023-11,430,379,28.51%,1,41
速派,上汽大众斯柯达,2023-10,393,392,24.56%,2,40
速派,上汽大众斯柯达,2023-09,354,397,19.67%,2,40
速派,上汽大众斯柯达,2023-08,197,440,13.12%,3,43
速派,上汽大众斯柯达,2023-07,107,463,5.36%,6,45
速派,上汽大众斯柯达,2023-06,145,446,6.30%,6,44
速派,上汽大众斯柯达,2023-05,119,456,5.17%,6,45
速派,上汽大众斯柯达,2023-04,101,465,4.58%,6,48
速派,上汽大众斯柯达,2023-03,84,477,4.19%,6,44
速派,上汽大众斯柯达,2023-02,92,454,4.60%,6,44
马自达CX-50行也,长安马自达,2024-02,312,349,7.89%,3,186
马自达CX-50行也,长安马自达,2024-01,751,314,8.16%,3,167
马自达CX-50行也,长安马自达,2023-12,664,356,6.02%,3,188
马自达CX-50行也,长安马自达,2023-11,815,321,8.71%,3,174
马自达CX-50行也,长安马自达,2023-10,1072,289,8.33%,3,154
马自达CX-50行也,长安马自达,2023-09,990,296,9.57%,3,156
马自达CX-50行也,长安马自达,2023-08,1012,285,12.76%,2,148
马自达CX-50行也,长安马自达,2023-07,1051,276,21.29%,2,144
马自达CX-50行也,长安马自达,2023-06,4158,131,56.11%,1,59
马自达CX-50行也,长安马自达,2023-05,503,347,7.29%,5,179
