brand,carName,carImg,saleVolume,min_price,max_price,manufacturer,rank,carModel,energyType,marketTime,over_score,appearance_score,interior_score,configure_score,spatial_score,comfort_score,manipulating_score,motivation_score,comprehensive_evaluation
特斯拉,Model Y,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6180aeadc5934c81906060f03bc651ff~tplv-resize:640:0.png,22537,25.89,36.39,特斯拉中国,1,中型SUV,纯电动,2024.02,4.04,4.30,3.46,3.70,4.40,4.09,4.17,4.19,"['整体空间出色（369）', '动力十足（236）', '操控出色（208）', '驾驶体验良好（143）', '后备厢空间大（104）', '储物空间合理（92）', '配置实用（80）', '续航表现优秀（68）', '动力响应灵敏（63）', '车机操作流畅（52）', '音响品质好（49）', '充电时间较短（42）', '乘坐感受比较差（65）', '漆面薄（47）', '有异响（42）', '悬挂表现不理想（39）', '续航表现较差（39）', '底盘表现不理想（31）', '隔音差（30）', '配置鸡肋（29）', '悬架跳动明显（23）', '新车异味较大（20）', '胎噪大（16）', '后排空间小（12）']"
比亚迪,秦PLUS DM-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b16feb96960c4b178686faea93e71f3c~tplv-resize:640:0.png,21268,7.98,12.58,比亚迪,2,紧凑型车,插电式混合动力,2024.02,-,-,-,-,-,-,-,-,"['动力十足（640）', '油耗低（491）', '动力响应灵敏（213）', '整体空间出色（187）', '动力输出平顺（153）', '驾驶体验良好（151）', '静谧性强（118）', '配置丰富（116）', '续航表现优秀（111）', '配置实用（85）', '操控出色（84）', '外观耐看（76）', '胎噪大（222）', '有异响（113）', '底盘表现不理想（109）', '悬挂表现不理想（87）', '隔音差（85）', '乘坐感受比较差（73）', '后排空间小（57）', '风噪大（43）', '刹车表现较差（43）', '配置低（41）', '续航表现较差（39）', '油耗高（38）']"
AITO,问界M7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ec234ea1f5a64f9b940ac268fa562ec4~tplv-resize:640:0.png,21083,24.98,37.98,赛力斯汽车,3,中大型SUV,增程式,2023.09,4.07,3.80,4.28,4.18,3.99,4.16,4.02,4.09,"['整体空间出色（66）', '动力十足（48）', '配置丰富（43）', '驾驶体验良好（37）', '静谧性强（35）', '配置实用（33）', '乘坐感受还可以（31）', '车机操作流畅（27）', '内饰质感不错（21）', '内饰好看（16）', '底盘调校好（16）', '操控出色（15）', '后备厢空间小（12）', '第三排狭小（11）', '有异响（9）', '配置鸡肋（9）', '空间局促（4）', '续航表现较差（4）', '刹车表现较差（4）', '底盘表现不理想（4）', '悬挂表现不理想（3）', '操控感较差（3）', '储物空间较少（2）', '后排地台隆起（2）']"
日产,轩逸,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f5483079e6094fb898c14f3b3d6c1493~tplv-resize:640:0.png,19878,7.86,15.99,东风日产,4,紧凑型车,汽油,2024.01,3.52,3.79,3.35,3.08,3.98,3.55,3.47,3.42,"['乘坐感受还可以（360）', '油耗低（359）', '整体空间出色（343）', '动力输出平顺（119）', '动力十足（111）', '后排空间大（97）', '外观时尚（68）', '驾驶体验良好（67）', '动力响应灵敏（64）', '后备厢空间大（61）', '保养费用低（53）', '动力中规中矩（131）', '动力不足（168）', '动力响应不灵敏（125）', '漆面薄（124）', '隔音差（76）', '配置低（72）', '有异响（60）', '胎噪大（33）', '整体配置一般（31）', '油耗高（27）', '内饰材质较差（25）', '风噪大（22）', '新车异味较大（21）']"
长安,长安CS75 PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75ebab9e98d24c8b86fbae3f3554dc15~tplv-resize:640:0.png,17303,9.79,13.49,长安汽车,5,紧凑型SUV,汽油,2024.03,3.74,4.00,3.88,3.67,4.05,3.51,3.50,3.53,"['整体空间出色（480）', '动力十足（381）', '配置丰富（138）', '后备厢空间大（104）', '后排空间大（91）', '外观时尚（82）', '动力响应灵敏（81）', '乘坐感受还可以（79）', '驾驶体验良好（69）', '动力输出平顺（66）', '内饰质感不错（61）', '动力中规中矩（79）', '油耗高（171）', '有异响（130）', '隔音差（79）', '胎噪大（51）', '车机卡顿严重（42）', '动力响应不灵敏（42）', '变速箱换挡顿挫（38）', '新车异味较大（34）', '乘坐感受比较差（31）', '配置鸡肋（30）', '风噪大（28）', '底盘表现不理想（26）']"
比亚迪,海鸥,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/af600c6bd2844b1fa774fd19a23466da~tplv-resize:640:0.png,14403,6.98,8.58,比亚迪,6,小型车,纯电动,2024.03,3.35,3.88,3.35,3.21,3.25,3.21,3.28,3.25,"['驾驶体验良好（19）', '整体空间出色（18）', '操控出色（13）', '动力十足（12）', '配置丰富（11）', '续航表现优秀（7）', '后排空间大（6）', '配置实用（5）', '内饰好看（3）', '外观时尚（3）', '动力输出平顺（3）', '动力响应灵敏（3）', '配置鸡肋（10）', '胎噪大（9）', '新车异味较大（9）', '隔音差（6）', '后备厢空间小（5）', '悬挂表现不理想（4）', '悬架跳动明显（3）', '配置低（3）', '内饰材质较差（2）', '操控感较差（2）', '储物空间较少（1）', '后排空间小（1）']"
大众,朗逸,https://p3-dcd.byteimg.com/img/motor-mis-img/28d677a5f94a5a24103f088dd94c8515~tplv-resize:640:0.png,14400,6.98,12.49,上汽大众,7,紧凑型车,汽油,2023.09,3.64,4.21,3.32,3.27,3.66,3.67,3.68,3.69,"['整体空间出色（271）', '动力十足（236）', '油耗低（203）', '后备厢空间大（141）', '操控出色（88）', '底盘调校好（72）', '外观大气（70）', '外观耐看（64）', '后排空间大（61）', '驾驶体验良好（60）', '乘坐感受还可以（49）', '动力中规中矩（77）', '内饰材质较差（131）', '动力响应不灵敏（126）', '动力不足（109）', '后排地台隆起（96）', '有异响（77）', '配置低（70）', '隔音差（45）', '乘坐感受比较差（28）', '配置鸡肋（28）', '变速箱换挡顿挫（24）', '内饰用料普通（23）', '胎噪大（23）']"
大众,速腾,https://p3-dcd.byteimg.com/img/motor-mis-img/44c013067df2032cc03b6031eb68bf05~tplv-resize:640:0.png,14209,9.29,13.79,一汽-大众,8,紧凑型车,汽油,2022.06,3.71,3.90,3.62,3.34,3.95,3.72,3.72,3.72,"['动力十足（383）', '整体空间出色（370）', '油耗低（177）', '底盘调校好（119）', '后备厢空间大（117）', '驾驶体验良好（115）', '后排空间大（104）', '动力响应灵敏（103）', '操控出色（101）', '配置丰富（78）', '乘坐感受还可以（61）', '动力中规中矩（79）', '后排地台隆起（142）', '胎噪大（137）', '有异响（131）', '油耗高（58）', '配置低（56）', '变速箱换挡顿挫（50）', '动力响应不灵敏（48）', '隔音差（41）', '乘坐感受比较差（41）', '配置鸡肋（40）', '动力不足（40）', '车机卡顿严重（22）']"
五菱汽车,五菱宏光MINIEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/287e133f10e1402386d901c399885fbf~tplv-resize:640:0.png,12649,2.98,9.99,上汽通用五菱,9,微型车,纯电动,2023.11,2.77,3.94,2.90,2.34,2.53,2.61,2.52,2.54,"['整体空间出色（77）', '外观耐看（63）', '动力十足（47）', '续航表现优秀（27）', '外观时尚（26）', '空间灵活性不错（23）', '动力响应灵敏（23）', '操控出色（23）', '驾驶体验良好（18）', '动力中规中矩（35）', '续航满足通勤（33）', '空间中规中矩（23）', '动力不足（31）', '续航表现较差（30）', '充电时间较长（27）', '后排空间小（26）', '内饰材质较差（22）', '隔音差（19）', '乘坐感受比较差（19）', '配置低（19）', '新车异味较大（18）', '空间局促（17）', '安全性表现较差（17）', '后备厢空间小（16）']"
大众,帕萨特,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c9ddb9ea9b9047029212858b14caba31~tplv-resize:640:0.png,11641,14.39,20.83,上汽大众,10,中型车,汽油,2023.10,3.88,4.07,3.46,3.51,4.40,3.92,3.91,3.91,"['整体空间出色（476）', '动力十足（412）', '配置丰富（158）', '后排空间大（135）', '油耗低（121）', '乘坐感受还可以（116）', '驾驶体验良好（99）', '动力响应灵敏（97）', '底盘调校好（84）', '后备厢空间大（82）', '外观大气（73）', '配置实用（67）', '胎噪大（171）', '有异响（108）', '变速箱换挡顿挫（60）', '隔音差（59）', '后排地台隆起（57）', '油耗高（49）', '配置鸡肋（45）', '新车异味较大（38）', '配置低（36）', '城市油耗高（33）', '内饰材质较差（31）', '车机卡顿严重（27）']"
奔驰,奔驰GLC,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ced6f5cfd808493d8380351b584516c2~tplv-resize:640:0.png,11435,37.78,48.13,北京奔驰,11,中型SUV,48V轻混系统,2024.03,4.02,4.18,4.45,3.73,3.98,3.95,3.92,3.95,"['整体空间出色（171）', '动力十足（163）', '后排空间大（104）', '内饰好看（83）', '乘坐感受还可以（57）', '内饰质感不错（51）', '内饰豪华（49）', '静谧性强（42）', '驾驶体验良好（42）', '动力输出平顺（39）', '外观大气（35）', '配置丰富（32）', '有异响（85）', '油耗高（58）', '动力响应不灵敏（46）', '变速箱换挡顿挫（32）', '配置低（31）', '后备厢空间小（17）', '后排地台隆起（16）', '悬挂表现不理想（16）', '乘坐感受比较差（15）', '底盘表现不理想（15）', '新车异味较大（13）', '发动机噪音明显（13）']"
奔驰,奔驰C级,https://p3-dcd.byteimg.com/img/motor-mis-img/fd1771f592228d51d414ac0e5fa2469c~tplv-resize:640:0.png,11303,25.82,30.56,北京奔驰,12,中型车,48V轻混系统,2023.10,4.03,4.40,4.91,3.42,3.90,3.85,3.85,3.85,"['动力十足（243）', '内饰好看（173）', '整体空间出色（98）', '静谧性强（87）', '内饰豪华（70）', '后排空间大（67）', '乘坐感受还可以（67）', '驾驶体验良好（62）', '内饰质感不错（61）', '外观时尚（59）', '动力响应灵敏（58）', '动力中规中矩（76）', '配置低（126）', '动力不足（63）', '有异响（55）', '发动机噪音明显（50）', '动力响应不灵敏（46）', '变速箱换挡顿挫（45）', '油耗高（35）', '保养费用较高（29）', '后排空间小（28）', '发动机噪声偏大（26）', '隔音差（24）', '配置鸡肋（23）']"
丰田,卡罗拉锐放,https://p3-dcd.byteimg.com/img/motor-mis-img/58d617d55bda2d2a8aeb9b9d0e8ca823~tplv-resize:640:0.png,11017,9.88,15.38,一汽丰田,13,紧凑型SUV,汽油,2023.05,3.72,3.99,3.11,3.52,3.37,4.03,4.01,4.01,"['动力十足（48）', '油耗低（36）', '操控出色（29）', '驾驶体验良好（28）', '配置实用（27）', '后备厢空间大（25）', '配置丰富（24）', '动力输出平顺（16）', '整体空间出色（15）', '外观时尚（12）', '动力响应灵敏（9）', '内饰一般（14）', '后排空间小（25）', '隔音差（20）', '内饰材质较差（12）', '配置低（11）', '油耗高（7）', '新车异味较大（7）', '配置鸡肋（7）', '空间局促（6）', '风噪大（5）', '有异响（5）', '后排地台隆起（4）', '漆面薄（4）']"
哈弗,哈弗H6,https://p3-dcd.byteimg.com/img/motor-mis-img/418e967314e8e89e55e3b3b359377177~tplv-resize:640:0.png,10848,8.39,12.98,长城汽车,14,紧凑型SUV,汽油,2023.04,3.76,3.97,3.70,3.78,4.08,3.59,3.56,3.64,"['整体空间出色（799）', '动力十足（445）', '配置丰富（309）', '配置实用（180）', '后备厢空间大（168）', '后排空间大（142）', '外观大气（134）', '油耗低（133）', '乘坐感受还可以（124）', '驾驶体验良好（101）', '内饰质感不错（92）', '动力中规中矩（111）', '油耗高（175）', '动力响应不灵敏（112）', '有异响（100）', '新车异味较大（99）', '动力不足（85）', '隔音差（69）', '胎噪大（61）', '变速箱换挡顿挫（49）', '配置鸡肋（41）', '动力响应迟滞（38）', '风噪大（35）', '乘坐感受比较差（29）']"
丰田,锋兰达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e716928f981407b80c5e8772b8141a2~tplv-resize:640:0.png,10774,10.08,15.68,广汽丰田,15,紧凑型SUV,汽油,2023.03,3.68,4.24,3.07,3.31,3.34,3.95,3.93,3.93,"['油耗低（41）', '动力十足（38）', '动力输出平顺（34）', '驾驶体验良好（20）', '后备厢空间大（19）', '配置丰富（19）', '操控出色（15）', '整体空间出色（14）', '配置实用（13）', '乘坐感受还可以（12）', '动力响应灵敏（11）', '内饰一般（11）', '配置低（18）', '后排空间小（17）', '内饰材质较差（12）', '发动机噪音明显（11）', '隔音差（9）', '动力响应不灵敏（7）', '悬挂表现不理想（6）', '风噪大（5）', '胎噪大（5）', '油耗高（5）', '新车异味较大（5）', '有异响（5）']"
大众,迈腾,https://p9-dcd.byteimg.com/img/motor-mis-img/89991e9322440768e5f67b551d6e7ee5~tplv-resize:640:0.png,10217,15.29,21.99,一汽-大众,16,中型车,汽油,2022.10,3.93,4.14,3.60,3.59,4.38,3.93,3.91,3.93,"['动力十足（432）', '整体空间出色（359）', '后排空间大（136）', '操控出色（100）', '动力响应灵敏（86）', '外观大气（85）', '驾驶体验良好（84）', '油耗低（81）', '配置丰富（71）', '后备厢空间大（65）', '底盘调校好（56）', '动力中规中矩（44）', '有异响（110）', '变速箱换挡顿挫（80）', '胎噪大（50）', '乘坐感受比较差（49）', '后排地台隆起（45）', '配置低（40）', '油耗高（36）', '城市油耗高（29）', '隔音差（28）', '储物空间较少（19）', '配置鸡肋（19）', '新车异味较大（18）']"
大众,途观L,https://p3-dcd.byteimg.com/img/motor-mis-img/8201ed0a4daa11da0ecfc31209187bde~tplv-resize:640:0.png,10214,14.68,22.08,上汽大众,17,中型SUV,汽油,2024.03,3.83,4.16,3.50,3.51,4.17,3.82,3.83,3.83,"['整体空间出色（301）', '动力十足（226）', '后排空间大（74）', '后备厢空间大（60）', '油耗低（60）', '外观大气（59）', '配置丰富（59）', '操控出色（54）', '动力响应灵敏（51）', '驾驶体验良好（43）', '底盘调校好（42）', '外观时尚（38）', '变速箱换挡顿挫（47）', '有异响（42）', '内饰材质较差（31）', '后排地台隆起（31）', '油耗高（29）', '隔音差（28）', '胎噪大（28）', '新车异味较大（26）', '配置鸡肋（23）', '城市油耗高（17）', '风噪大（13）', '配置低（11）']"
吉利汽车,星越L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e089916842c943ab8277e180dfb3240b~tplv-resize:640:0.png,10138,12.22,17.02,吉利汽车,18,紧凑型SUV,汽油,2024.01,3.88,4.17,3.91,3.83,4.15,3.70,3.68,3.75,"['动力十足（820）', '整体空间出色（746）', '配置丰富（381）', '驾驶体验良好（259）', '内饰好看（234）', '动力响应灵敏（216）', '静谧性强（208）', '乘坐感受还可以（183）', '油耗低（178）', '内饰质感不错（170）', '操控出色（166）', '后备厢空间大（154）', '油耗高（210）', '配置鸡肋（149）', '胎噪大（92）', '车机卡顿严重（75）', '城市油耗高（72）', '底盘表现不理想（66）', '有异响（49）', '刹车表现较差（41）', '隔音差（40）', '车机功能简单（36）', '悬挂表现不理想（33）', '变速箱换挡顿挫（31）']"
奥迪,奥迪A6L,https://p3-dcd.byteimg.com/img/motor-mis-img/f8250b5672059b6380b04eeeb0d7fe33~tplv-resize:640:0.png,10019,33.8,53.2,一汽-大众奥迪,19,中大型车,汽油,2023.10,4.17,4.54,4.05,3.68,4.33,4.20,4.20,4.21,"['整体空间出色（310）', '动力十足（270）', '驾驶体验良好（109）', '操控出色（93）', '后排空间大（83）', '车机科技感强（77）', '乘坐感受还可以（75）', '油耗低（69）', '动力响应灵敏（69）', '动力输出平顺（68）', '外观大气（62）', '静谧性强（61）', '储物空间较少（107）', '有异响（78）', '乘坐感受比较差（69）', '配置低（63）', '新车异味较大（48）', '胎噪大（36）', '后排地台隆起（34）', '油耗高（31）', '变速箱换挡顿挫（26）', '配置鸡肋（26）', '后排不舒服（19）', '隔音差（13）']"
宝马,宝马3系,https://p3-dcd.byteimg.com/img/motor-mis-img/b4f69ed40e9e2f4f40a8874ce323e181~tplv-resize:640:0.png,9929,23.54,33.59,华晨宝马,20,中型车,汽油,2022.08,4.04,4.51,4.03,3.76,3.85,3.97,4.07,4.10,"['动力十足（520）', '操控出色（353）', '整体空间出色（209）', '动力响应灵敏（191）', '乘坐感受还可以（161）', '驾驶体验良好（145）', '后排空间大（124）', '配置丰富（94）', '油耗低（93）', '静谧性强（89）', '内饰好看（83）', '动力中规中矩（86）', '有异响（182）', '变速箱换挡顿挫（131）', '刹车表现较差（119）', '胎噪大（66）', '配置低（63）', '乘坐感受比较差（39）', '油耗高（39）', '底盘调校偏软（39）', '后排空间小（34）', '悬挂表现不理想（32）', '空间局促（29）', '操控感较差（27）']"
红旗,红旗H5,https://p9-dcd.byteimg.com/img/motor-mis-img/4e5a38bacf99a7c63567e63f3bde1216~tplv-resize:640:0.png,9786,13.48,20.08,一汽红旗,21,中型车,汽油,2023.08,3.82,4.64,3.95,3.55,4.33,3.41,3.42,3.42,"['整体空间出色（127）', '动力十足（106）', '外观大气（41）', '驾驶体验良好（40）', '配置丰富（36）', '内饰好看（33）', '乘坐感受还可以（26）', '后排空间大（22）', '动力响应灵敏（18）', '油耗低（17）', '动力输出平顺（16）', '静谧性强（12）', '胎噪大（43）', '有异响（33）', '油耗高（30）', '配置鸡肋（22）', '隔音差（13）', '动力响应不灵敏（13）', '发动机噪音明显（12）', '车机卡顿严重（11）', '风噪大（9）', '变速箱换挡顿挫（9）', '动力响应迟滞（9）', '城市油耗高（8）']"
吉利汽车,星瑞,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4fc66389c5644e648c5093b476ccd036~tplv-resize:640:0.png,9746,10.17,13.57,吉利汽车,22,紧凑型车,汽油,2024.03,3.86,4.20,3.86,3.76,3.93,3.76,3.75,3.78,"['动力十足（1336）', '整体空间出色（795）', '配置丰富（428）', '动力响应灵敏（394）', '驾驶体验良好（255）', '后排空间大（230）', '内饰好看（227）', '内饰质感不错（198）', '油耗低（189）', '乘坐感受还可以（178）', '配置实用（177）', '外观大气（165）', '胎噪大（314）', '油耗高（259）', '有异响（162）', '车机卡顿严重（127）', '配置鸡肋（84）', '乘坐感受比较差（81）', '隔音差（74）', '城市油耗高（70）', '变速箱换挡顿挫（52）', '动力响应不灵敏（49）', '底盘表现不理想（36）', '风噪大（34）']"
比亚迪,宋Pro DM-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/91291cb770c44932a3f6c14feedc82b3~tplv-resize:640:0.png,9386,10.98,13.98,比亚迪,23,紧凑型SUV,插电式混合动力,2024.03,3.84,4.15,3.79,3.77,3.90,3.74,3.75,3.75,"['整体空间出色（230）', '动力十足（188）', '驾驶体验良好（90）', '油耗低（84）', '配置丰富（83）', '动力响应灵敏（58）', '内饰好看（54）', '动力输出平顺（53）', '后排空间大（52）', '配置实用（50）', '乘坐感受还可以（42）', '续航表现优秀（33）', '后备厢空间小（116）', '胎噪大（69）', '底盘表现不理想（42）', '风噪大（38）', '隔音差（30）', '有异响（25）', '充电时间较长（23）', '悬挂表现不理想（23）', '新车异味较大（22）', '配置鸡肋（18）', '悬架跳动明显（17）', '发动机噪音明显（16）']"
比亚迪,宋PLUS DM-i,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f9d266bdf7d44b418eee09141be33ec0~tplv-resize:640:0.png,9279,12.98,16.98,比亚迪,24,紧凑型SUV,插电式混合动力,2024.02,3.85,4.27,3.75,3.86,3.97,3.71,3.66,3.76,"['整体空间出色（717）', '动力十足（447）', '油耗低（416）', '配置丰富（241）', '后排空间大（212）', '驾驶体验良好（203）', '静谧性强（199）', '动力响应灵敏（194）', '乘坐感受还可以（161）', '配置实用（153）', '动力输出平顺（138）', '续航表现优秀（131）', '后备厢空间小（566）', '胎噪大（115）', '底盘表现不理想（98）', '有异响（88）', '配置鸡肋（69）', '新车异味较大（67）', '悬挂表现不理想（66）', '刹车表现较差（63）', '底盘调校偏软（63）', '储物空间较少（50）', '续航表现较差（50）', '悬架跳动明显（40）']"
比亚迪,海豚,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9764f8a4037b4c39b6446a4fa928e266~tplv-resize:640:0.png,9213,9.98,12.98,比亚迪,25,小型车,纯电动,2024.02,3.47,3.47,3.45,3.57,3.78,3.35,3.32,3.34,"['整体空间出色（138）', '动力十足（106）', '续航表现优秀（69）', '驾驶体验良好（57）', '后排空间大（40）', '乘坐感受还可以（39）', '内饰好看（37）', '动力响应灵敏（31）', '动力输出平顺（28）', '配置丰富（27）', '配置实用（21）', '操控出色（21）', '后备厢空间小（32）', '新车异味较大（28）', '有异响（22）', '胎噪大（14）', '内饰材质较差（10）', '续航表现较差（10）', '隔音差（9）', '风噪大（9）', '悬挂表现不理想（9）', '底盘表现不理想（9）', '配置鸡肋（8）', '配置低（8）']"
奔驰,奔驰E级,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c02aa97643944bed96a20db674f0fcb6~tplv-resize:640:0.png,8900,44.9,59.98,北京奔驰,26,中大型车,48V轻混系统,2023.12,4.11,4.38,4.64,3.74,4.54,3.84,3.80,3.83,"['整体空间出色（201）', '动力十足（144）', '内饰好看（130）', '乘坐感受还可以（81）', '后排空间大（74）', '内饰质感不错（56）', '内饰豪华（50）', '静谧性强（45）', '驾驶体验良好（45）', '操控出色（42）', '外观大气（35）', '动力中规中矩（36）', '有异响（49）', '配置低（45）', '动力响应不灵敏（41）', '变速箱换挡顿挫（39）', '油耗高（32）', '发动机噪声偏大（29）', '发动机噪音明显（28）', '乘坐感受比较差（20）', '配置鸡肋（20）', '动力不足（19）', '胎噪大（17）', '隔音差（16）']"
长安,逸动,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c639d69a418e4532a4d6cb71fb4a1a54~tplv-resize:640:0.png,8683,5.29,8.39,长安汽车,27,紧凑型车,汽油,2024.03,3.49,3.83,3.61,3.53,3.64,3.26,3.26,3.27,"['动力十足（449）', '整体空间出色（356）', '配置丰富（204）', '油耗低（108）', '动力响应灵敏（104）', '内饰好看（99）', '乘坐感受还可以（97）', '后备厢空间大（88）', '配置实用（85）', '外观耐看（84）', '后排空间大（81）', '动力中规中矩（84）', '变速箱换挡顿挫（145）', '油耗高（129）', '胎噪大（122）', '隔音差（94）', '有异响（85）', '动力响应不灵敏（58）', '悬挂表现不理想（41）', '风噪大（39）', '底盘表现不理想（34）', '动力不足（32）', '车机卡顿严重（30）', '配置鸡肋（28）']"
理想汽车,理想L7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d23987ab80044821a6b553acf3e58a03~tplv-resize:640:0.png,8459,30.18,37.98,理想汽车,28,中大型SUV,增程式,2024.03,4.10,4.24,4.25,4.25,4.51,3.91,3.73,3.84,"['整体空间出色（66）', '配置丰富（38）', '动力十足（35）', '乘坐感受还可以（28）', '驾驶体验良好（28）', '配置实用（24）', '静谧性强（20）', '后排空间大（14）', '外观大气（11）', '后备厢空间大（10）', '续航表现优秀（10）', '操控出色（10）', '有异响（7）', '配置鸡肋（7）', '续航表现较差（5）', '油耗高（4）', '刹车表现较差（4）', '后备厢空间小（3）', '风噪大（3）', '底盘调校偏软（3）', '底盘表现不理想（3）', '内饰材质较差（2）', '储物空间较少（2）', '隔音差（2）']"
奇瑞,瑞虎8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/734a4fbac7cf461293613d4f1a478e5b~tplv-resize:640:0.png,8296,7.89,13.79,奇瑞汽车,29,中型SUV,汽油,2023.10,3.66,3.58,3.59,3.55,4.14,3.59,3.59,3.59,"['动力十足（288）', '整体空间出色（263）', '后备厢空间大（82）', '油耗低（74）', '配置丰富（60）', '乘坐感受还可以（56）', '外观耐看（40）', '动力响应灵敏（39）', '后排空间大（30）', '动力输出平顺（26）', '内饰质感不错（25）', '动力中规中矩（28）', '有异响（67）', '油耗高（38）', '变速箱换挡顿挫（25）', '胎噪大（21）', '动力响应不灵敏（18）', '悬架跳动明显（14）', '悬挂表现不理想（13）', '新车异味较大（13）', '人机工程较差（12）', '动力不足（12）', '隔音差（11）', '动力响应迟滞（11）']"
比亚迪,元PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a5a6f5f1e4e417f823a51d894fa7345~tplv-resize:640:0.png,8210,11.98,14.78,比亚迪,30,紧凑型SUV,纯电动,2024.03,3.74,4.19,3.66,3.81,3.75,3.57,3.60,3.63,"['动力十足（139）', '整体空间出色（105）', '驾驶体验良好（98）', '续航表现优秀（51）', '底盘调校好（41）', '操控出色（40）', '内饰好看（38）', '配置丰富（38）', '乘坐感受还可以（35）', '动力响应灵敏（35）', '配置实用（32）', '外观时尚（27）', '风噪大（26）', '后备厢空间小（25）', '续航表现较差（25）', '配置鸡肋（24）', '有异响（22）', '胎噪大（15）', '储物空间较少（13）', '刹车表现较差（11）', '操控感较差（10）', '底盘调校偏软（10）', '新车异味较大（9）', '配置低（9）']"
吉利汽车,帝豪,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e124af9a60a8444b9212fa9b2cbfa278~tplv-resize:640:0.png,8162,5.59,11.78,吉利汽车,31,紧凑型车,汽油,2023.06,3.62,4.19,3.78,3.51,3.50,3.45,3.43,3.45,"['整体空间出色（133）', '配置丰富（130）', '动力十足（82）', '后备厢空间大（80）', '油耗低（65）', '内饰好看（64）', '动力输出平顺（61）', '内饰质感不错（59）', '驾驶体验良好（57）', '乘坐感受还可以（49）', '配置实用（49）', '动力中规中矩（98）', '油耗高（143）', '动力不足（133）', '动力响应不灵敏（121）', '隔音差（46）', '胎噪大（37）', '有异响（35）', '后排空间小（26）', '配置鸡肋（26）', '车机卡顿严重（23）', '乘坐感受比较差（18）', '内饰材质较差（17）', '新车异味较大（17）']"
五菱汽车,五菱缤果,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c316a4720f1f48da80b558c02a32b01c~tplv-resize:640:0.png,8087,5.58,8.38,上汽通用五菱,32,小型车,纯电动,2023.03,3.36,4.37,3.38,2.83,3.85,2.98,2.92,3.20,"['整体空间出色（38）', '后备厢空间大（22）', '驾驶体验良好（13）', '外观时尚（12）', '续航表现优秀（9）', '动力十足（8）', '后排空间大（7）', '内饰好看（7）', '操控出色（7）', '底盘调校好（7）', '动力响应灵敏（6）', '配置丰富（5）', '隔音差（8）', '配置低（6）', '有异响（5）', '内饰材质较差（3）', '储物空间较少（3）', '风噪大（3）', '后排地台隆起（2）', '胎噪大（2）', '续航表现较差（2）', '配置鸡肋（2）', '动力不足（2）', '刹车表现较差（2）']"
捷途,捷途X70,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9f9edd2f1b8f4ff68538900708783c01~tplv-resize:640:0.png,7828,8.19,16.19,奇瑞汽车,33,中型SUV,汽油,2023.11,3.62,3.66,3.48,3.68,3.93,3.52,3.51,3.58,"['整体空间出色（65）', '动力十足（21）', '后备厢空间大（15）', '油耗低（14）', '配置丰富（14）', '乘坐感受还可以（13）', '外观耐看（10）', '外观大气（10）', '内饰质感不错（8）', '后排空间大（7）', '动力中规中矩（7）', '空间中规中矩（6）', '悬挂表现不理想（11）', '有异响（10）', '动力不足（10）', '油耗高（6）', '新车异味较大（6）', '操控感较差（6）', '隔音差（5）', '胎噪大（5）', '车机功能简单（5）', '动力响应不灵敏（5）', '后排空间小（4）', '变速箱换挡顿挫（4）']"
