年月,排名,厂商,销量,占销量份额
2019-06,19,上汽通用五菱,37132,2.16%
2019-06,20,上汽通用五菱,35735,2.08%
2019-06,21,上汽集团,29487,1.72%
2019-06,22,奇瑞汽车,25539,1.49%
2019-06,23,悦达起亚,22109,1.29%
2019-06,24,北京汽车,21507,1.25%
2019-06,25,北汽新能源,21256,1.24%
2019-06,26,上汽通用凯迪拉克,21211,1.23%
2019-06,27,上汽大众斯柯达,20847,1.21%
2019-06,28,上汽集团,19404,1.13%
2019-06,29,长安福特,16146,0.94%
2019-06,30,一汽奔腾,12852,0.75%
2019-06,31,东风风行,12485,0.73%
2019-06,32,沃尔沃亚太,11482,0.67%
2019-06,33,东风小康,11362,0.66%
2019-06,34,广汽三菱,10548,0.61%
2019-06,35,众泰汽车,10478,0.61%
2019-06,36,长安马自达,9644,0.56%
2019-06,37,东风日产,8986,0.52%
2019-06,38,领克,8652,0.5%
2019-06,39,一汽马自达,8526,0.5%
2019-06,40,江淮新能源,8348,0.49%
2019-06,41,奇瑞汽车,8071,0.47%
2019-06,42,长安汽车新能源,7379,0.43%
2019-06,43,江淮汽车,7215,0.42%
2019-06,44,东风乘用车,7153,0.42%
2019-06,45,一汽红旗,6937,0.4%
2019-06,46,吉利新能源,6847,0.4%
2019-06,47,长城汽车,6755,0.39%
2019-06,48,奇瑞新能源,5710,0.33%
2019-06,49,比速汽车,5556,0.32%
2019-06,50,鑫源汽车,5495,0.32%
2019-06,51,广汽菲克Jeep,5129,0.3%
2019-06,52,江铃福特,5111,0.3%
2019-06,53,宝沃汽车,5066,0.29%
2019-06,54,上汽大通,4573,0.27%
2019-06,55,东风标致,4535,0.26%
2019-06,56,汉腾汽车,4104,0.24%
2019-06,57,东风雪铁龙,4095,0.24%
2019-06,58,君马汽车,4093,0.24%
2019-06,59,长安汽车,3906,0.23%
2019-06,60,奇瑞捷豹路虎,3873,0.23%
2019-06,61,长城新能源,3762,0.22%
2019-06,62,东风英菲尼迪,3247,0.19%
2019-06,63,东风小康,3098,0.18%
2019-06,64,华泰汽车,3089,0.18%
2019-06,65,SWM斯威汽车,3079,0.18%
2019-06,66,观致汽车,3031,0.18%
2019-06,67,奇瑞捷豹路虎,2936,0.17%
2019-06,68,广汽埃安,2819,0.16%
2019-06,69,东南汽车,2672,0.16%
2019-06,70,北汽幻速,2468,0.14%
2019-06,71,福建奔驰,2393,0.14%
2019-06,72,小鹏汽车,2237,0.13%
2019-06,73,北汽昌河,2109,0.12%
2019-06,74,北京越野,1971,0.11%
2019-06,75,华晨中华,1907,0.11%
2019-06,76,星途,1758,0.1%
2019-06,77,吉利几何,1743,0.1%
2019-06,78,广汽讴歌,1550,0.09%
2019-06,79,郑州日产,1509,0.09%
2019-06,80,东风雷诺,1503,0.09%
2019-06,81,猎豹汽车,1440,0.08%
2019-06,82,昌河铃木,1436,0.08%
2019-06,83,一汽海马,1421,0.08%
2019-06,84,长安铃木,1407,0.08%
2019-06,85,华晨雷诺,1355,0.08%
2019-06,86,新特汽车,1318,0.08%
2019-06,87,凯翼汽车,1195,0.07%
2019-06,88,北汽昌河,1147,0.07%
2019-06,89,郑州日产,1142,0.07%
2019-06,90,开瑞汽车,1125,0.07%
2019-06,91,蔚来,1092,0.06%
2019-06,92,长安凯程,861,0.05%
2019-06,93,DS汽车,803,0.05%
2019-06,94,华晨华颂,661,0.04%
2019-06,95,中国重汽VGV,615,0.04%
2019-06,96,福田商用车,580,0.03%
2019-06,97,福田汽车,539,0.03%
2019-06,98,众泰新能源,497,0.03%
2019-06,99,华泰新能源,484,0.03%
2019-06,100,长安汽车,394,0.02%
2019-06,101,天津一汽,390,0.02%
2019-06,102,长城汽车,360,0.02%
2019-06,103,北京汽车制造厂,276,0.02%
2019-06,104,江西五十铃,202,0.01%
2019-06,105,云度新能源,200,0.01%
2019-06,106,东风裕隆,183,0.01%
2019-06,107,江铃集团新能源,166,0.01%
2019-06,108,江铃汽车,166,0.01%
2019-06,109,一汽吉林,153,0.01%
2019-06,110,力帆汽车,148,0.01%
2019-06,111,腾势汽车,101,0.01%
2019-06,112,福汽新龙马,57,-
2019-06,113,福迪汽车,27,-
2019-06,114,郑州日产,26,-
2019-06,115,海马汽车,6,-
2019-06,116,北汽新能源,4,-
2019-06,117,绵阳金杯,4,-
2019-06,118,悦达起亚,2,-
2019-07,1,上汽大众,123788,8.04%
2019-07,2,一汽-大众,103801,6.74%
2019-07,3,东风日产,80504,5.23%
2019-07,4,吉利汽车,80161,5.2%
2019-07,5,东风本田,74001,4.8%
2019-07,6,广汽丰田,62000,4.02%
2019-07,7,上汽通用别克,55890,3.63%
2019-07,8,一汽-大众奥迪,53808,3.49%
2019-07,9,广汽本田,52242,3.39%
2019-07,10,一汽丰田,51350,3.33%
2019-07,11,北京奔驰,47000,3.05%
2019-07,12,华晨宝马,45710,2.97%
2019-07,13,长城汽车,42689,2.77%
2019-07,14,长安汽车,42009,2.73%
2019-07,15,上汽通用五菱,41923,2.72%
2019-07,16,上汽通用雪佛兰,40564,2.63%
2019-07,17,北京现代,39771,2.58%
2019-07,18,上汽通用五菱,38847,2.52%
2019-07,19,上汽集团,33071,2.15%
2019-07,20,比亚迪,27869,1.81%
2019-07,21,奇瑞汽车,26979,1.75%
2019-07,22,广汽乘用车,25372,1.65%
2019-07,23,悦达起亚,20755,1.35%
2019-07,24,上汽大众斯柯达,20122,1.31%
2019-07,25,上汽集团,18504,1.2%
2019-07,26,长安福特,18070,1.17%
2019-07,27,上汽通用凯迪拉克,14707,0.95%
2019-07,28,沃尔沃亚太,13712,0.89%
2019-07,29,北京汽车,11822,0.77%
2019-07,30,长安马自达,11560,0.75%
2019-07,31,北汽新能源,11543,0.75%
2019-07,32,东风小康,11136,0.72%
2019-07,33,广汽三菱,11018,0.72%
2019-07,34,一汽红旗,8805,0.57%
2019-07,35,领克,8618,0.56%
2019-07,36,众泰汽车,8446,0.55%
2019-07,37,奇瑞汽车,8195,0.53%
2019-07,38,东风日产,8112,0.53%
2019-07,39,一汽马自达,8010,0.52%
2019-07,40,一汽奔腾,7859,0.51%
2019-07,41,长安汽车,7625,0.5%
2019-07,42,长城汽车,7246,0.47%
2019-07,43,江淮汽车,6973,0.45%
2019-07,44,东风风行,6874,0.45%
2019-07,45,东风标致,5509,0.36%
2019-07,46,宝沃汽车,5147,0.33%
2019-07,47,广汽菲克Jeep,5129,0.33%
2019-07,48,东风雪铁龙,5101,0.33%
2019-07,49,比速汽车,4330,0.28%
2019-07,50,上汽大通,4223,0.27%
2019-07,51,鑫源汽车,3957,0.26%
2019-07,52,江铃福特,3717,0.24%
2019-07,53,SWM斯威汽车,3608,0.23%
2019-07,54,东风乘用车,3569,0.23%
2019-07,55,广汽埃安,3406,0.22%
2019-07,56,奇瑞新能源,2919,0.19%
2019-07,57,东南汽车,2864,0.19%
2019-07,58,东风小康,2834,0.18%
2019-07,59,奇瑞捷豹路虎,2769,0.18%
2019-07,60,福建奔驰,2561,0.17%
2019-07,61,君马汽车,2536,0.16%
2019-07,62,东风英菲尼迪,2482,0.16%
2019-07,63,北汽幻速,2210,0.14%
2019-07,64,北京越野,2073,0.13%
2019-07,65,长城新能源,2071,0.13%
2019-07,66,华晨雷诺,1942,0.13%
2019-07,67,华晨中华,1768,0.11%
2019-07,68,长安汽车,1532,0.1%
2019-07,69,吉利新能源,1519,0.1%
2019-07,70,小鹏汽车,1515,0.1%
2019-07,71,蔚来,1502,0.1%
2019-07,72,星途,1486,0.1%
2019-07,73,东风雷诺,1360,0.09%
2019-07,74,凯翼汽车,1305,0.08%
2019-07,75,奇瑞捷豹路虎,1244,0.08%
2019-07,76,汉腾汽车,1204,0.08%
2019-07,77,长安铃木,1170,0.08%
2019-07,78,福田商用车,1077,0.07%
2019-07,79,吉利几何,1076,0.07%
2019-07,80,海马汽车,1044,0.07%
2019-07,81,广汽讴歌,864,0.06%
2019-07,82,长安汽车新能源,692,0.04%
2019-07,83,长安凯程,644,0.04%
2019-07,84,中国重汽VGV,565,0.04%
2019-07,85,力帆汽车,550,0.04%
2019-07,86,北汽昌河,546,0.04%
2019-07,87,郑州日产,506,0.03%
2019-07,88,开瑞汽车,452,0.03%
2019-07,89,郑州日产,403,0.03%
2019-07,90,猎豹汽车,393,0.03%
2019-07,91,众泰新能源,263,0.02%
2019-07,92,江淮新能源,216,0.01%
2019-07,93,东风裕隆,212,0.01%
2019-07,94,福田汽车,207,0.01%
2019-07,95,云度新能源,180,0.01%
2019-07,96,一汽海马,159,0.01%
2019-07,97,郑州日产,152,0.01%
2019-07,98,DS汽车,121,0.01%
2019-07,99,江西五十铃,93,0.01%
2019-07,100,长城汽车,77,-
2019-07,101,江铃汽车,71,-
2019-07,102,福迪汽车,57,-
2019-07,103,福汽新龙马,48,-
2019-07,104,华泰汽车,32,-
2019-07,105,北京汽车制造厂,28,-
2019-07,106,绵阳金杯,17,-
2019-07,107,天津一汽,12,-
2019-07,108,一汽吉林,5,-
2019-07,109,悦达起亚,2,-
2019-08,1,上汽大众,127500,7.63%
2019-08,2,一汽-大众,123966,7.42%
2019-08,3,东风日产,102176,6.12%
2019-08,4,吉利汽车,85564,5.12%
2019-08,5,上汽通用别克,70200,4.2%
2019-08,6,东风本田,60222,3.61%
2019-08,7,广汽丰田,58000,3.47%
2019-08,8,广汽本田,56724,3.4%
2019-08,9,一汽-大众奥迪,55166,3.3%
2019-08,10,北京现代,52744,3.16%
2019-08,11,长城汽车,50036,3%
2019-08,12,上汽通用五菱,47740,2.86%
2019-08,13,北京奔驰,47660,2.85%
2019-08,14,华晨宝马,47644,2.85%
2019-08,15,上汽通用雪佛兰,47049,2.82%
2019-08,16,长安汽车,45091,2.7%
2019-08,17,上汽通用五菱,44430,2.66%
2019-08,18,一汽丰田,41173,2.46%
2019-08,19,比亚迪,34840,2.09%
2019-08,20,奇瑞汽车,30892,1.85%
2019-08,21,上汽集团,30458,1.82%
2019-08,22,广汽乘用车,29375,1.76%
2019-08,23,上汽大众斯柯达,23852,1.43%
2019-08,24,悦达起亚,21542,1.29%
2019-08,25,上汽通用凯迪拉克,19659,1.18%
2019-08,26,上汽集团,19650,1.18%
2019-08,27,长安福特,17396,1.04%
2019-08,28,沃尔沃亚太,15189,0.91%
2019-08,29,奇瑞汽车,13698,0.82%
2019-08,30,东风小康,13546,0.81%
2019-08,31,领克,10982,0.66%
2019-08,32,北京汽车,10923,0.65%
2019-08,33,广汽三菱,10800,0.65%
2019-08,34,东风风行,10528,0.63%
2019-08,35,长安马自达,10295,0.62%
2019-08,36,一汽红旗,10016,0.6%
2019-08,37,一汽奔腾,9774,0.59%
2019-08,38,北汽新能源,9570,0.57%
2019-08,39,东风日产,8152,0.49%
2019-08,40,众泰汽车,7607,0.46%
2019-08,41,长城汽车,7004,0.42%
2019-08,42,一汽马自达,6852,0.41%
2019-08,43,鑫源汽车,6192,0.37%
2019-08,44,江淮汽车,5865,0.35%
2019-08,45,长安汽车,5538,0.33%
2019-08,46,比速汽车,5528,0.33%
2019-08,47,上汽大通,5380,0.32%
2019-08,48,广汽菲克Jeep,5325,0.32%
2019-08,49,宝沃汽车,4506,0.27%
2019-08,50,北京越野,4155,0.25%
2019-08,51,东风乘用车,3978,0.24%
2019-08,52,SWM斯威汽车,3919,0.23%
2019-08,53,广汽埃安,3816,0.23%
2019-08,54,江铃福特,3674,0.22%
2019-08,55,观致汽车,3663,0.22%
2019-08,56,东风标致,3560,0.21%
2019-08,57,吉利新能源,3405,0.2%
2019-08,58,东风英菲尼迪,3280,0.2%
2019-08,59,奇瑞捷豹路虎,3258,0.2%
2019-08,60,东风雪铁龙,3228,0.19%
2019-08,61,奇瑞新能源,3199,0.19%
2019-08,62,东风小康,3148,0.19%
2019-08,63,蔚来,2796,0.17%
2019-08,64,汉腾汽车,2793,0.17%
2019-08,65,福建奔驰,2706,0.16%
2019-08,66,华晨雷诺,2311,0.14%
2019-08,67,东南汽车,1975,0.12%
2019-08,68,奇瑞捷豹路虎,1936,0.12%
2019-08,69,华晨中华,1811,0.11%
2019-08,70,长安汽车,1730,0.1%
2019-08,71,君马汽车,1360,0.08%
2019-08,72,郑州日产,1323,0.08%
2019-08,73,凯翼汽车,1278,0.08%
2019-08,74,长城新能源,1225,0.07%
2019-08,75,海马汽车,1188,0.07%
2019-08,76,吉利几何,1176,0.07%
2019-08,77,猎豹汽车,1166,0.07%
2019-08,78,福田商用车,1134,0.07%
2019-08,79,长安汽车新能源,1100,0.07%
2019-08,80,长安铃木,1057,0.06%
2019-08,81,星途,1053,0.06%
2019-08,82,东风雷诺,1050,0.06%
2019-08,83,郑州日产,853,0.05%
2019-08,84,广汽讴歌,760,0.05%
2019-08,85,长安凯程,722,0.04%
2019-08,86,北汽幻速,640,0.04%
2019-08,87,开瑞汽车,621,0.04%
2019-08,88,中国重汽VGV,548,0.03%
2019-08,89,力帆汽车,545,0.03%
2019-08,90,北汽昌河,373,0.02%
2019-08,91,福汽新龙马,362,0.02%
2019-08,92,小鹏汽车,306,0.02%
2019-08,93,悦达起亚,300,0.02%
2019-08,94,江淮新能源,290,0.02%
2019-08,95,众泰新能源,218,0.01%
2019-08,96,新特汽车,200,0.01%
2019-08,97,北京汽车制造厂,180,0.01%
2019-08,98,云度新能源,150,0.01%
2019-08,99,福田汽车,133,0.01%
2019-08,100,DS汽车,112,0.01%
2019-08,101,江西五十铃,97,0.01%
2019-08,102,长城汽车,94,0.01%
2019-08,103,华泰汽车,83,-
2019-08,104,江铃汽车,69,-
2019-08,105,一汽吉林,64,-
2019-08,106,一汽海马,60,-
2019-08,107,绵阳金杯,26,-
2019-08,108,福迪汽车,17,-
2019-08,109,东风裕隆,14,-
2019-08,110,江铃集团新能源,12,-
2019-08,111,华晨华颂,2,-
2019-09,1,一汽-大众,153768,7.95%
2019-09,2,上汽大众,152100,7.86%
2019-09,3,东风日产,107407,5.55%
2019-09,4,吉利汽车,96909,5.01%
2019-09,5,东风本田,77504,4.01%
2019-09,6,上汽通用别克,76928,3.98%
2019-09,7,长城汽车,75253,3.89%
2019-09,8,广汽本田,70711,3.66%
2019-09,9,北京现代,68452,3.54%
2019-09,10,广汽丰田,65000,3.36%
2019-09,11,一汽-大众奥迪,62283,3.22%
2019-09,12,上汽通用五菱,60023,3.1%
2019-09,13,长安汽车,56795,2.94%
2019-09,14,华晨宝马,49631,2.57%
2019-09,15,上汽通用五菱,49624,2.57%
2019-09,16,一汽丰田,49579,2.56%
2019-09,17,北京奔驰,48527,2.51%
2019-09,18,上汽通用雪佛兰,44739,2.31%
2019-09,19,比亚迪,39893,2.06%
2019-09,20,上汽集团,37843,1.96%
2019-09,21,奇瑞汽车,35895,1.86%
2019-09,22,广汽乘用车,31600,1.63%
2019-09,23,上汽大众斯柯达,24763,1.28%
2019-09,24,悦达起亚,24597,1.27%
2019-09,25,长安福特,20898,1.08%
2019-09,26,上汽通用凯迪拉克,20349,1.05%
2019-09,27,上汽集团,17845,0.92%
2019-09,28,东风小康,14958,0.77%
2019-09,29,沃尔沃亚太,13995,0.72%
2019-09,30,北京汽车,13959,0.72%
2019-09,31,奇瑞汽车,13934,0.72%
2019-09,32,领克,13613,0.7%
2019-09,33,长安马自达,12829,0.66%
2019-09,34,东风风行,12425,0.64%
2019-09,35,一汽红旗,11573,0.6%
2019-09,36,广汽三菱,11501,0.59%
2019-09,37,一汽奔腾,11450,0.59%
2019-09,38,北汽新能源,10593,0.55%
2019-09,39,东风日产,10282,0.53%
2019-09,40,长安汽车,9747,0.5%
2019-09,41,众泰汽车,8867,0.46%
2019-09,42,长城汽车,8701,0.45%
2019-09,43,一汽马自达,8036,0.42%
2019-09,44,江淮汽车,7748,0.4%
2019-09,45,鑫源汽车,6652,0.34%
2019-09,46,上汽大通,6161,0.32%
2019-09,47,广汽菲克Jeep,6015,0.31%
2019-09,48,东风标致,5388,0.28%
2019-09,49,比速汽车,5133,0.27%
2019-09,50,SWM斯威汽车,5090,0.26%
2019-09,51,江铃福特,4898,0.25%
2019-09,52,东风雪铁龙,4616,0.24%
2019-09,53,广汽埃安,4010,0.21%
2019-09,54,东风小康,3639,0.19%
2019-09,55,观致汽车,3582,0.19%
2019-09,56,东风英菲尼迪,3495,0.18%
2019-09,57,奇瑞新能源,3415,0.18%
2019-09,58,东风乘用车,3356,0.17%
2019-09,59,奇瑞捷豹路虎,3327,0.17%
2019-09,60,宝沃汽车,3297,0.17%
2019-09,61,汉腾汽车,2951,0.15%
2019-09,62,福建奔驰,2800,0.14%
2019-09,63,蔚来,2478,0.13%
2019-09,64,江淮大众,2236,0.12%
2019-09,65,华晨雷诺,2228,0.12%
2019-09,66,东南汽车,2216,0.11%
2019-09,67,小鹏汽车,2186,0.11%
2019-09,68,吉利新能源,2076,0.11%
2019-09,69,华晨中华,2037,0.11%
2019-09,70,长城新能源,1877,0.1%
2019-09,71,北京越野,1780,0.09%
2019-09,72,星途,1640,0.08%
2019-09,73,长安铃木,1491,0.08%
2019-09,74,凯翼汽车,1420,0.07%
2019-09,75,广汽讴歌,1407,0.07%
2019-09,76,奇瑞捷豹路虎,1345,0.07%
2019-09,77,北汽幻速,1287,0.07%
2019-09,78,长安汽车,1253,0.06%
2019-09,79,吉利几何,1184,0.06%
2019-09,80,君马汽车,1136,0.06%
2019-09,81,福田商用车,1083,0.06%
2019-09,82,海马汽车,1034,0.05%
2019-09,83,北汽昌河,1009,0.05%
2019-09,84,长安凯程,848,0.04%
2019-09,85,郑州日产,805,0.04%
2019-09,86,郑州日产,625,0.03%
2019-09,87,中国重汽VGV,618,0.03%
2019-09,88,东风雷诺,606,0.03%
2019-09,89,长城汽车,508,0.03%
2019-09,90,华晨华颂,500,0.03%
2019-09,91,长安汽车新能源,490,0.03%
2019-09,92,开瑞汽车,452,0.02%
2019-09,93,江淮新能源,382,0.02%
2019-09,94,新特汽车,366,0.02%
2019-09,95,昌河铃木,355,0.02%
2019-09,96,野马汽车,342,0.02%
2019-09,97,猎豹汽车,289,0.01%
2019-09,98,云度新能源,222,0.01%
2019-09,99,众泰新能源,218,0.01%
2019-09,100,北京汽车制造厂,195,0.01%
2019-09,101,力帆汽车,185,0.01%
2019-09,102,江铃汽车,144,0.01%
2019-09,103,江铃集团新能源,91,-
2019-09,104,DS汽车,75,-
2019-09,105,江西五十铃,64,-
2019-09,106,天津一汽,60,-
2019-09,107,东风裕隆,45,-
2019-09,108,福田汽车,23,-
2019-09,109,福汽新龙马,11,-
2019-09,110,福迪汽车,7,-
2019-09,111,一汽海马,4,-
2019-10,1,一汽-大众,147168,7.6%
2019-10,2,上汽大众,141500,7.31%
2019-10,3,吉利汽车,111789,5.77%
2019-10,4,东风日产,107167,5.53%
2019-10,5,长城汽车,86205,4.45%
2019-10,6,上汽通用别克,77652,4.01%
2019-10,7,东风本田,74049,3.82%
2019-10,8,广汽丰田,70696,3.65%
2019-10,9,广汽本田,64135,3.31%
2019-10,10,长安汽车,63394,3.27%
2019-10,11,一汽-大众奥迪,63301,3.27%
2019-10,12,北京现代,62329,3.22%
2019-10,13,一汽丰田,59151,3.05%
2019-10,14,上汽通用五菱,56899,2.94%
2019-10,15,上汽通用五菱,52398,2.71%
2019-10,16,华晨宝马,48862,2.52%
2019-10,17,北京奔驰,45646,2.36%
2019-10,18,上汽通用雪佛兰,44817,2.31%
2019-10,19,比亚迪,41759,2.16%
2019-10,20,奇瑞汽车,38269,1.98%
2019-10,21,上汽集团,37502,1.94%
2019-10,22,广汽乘用车,28713,1.48%
2019-10,23,上汽大众斯柯达,26853,1.39%
2019-10,24,悦达起亚,24504,1.27%
2019-10,25,上汽集团,20424,1.05%
2019-10,26,长安福特,18370,0.95%
2019-10,27,东风小康,17158,0.89%
2019-10,28,奇瑞汽车,14070,0.73%
2019-10,29,领克,14038,0.72%
2019-10,30,上汽通用凯迪拉克,14000,0.72%
2019-10,31,北京汽车,12943,0.67%
2019-10,32,长安马自达,12653,0.65%
2019-10,33,东风风行,12058,0.62%
2019-10,34,一汽红旗,11888,0.61%
2019-10,35,长安汽车,11196,0.58%
2019-10,36,广汽三菱,10994,0.57%
2019-10,37,沃尔沃亚太,10865,0.56%
2019-10,38,长城汽车,10364,0.54%
2019-10,39,一汽奔腾,10325,0.53%
2019-10,40,众泰汽车,10322,0.53%
2019-10,41,东风日产,9796,0.51%
2019-10,42,北汽新能源,8390,0.43%
2019-10,43,一汽马自达,7562,0.39%
2019-10,44,江淮汽车,7524,0.39%
2019-10,45,鑫源汽车,7484,0.39%
2019-10,46,上汽大通,6430,0.33%
2019-10,47,东风标致,6164,0.32%
2019-10,48,广汽菲克Jeep,5432,0.28%
2019-10,49,SWM斯威汽车,5016,0.26%
2019-10,50,上汽通用五菱新能源,4636,0.24%
2019-10,51,江铃福特,4603,0.24%
2019-10,52,比速汽车,4493,0.23%
2019-10,53,广汽埃安,4217,0.22%
2019-10,54,东风乘用车,3975,0.21%
2019-10,55,观致汽车,3861,0.2%
2019-10,56,东风小康,3823,0.2%
2019-10,57,东风雪铁龙,3566,0.18%
2019-10,58,汉腾汽车,3195,0.16%
2019-10,59,东风英菲尼迪,3166,0.16%
2019-10,60,宝沃汽车,3130,0.16%
2019-10,61,奇瑞捷豹路虎,2931,0.15%
2019-10,62,奇瑞新能源,2834,0.15%
2019-10,63,北京越野,2339,0.12%
2019-10,64,华晨中华,2175,0.11%
2019-10,65,福建奔驰,2144,0.11%
2019-10,66,华晨雷诺,2053,0.11%
2019-10,67,星途,2039,0.11%
2019-10,68,蔚来,2019,0.1%
2019-10,69,北汽昌河,1863,0.1%
2019-10,70,长城新能源,1774,0.09%
2019-10,71,凯翼汽车,1678,0.09%
2019-10,72,吉利几何,1565,0.08%
2019-10,73,广汽讴歌,1497,0.08%
2019-10,74,东风雷诺,1220,0.06%
2019-10,75,郑州日产,1210,0.06%
2019-10,76,江淮大众,1200,0.06%
2019-10,77,君马汽车,1193,0.06%
2019-10,78,东南汽车,1193,0.06%
2019-10,79,长安汽车新能源,1111,0.06%
2019-10,80,奇瑞捷豹路虎,790,0.04%
2019-10,81,广汽本田,764,0.04%
2019-10,82,海马汽车,759,0.04%
2019-10,83,郑州日产,742,0.04%
2019-10,84,长安铃木,711,0.04%
2019-10,85,昌河铃木,706,0.04%
2019-10,86,中国重汽VGV,600,0.03%
2019-10,87,长安凯程,559,0.03%
2019-10,88,福田商用车,528,0.03%
2019-10,89,北汽幻速,507,0.03%
2019-10,90,小鹏汽车,505,0.03%
2019-10,91,吉利新能源,481,0.02%
2019-10,92,开瑞汽车,466,0.02%
2019-10,93,长城汽车,444,0.02%
2019-10,94,众泰新能源,313,0.02%
2019-10,95,云度新能源,239,0.01%
2019-10,96,江淮新能源,225,0.01%
2019-10,97,北汽昌河,155,0.01%
2019-10,98,福迪汽车,99,0.01%
2019-10,99,江西五十铃,86,-
2019-10,100,江铃汽车,74,-
2019-10,101,福田汽车,44,-
2019-10,102,广汽三菱新能源,38,-
2019-10,103,江铃集团新能源,31,-
2019-10,104,野马汽车,28,-
2019-10,105,北京汽车制造厂,25,-
2019-10,106,绵阳金杯,20,-
2019-10,107,DS汽车,8,-
2019-10,108,力帆汽车,6,-
2019-10,109,一汽海马,3,-
2019-10,110,一汽吉林,2,-
2019-11,1,上汽大众,176900,8.65%
2019-11,2,一汽-大众,158077,7.73%
2019-11,3,吉利汽车,122592,6%
2019-11,4,东风日产,114415,5.6%
2019-11,5,长城汽车,83210,4.07%
2019-11,6,东风本田,80688,3.95%
2019-11,7,长安汽车,72081,3.53%
2019-11,8,一汽丰田,71409,3.49%
2019-11,9,上汽通用别克,70944,3.47%
2019-11,10,广汽本田,68167,3.33%
2019-11,11,广汽丰田,67135,3.28%
2019-11,12,一汽-大众奥迪,65684,3.21%
2019-11,13,北京现代,64159,3.14%
2019-11,14,上汽通用五菱,57272,2.8%
2019-11,15,华晨宝马,53951,2.64%
2019-11,16,北京奔驰,47140,2.31%
2019-11,17,奇瑞汽车,42867,2.1%
2019-11,18,比亚迪,40167,1.96%
2019-11,19,上汽集团,37796,1.85%
2019-11,20,广汽乘用车,34968,1.71%
2019-11,21,上汽通用五菱,34129,1.67%
2019-11,22,上汽通用雪佛兰,31160,1.52%
2019-11,23,上汽大众斯柯达,29925,1.46%
2019-11,24,悦达起亚,23426,1.15%
2019-11,25,上汽集团,23145,1.13%
2019-11,26,东风小康,20972,1.03%
2019-11,27,长安福特,18802,0.92%
2019-11,28,上汽通用凯迪拉克,16800,0.82%
2019-11,29,上汽通用五菱,14827,0.73%
2019-11,30,奇瑞汽车,14369,0.7%
2019-11,31,领克,14131,0.69%
2019-11,32,一汽奔腾,12750,0.62%
2019-11,33,一汽红旗,12514,0.61%
2019-11,34,长安马自达,12512,0.61%
2019-11,35,沃尔沃亚太,12201,0.6%
2019-11,36,广汽三菱,11978,0.59%
2019-11,37,东风风行,11212,0.55%
2019-11,38,东风日产,10401,0.51%
2019-11,39,长城汽车,10391,0.51%
2019-11,40,一汽马自达,9981,0.49%
2019-11,41,上汽通用五菱新能源,9809,0.48%
2019-11,42,北汽新能源,9051,0.44%
2019-11,43,长安汽车,9016,0.44%
2019-11,44,北京汽车,8356,0.41%
2019-11,45,江淮汽车,8140,0.4%
2019-11,46,鑫源汽车,8039,0.39%
2019-11,47,上汽大通,6800,0.33%
2019-11,48,广汽菲克Jeep,6035,0.3%
2019-11,49,广汽埃安,5823,0.28%
2019-11,50,SWM斯威汽车,5747,0.28%
2019-11,51,东风乘用车,5500,0.27%
2019-11,52,东风标致,4775,0.23%
2019-11,53,东风小康,4404,0.22%
2019-11,54,比速汽车,4399,0.22%
2019-11,55,奇瑞捷豹路虎,4231,0.21%
2019-11,56,宝沃汽车,4082,0.2%
2019-11,57,江铃福特,4053,0.2%
2019-11,58,东风英菲尼迪,3900,0.19%
2019-11,59,吉利新能源,3453,0.17%
2019-11,60,众泰汽车,3152,0.15%
2019-11,61,汉腾汽车,3110,0.15%
2019-11,62,福建奔驰,2513,0.12%
2019-11,63,东风雪铁龙,2501,0.12%
2019-11,64,吉利几何,2456,0.12%
2019-11,65,北京越野,2343,0.11%
2019-11,66,长城新能源,2252,0.11%
2019-11,67,星途,2203,0.11%
2019-11,68,长安汽车新能源,2131,0.1%
